Term,STRM,COLL,DEPT,SUBJECT,CAT No,SECTION,ENRL TTL,ENRL A TO F,GPA,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,I,IC,RD,RP,SP,W,WU,CLASS No
F16,2169,AL,COMS,COMM,2300,01,29,29,2.02,5,1,1,4,1,3,2,1,1,3,0,7,0,0,0,0,0,0,0,0,0,92186
F16,2169,AL,COMS,COMM,2500,01,34,33,3.18,9,3,4,9,5,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,95776
F16,2169,AL,COMS,COMM,2700,01,22,22,3.55,12,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,92188
F16,2169,AL,COMS,COMM,2890,01,66,66,3.1,18,8,11,13,4,4,1,2,2,0,0,1,0,0,0,0,0,0,0,0,2,92184
F16,2169,AL,COMS,COMM,2890,02,72,69,2.64,3,9,9,17,10,3,9,1,0,2,1,4,0,0,0,0,0,0,0,3,1,92185
F16,2169,AL,COMS,COMM,2900,01,24,24,2.73,0,1,2,10,5,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92189
F16,2169,AL,COMS,COMM,3000,01,24,23,3.51,5,8,5,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,92190
F16,2169,AL,COMS,COMM,3000,02,26,26,3.12,9,0,0,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92191
F16,2169,AL,COMS,COMM,3000,03,25,25,3.24,13,0,0,8,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,92192
F16,2169,AL,COMS,COMM,3000,04,25,24,2.75,7,0,0,10,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,1,0,92193
F16,2169,AL,COMS,COMM,3000,05,25,25,2.68,2,3,5,6,2,0,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,92194
F16,2169,AL,COMS,COMM,3000,06,18,18,2.73,2,4,0,3,2,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,97194
F16,2169,AL,COMS,COMM,3100,01,34,34,2.73,2,8,6,1,4,4,1,5,0,2,0,1,0,0,0,0,0,0,0,0,0,92200
F16,2169,AL,COMS,COMM,3100,02,76,74,2.4,6,7,2,15,8,0,18,8,0,5,0,0,0,0,1,0,0,0,0,1,5,92201
F16,2169,AL,COMS,COMM,3100,03,80,79,3.03,25,7,7,10,8,4,9,6,0,1,0,2,0,0,0,0,0,0,0,1,0,92202
F16,2169,AL,COMS,COMM,3200,01,76,75,2.67,1,9,8,17,16,8,5,5,4,0,0,2,0,0,0,0,0,0,0,1,0,92208
F16,2169,AL,COMS,COMM,3200,02,79,73,2.43,6,0,2,25,5,3,21,3,1,2,1,1,0,0,2,0,0,0,0,4,3,92209
F16,2169,AL,COMS,COMM,3200,03,36,36,3.36,5,12,4,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92210
F16,2169,AL,COMS,COMM,3300,01,30,28,1.51,0,1,3,0,2,3,3,5,0,2,0,9,0,0,0,0,0,0,0,2,0,92212
F16,2169,AL,COMS,COMM,3300,02,30,28,1.43,0,0,2,3,1,2,3,2,4,1,2,6,0,0,0,0,0,0,0,2,2,92213
F16,2169,AL,COMS,COMM,3300,03,36,35,3.19,9,6,2,7,7,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,92245
F16,2169,AL,COMS,COMM,3300,04,33,32,3.24,7,7,5,7,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,92246
F16,2169,AL,COMS,COMM,3300,05,29,29,0.98,0,0,2,0,0,1,5,2,1,2,4,12,0,0,0,0,0,0,0,0,0,97136
F16,2169,AL,COMS,COMM,3400,01,28,28,3.3,12,3,4,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,92248
F16,2169,AL,COMS,COMM,3400,02,29,29,2.98,9,2,8,0,1,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,92251
F16,2169,AL,COMS,COMM,3400,03,33,33,3.43,13,11,4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,92254
F16,2169,AL,COMS,COMM,3400,04,33,33,3.47,14,5,4,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92255
F16,2169,AL,COMS,COMM,3400,05,24,23,3.15,9,1,3,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,97138
F16,2169,AL,COMS,COMM,3600,01,17,17,3.96,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92343
F16,2169,AL,COMS,COMM,3720,01,70,68,2.7,2,4,13,11,10,16,8,1,2,1,0,0,0,0,0,0,0,0,0,2,0,92328
F16,2169,AL,COMS,COMM,3835,01,85,85,2.05,4,1,5,15,12,6,12,5,2,11,1,11,0,0,0,0,0,0,0,0,0,92334
F16,2169,AL,COMS,COMM,3855,01,41,41,2.57,0,5,3,14,4,3,6,0,1,4,0,1,0,0,0,0,0,0,0,0,0,92335
F16,2169,AL,COMS,COMM,3890,01,29,29,2.96,4,7,4,4,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,92340
F16,2169,AL,COMS,COMM,3890,02,65,64,3,23,0,0,29,0,0,6,0,0,1,0,5,0,0,0,0,0,0,0,1,0,95782
F16,2169,AL,COMS,COMM,4100,01,32,32,2.03,0,1,0,3,6,3,7,6,0,5,0,1,0,0,0,0,0,0,0,0,0,92292
F16,2169,AL,COMS,COMM,4110,01,38,38,3.85,26,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92296
F16,2169,AL,COMS,COMM,4160,01,15,15,2.64,1,0,2,3,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92349
F16,2169,AL,COMS,COMM,4190,01,24,20,2.15,5,1,2,2,0,1,1,1,0,0,1,2,0,0,3,0,0,0,0,1,4,92298
F16,2169,AL,COMS,COMM,4300,01,41,41,2.62,5,1,7,4,7,4,9,1,0,1,0,2,0,0,0,0,0,0,0,0,0,92302
F16,2169,AL,COMS,COMM,4310,01,30,30,3.21,12,3,5,1,3,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,95805
F16,2169,AL,COMS,COMM,4310,02,31,30,3.37,9,6,2,10,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,95806
F16,2169,AL,COMS,COMM,4310,03,29,29,3.12,2,5,11,4,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96940
F16,2169,AL,COMS,COMM,4320,01,19,19,3.66,5,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92308
F16,2169,AL,COMS,COMM,4390,01,21,20,2.71,4,4,3,1,1,1,1,2,0,0,0,3,0,0,0,0,0,0,0,1,0,92317
F16,2169,AL,COMS,COMM,4400,01,30,30,3.26,22,1,0,0,0,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,92318
F16,2169,AL,COMS,COMM,4410,01,36,35,3.13,4,9,3,8,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,92321
F16,2169,AL,COMS,COMM,4540,01,25,25,3.46,8,9,1,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96638
F16,2169,AL,COMS,COMM,4820,01,22,22,3.38,10,3,4,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,92271
F16,2169,AL,COMS,COMM,4840,01,21,21,3.02,4,3,4,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92344
F16,2169,AL,COMS,COMM,4890,01,25,25,3.3,4,4,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92272
F16,2169,AL,COMS,COMM,4990,01,22,22,3.91,18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93203
F16,2169,AL,COMS,COMS,5020,01,14,14,3.86,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92364
F16,2169,AL,COMS,COMS,5050,01,13,10,3.74,6,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,95808
F16,2169,AL,COMS,COMS,5100,01,13,13,3.35,5,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95809
F16,2169,AL,COMS,COMS,5150,01,13,13,3.12,5,4,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,95810
F16,2169,AL,COMS,COMS,5500,01,14,14,3.65,7,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92367
F16,2169,AL,COMS,COMS,5620,01,14,14,3.44,6,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92386
F16,2169,AL,COMS,COMS,5910,01,14,14,3.74,8,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92371
F16,2169,AL,ENGL,ENGL,1005A,01,23,21,2.53,0,1,0,6,5,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,91141
F16,2169,AL,ENGL,ENGL,1005A,02,23,22,2.68,2,1,3,3,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91142
F16,2169,AL,ENGL,ENGL,1005A,03,22,21,2.46,0,1,3,2,2,2,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91143
F16,2169,AL,ENGL,ENGL,1005A,04,22,20,2.33,0,0,2,3,0,3,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,91144
F16,2169,AL,ENGL,ENGL,1005A,05,23,20,3.41,5,7,2,2,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,91145
F16,2169,AL,ENGL,ENGL,1005A,06,22,19,2.83,2,1,0,6,5,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,96446
F16,2169,AL,ENGL,ENGL,1005A,07,22,19,3.1,3,3,4,1,3,5,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,96447
F16,2169,AL,ENGL,ENGL,1005A,08,23,17,3.06,1,2,5,4,3,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,91146
F16,2169,AL,ENGL,ENGL,1005A,09,24,24,2.62,0,3,1,6,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91147
F16,2169,AL,ENGL,ENGL,1005A,10,22,20,2.85,2,2,2,4,3,3,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,91148
F16,2169,AL,ENGL,ENGL,1005A,11,23,20,2.59,0,2,1,4,3,3,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,91149
F16,2169,AL,ENGL,ENGL,1005A,12,23,22,2.86,1,1,5,6,4,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91407
F16,2169,AL,ENGL,ENGL,1005A,13,21,17,2.84,1,2,0,6,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,91408
F16,2169,AL,ENGL,ENGL,1005A,14,23,23,3.42,6,8,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96448
F16,2169,AL,ENGL,ENGL,1005A,15,22,19,2.45,0,1,2,1,3,4,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,96449
F16,2169,AL,ENGL,ENGL,1005A,16,23,13,2.7,1,3,0,0,2,2,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,91409
F16,2169,AL,ENGL,ENGL,1005A,17,23,21,3.29,2,6,7,1,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,91410
F16,2169,AL,ENGL,ENGL,1005A,18,23,21,2.42,0,0,3,1,4,4,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,91411
F16,2169,AL,ENGL,ENGL,1005A,19,23,20,2.61,1,0,3,3,3,4,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,91412
F16,2169,AL,ENGL,ENGL,1005A,20,22,21,2.28,0,0,0,1,4,7,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91413
F16,2169,AL,ENGL,ENGL,1005A,21,23,21,3.08,2,4,4,6,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,91414
F16,2169,AL,ENGL,ENGL,1005A,22,23,21,2.98,3,0,2,10,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,91415
F16,2169,AL,ENGL,ENGL,1005A,23,24,21,3.18,5,3,2,5,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,96450
F16,2169,AL,ENGL,ENGL,1005A,24,22,21,2.9,1,2,6,2,4,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96451
F16,2169,AL,ENGL,ENGL,1005A,25,21,17,2.34,0,0,1,0,6,1,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,91416
F16,2169,AL,ENGL,ENGL,1005A,26,22,22,2.82,0,5,0,4,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91417
F16,2169,AL,ENGL,ENGL,1005A,27,22,21,3.6,8,8,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91418
F16,2169,AL,ENGL,ENGL,1005A,28,23,21,3.08,3,4,0,8,1,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,91419
F16,2169,AL,ENGL,ENGL,1005A,29,22,17,3.19,0,5,5,1,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,91420
F16,2169,AL,ENGL,ENGL,1005A,30,23,21,2.86,1,6,3,1,1,1,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,91421
F16,2169,AL,ENGL,ENGL,1005A,31,23,21,2.94,0,4,4,4,4,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,91422
F16,2169,AL,ENGL,ENGL,1005A,32,22,19,3.06,4,0,4,4,3,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,96452
F16,2169,AL,ENGL,ENGL,1005A,33,24,22,2.32,0,1,1,1,3,3,13,0,0,0,0,0,0,1,0,0,0,0,0,1,0,96453
F16,2169,AL,ENGL,ENGL,1005A,34,22,18,2.46,0,0,0,2,9,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,91423
F16,2169,AL,ENGL,ENGL,1005A,35,24,23,3.36,6,6,1,7,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91424
F16,2169,AL,ENGL,ENGL,1005A,36,20,17,2.55,0,0,3,0,7,2,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,91425
F16,2169,AL,ENGL,ENGL,1005A,37,22,18,2.82,3,1,0,4,1,8,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,96433
F16,2169,AL,ENGL,ENGL,1005A,38,21,19,3.16,1,0,11,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,96434
F16,2169,AL,ENGL,ENGL,1005A,39,21,16,3.48,8,2,1,3,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,91428
F16,2169,AL,ENGL,ENGL,1005A,40,17,15,2.57,0,1,2,3,1,2,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,91432
F16,2169,AL,ENGL,ENGL,1005A,41,19,17,3.01,0,5,0,8,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,91433
F16,2169,AL,ENGL,ENGL,1005A,42,21,19,2.86,2,3,2,2,2,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,91434
F16,2169,AL,ENGL,ENGL,1005A,43,23,17,2.95,1,3,2,4,3,1,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,91435
F16,2169,AL,ENGL,ENGL,1005A,44,22,18,3.51,3,7,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,91436
F16,2169,AL,ENGL,ENGL,1005A,45,17,13,2.72,2,1,0,2,1,3,4,0,0,0,0,0,0,3,0,0,0,0,0,1,0,91437
F16,2169,AL,ENGL,ENGL,1005A,46,23,19,3.23,1,6,5,3,2,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,96435
F16,2169,AL,ENGL,ENGL,1005A,47,22,20,3.28,2,5,8,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,96436
F16,2169,AL,ENGL,ENGL,1005A,48,22,18,2.76,0,1,3,4,4,4,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,96437
F16,2169,AL,ENGL,ENGL,1005A,51,23,23,3.17,3,4,2,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91440
F16,2169,AL,ENGL,ENGL,1005A,52,23,15,2.83,3,1,0,4,1,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,91441
F16,2169,AL,ENGL,ENGL,1005A,53,23,23,2.95,0,3,5,8,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91442
F16,2169,AL,ENGL,ENGL,1005A,54,21,18,2.59,0,0,0,2,11,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,96438
F16,2169,AL,ENGL,ENGL,1005A,55,23,22,2.81,0,1,4,3,10,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96439
F16,2169,AL,ENGL,ENGL,1005A,56,24,22,2.54,0,1,0,5,7,1,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,91445
F16,2169,AL,ENGL,ENGL,1005A,57,23,18,2.85,2,2,4,1,2,1,6,0,0,0,0,0,0,4,0,0,0,0,0,1,0,91446
F16,2169,AL,ENGL,ENGL,1005A,58,23,18,3.09,2,1,4,6,4,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,91447
F16,2169,AL,ENGL,ENGL,1005A,59,23,22,2.95,1,3,5,6,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91448
F16,2169,AL,ENGL,ENGL,1005A,60,23,20,3.17,2,4,3,6,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,96432
F16,2169,AL,ENGL,ENGL,1005A,61,22,22,3.13,6,1,2,7,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96431
F16,2169,AL,ENGL,ENGL,1005A,62,22,19,2.96,0,6,3,1,4,1,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,91452
F16,2169,AL,ENGL,ENGL,1005A,63,16,15,2.78,1,1,2,3,3,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91453
F16,2169,AL,ENGL,ENGL,1005A,64,22,16,3.09,2,2,5,3,0,2,2,0,0,0,0,0,0,5,0,0,0,0,0,1,0,91454
F16,2169,AL,ENGL,ENGL,1005A,65,22,21,3.29,4,5,2,8,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91455
F16,2169,AL,ENGL,ENGL,1005A,66,18,10,2.62,0,1,0,0,6,1,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,96429
F16,2169,AL,ENGL,ENGL,1005A,67,15,14,2.36,0,1,0,2,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,96430
F16,2169,AL,ENGL,ENGL,1005A,68,21,19,2.46,0,0,0,3,6,5,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,91458
F16,2169,AL,ENGL,ENGL,1005A,69,20,20,2.78,0,2,2,6,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91459
F16,2169,AL,ENGL,ENGL,1005A,70,19,15,2.47,0,0,0,3,4,4,4,0,0,0,0,0,0,3,0,0,0,0,0,1,0,91462
F16,2169,AL,ENGL,ENGL,1005A,71,23,23,2.79,3,1,2,4,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96428
F16,2169,AL,ENGL,ENGL,1005A,72,16,15,3.05,0,5,2,4,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96787
F16,2169,AL,ENGL,ENGL,1005A,73,16,15,3.64,8,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96788
F16,2169,AL,ENGL,ENGL,1005A,74,22,18,2.56,0,1,2,1,3,9,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,96789
F16,2169,AL,ENGL,ENGL,1005A,75,20,20,2.93,1,5,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96790
F16,2169,AL,ENGL,ENGL,1005A,76,17,15,2.69,1,0,0,5,4,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,96791
F16,2169,AL,ENGL,ENGL,1005A,77,23,23,3.33,7,5,1,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96792
F16,2169,AL,ENGL,ENGL,1005A,78,23,21,3.02,3,3,1,6,3,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,96793
F16,2169,AL,ENGL,ENGL,1005A,80,23,17,3.02,3,2,2,3,2,3,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,91426
F16,2169,AL,ENGL,ENGL,1005A,81,20,20,2.59,0,0,0,6,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91427
F16,2169,AL,ENGL,ENGL,1005A,82,21,21,2.62,0,2,2,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91429
F16,2169,AL,ENGL,ENGL,1005A,83,23,22,2.83,0,2,3,4,10,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91430
F16,2169,AL,ENGL,ENGL,1005A,84,21,17,3.28,6,1,1,5,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,91431
F16,2169,AL,ENGL,ENGL,1005A,85,23,22,2.96,3,2,3,3,4,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91443
F16,2169,AL,ENGL,ENGL,1005A,86,23,22,2.76,1,2,1,7,3,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91444
F16,2169,AL,ENGL,ENGL,1005A,87,18,15,2.15,0,0,0,0,2,3,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,91449
F16,2169,AL,ENGL,ENGL,1005A,88,22,18,3.22,1,7,2,3,3,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,91450
F16,2169,AL,ENGL,ENGL,1005A,89,22,17,2.99,1,1,6,3,3,1,2,0,0,0,0,0,0,4,0,0,0,0,0,1,0,91451
F16,2169,AL,ENGL,ENGL,1005A,90,23,22,3.3,4,5,6,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91456
F16,2169,AL,ENGL,ENGL,1005A,91,23,22,2.6,1,1,1,3,7,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91457
F16,2169,AL,ENGL,ENGL,1005A,92,18,15,2.99,2,1,4,1,3,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,91461
F16,2169,AL,ENGL,ENGL,1005A,93,17,14,3,1,3,1,5,0,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,91460
F16,2169,AL,ENGL,ENGL,1010,01,26,25,2.92,2,2,4,7,4,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91488
F16,2169,AL,ENGL,ENGL,1010,02,25,21,3.12,3,3,4,4,3,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,91489
F16,2169,AL,ENGL,ENGL,1010,03,25,20,3.13,0,5,3,8,3,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,91490
F16,2169,AL,ENGL,ENGL,1010,04,24,18,2.35,0,0,0,3,3,4,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,91491
F16,2169,AL,ENGL,ENGL,1010,05,21,14,3.01,0,4,3,1,3,1,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,91492
F16,2169,AL,ENGL,ENGL,1010,06,25,17,2.99,2,5,0,3,1,2,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,91493
F16,2169,AL,ENGL,ENGL,1010,07,25,23,3.29,3,8,1,8,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,91494
F16,2169,AL,ENGL,ENGL,1010,08,24,24,3.6,9,7,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91495
F16,2169,AL,ENGL,ENGL,1010,09,25,19,2.85,0,0,5,7,3,2,2,0,0,0,0,0,0,5,1,0,0,0,0,0,0,91496
F16,2169,AL,ENGL,ENGL,1010,10,26,23,3.05,1,4,7,3,2,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,91497
F16,2169,AL,ENGL,ENGL,1010,11,25,23,3.3,7,2,7,2,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,91498
F16,2169,AL,ENGL,ENGL,1010,12,25,23,2.78,1,1,4,5,4,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,91499
F16,2169,AL,ENGL,ENGL,1010,13,25,23,2.75,0,3,3,5,3,4,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,91500
F16,2169,AL,ENGL,ENGL,1010,14,23,23,3.15,4,5,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91501
F16,2169,AL,ENGL,ENGL,1010,15,21,15,2.93,0,1,4,5,2,2,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,91502
F16,2169,AL,ENGL,ENGL,1010,16,25,19,2.99,1,1,3,7,6,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,91503
F16,2169,AL,ENGL,ENGL,1010,17,25,21,3.12,7,1,3,3,0,3,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,91504
F16,2169,AL,ENGL,ENGL,1010,18,20,20,3.06,4,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91505
F16,2169,AL,ENGL,ENGL,1010,19,25,20,3.13,2,2,5,7,2,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,91506
F16,2169,AL,ENGL,ENGL,1010,20,25,23,3.08,2,5,3,6,3,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,91507
F16,2169,AL,ENGL,ENGL,1010,21,25,25,3.66,10,9,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91508
F16,2169,AL,ENGL,ENGL,1010,22,25,24,3.24,4,3,9,3,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91509
F16,2169,AL,ENGL,ENGL,1010,23,25,20,3.42,9,1,3,1,5,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,91510
F16,2169,AL,ENGL,ENGL,1010,24,25,22,2.86,1,0,1,14,2,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,91511
F16,2169,AL,ENGL,ENGL,1010,25,26,24,2.87,1,2,5,4,4,7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,91512
F16,2169,AL,ENGL,ENGL,1010,26,25,23,2.94,0,2,3,11,4,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,92311
F16,2169,AL,ENGL,ENGL,1010,27,23,17,2.86,2,0,2,6,2,2,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,92312
F16,2169,AL,ENGL,ENGL,1010,28,24,21,2.56,0,1,2,5,1,6,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,92313
F16,2169,AL,ENGL,ENGL,1010,29,24,15,3.35,5,1,4,1,3,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,92316
F16,2169,AL,ENGL,ENGL,1010,30,24,16,2.99,0,1,5,6,1,3,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,92330
F16,2169,AL,ENGL,ENGL,1010,31,26,21,2.89,0,3,5,3,5,2,3,0,0,0,0,0,0,3,1,0,0,0,0,1,0,92333
F16,2169,AL,ENGL,ENGL,1010,32,25,19,2.56,0,2,2,1,4,3,7,0,0,0,0,0,0,5,1,0,0,0,0,0,0,92332
