Term,STRM,COLL,DEPT,SUBJECT,CAT No,SECTION,ENRL TTL,ENRL A TO F,GPA,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,I,IC,RD,RP,SP,W,WU,CLASS No
S18,2183,ED,EDSC,EDSP,4050,01,25,25,3.55,16,3,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31693
S18,2183,ED,EDSC,EDSP,4252,01,26,27,3.46,12,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31694
S18,2183,ED,EDSC,EDSP,4253,01,27,27,3.75,19,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31695
S18,2183,ED,EDSC,EDSP,4310,01,16,16,3.68,8,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31696
S18,2183,ED,EDSC,EDSP,4630,01,31,31,3.84,22,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31697
S18,2183,ED,EDSC,EDSP,4640,01,11,11,3.88,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31698
S18,2183,ED,EDSC,EDSP,4690,01,21,21,3.8,16,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31699
S18,2183,ED,EDSC,EDSP,4950,01,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,1,0,31701
S18,2183,ED,EDSC,EDSP,4950,02,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,31702
S18,2183,ED,EDSC,EDSP,5095,01,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,31874
S18,2183,ED,EDSC,EDSP,5095,02,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,37332
S18,2183,ED,EDSC,EDSP,5150,01,18,19,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31704
S18,2183,ED,EDSC,EDSP,5151,01,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,36019
S18,2183,ED,EDSC,EDSP,5160,01,38,41,3.65,18,10,3,4,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,31705
S18,2183,ED,EDSC,EDSP,5170,01,40,41,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31706
S18,2183,ED,EDSC,EDSP,5180,01,28,28,3.86,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31875
S18,2183,ED,EDSC,EDSP,5254,01,19,20,3.52,9,1,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31872
S18,2183,ED,EDSC,EDSP,5255,01,26,26,3.84,19,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31707
S18,2183,ED,EDSC,EDSP,5257,01,27,27,3.37,8,6,4,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31708
S18,2183,ED,EDSC,EDSP,5610,01,16,16,3.21,3,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31710
S18,2183,ED,EDSC,EDSP,5650,01,14,15,3.93,12,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31711
S18,2183,ED,EDSC,EDSP,5680,01,15,15,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31714
S18,2183,ED,EDSC,EDSP,5760,01,14,14,3.55,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31715
S18,2183,ED,EDSC,EDSP,5800,01,27,27,3.73,16,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31716
S18,2183,ED,EDSC,EDSP,5801,01,25,25,3.72,19,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31717
S18,2183,ED,EDSC,EDSP,5811,01,11,11,3.25,6,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31873
S18,2183,ED,EDSC,EDSP,5886,01,19,19,3.66,10,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36188
S18,2183,ED,EDSC,EDSP,5886,02,28,28,3.89,24,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36195
S18,2183,ED,EDSC,EDSP,5887,01,16,17,3.88,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31718
S18,2183,ED,EDSC,EDSP,5960,01,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,0,0,0,0,0,9,0,31719
S18,2183,ED,EDSC,EDSP,6040,01,9,11,3.78,7,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,32053
S18,2183,ET,CE,CE,1950,01,22,22,2.41,0,1,1,3,4,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,32127
S18,2183,ET,CE,CE,1950,03,19,19,2.59,0,2,3,0,6,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,32129
S18,2183,ET,CE,CE,2010,01,23,25,3,4,5,4,1,3,2,2,0,0,1,1,0,0,0,0,0,0,0,0,2,0,32131
S18,2183,ET,CE,CE,2010,02,33,33,2.44,6,3,1,5,5,3,1,2,1,0,0,6,0,0,0,0,0,0,0,0,0,37073
S18,2183,ET,CE,CE,2020,01,17,17,2.99,3,1,3,5,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32347
S18,2183,ET,CE,CE,2020,02,19,19,2.31,2,0,4,1,1,1,5,2,1,0,0,2,0,0,0,0,0,0,0,0,0,32348
S18,2183,ET,CE,CE,2050,01,14,16,2.44,0,0,3,3,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,32132
S18,2183,ET,CE,CE,2050,02,28,28,3.09,2,8,3,5,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32407
S18,2183,ET,CE,CE,2120,01,28,28,2.26,4,1,2,3,3,0,5,4,0,3,0,3,0,0,0,0,0,0,0,0,0,32133
S18,2183,ET,CE,CE,2120,02,22,22,2.47,2,3,2,3,1,1,4,2,1,2,0,0,0,0,0,0,0,0,0,0,1,32389
S18,2183,ET,CE,CE,2800,01,21,21,2.77,4,4,2,1,3,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,32134
S18,2183,ET,CE,CE,2800,02,22,22,1.84,3,1,1,4,0,0,3,2,0,0,0,8,0,0,0,0,0,0,0,0,0,32135
S18,2183,ET,CE,CE,2800,03,19,22,1.92,4,1,0,2,1,1,2,1,0,0,0,7,0,1,0,0,0,0,0,2,0,37104
S18,2183,ET,CE,CE,2840,01,18,19,2.68,0,0,5,3,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,32136
S18,2183,ET,CE,CE,2840,02,19,20,1.98,0,0,0,4,3,5,1,1,1,1,0,3,0,0,0,0,0,0,0,1,0,32137
S18,2183,ET,CE,CE,3000,01,22,23,1.77,3,0,3,2,0,0,5,0,0,1,0,7,0,0,0,0,0,0,0,1,1,32390
S18,2183,ET,CE,CE,3010,01,53,55,3.24,13,14,10,7,3,0,0,2,2,0,0,0,0,0,1,0,0,0,0,1,2,32138
S18,2183,ET,CE,CE,3030,01,40,42,2.32,5,1,7,3,6,4,3,2,1,0,1,4,0,0,0,0,0,0,0,2,3,32139
S18,2183,ET,CE,CE,3060,01,35,35,3.93,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32140
S18,2183,ET,CE,CE,3120,01,12,14,2.68,1,1,2,2,1,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,32142
S18,2183,ET,CE,CE,3120,02,15,16,2.87,1,0,2,5,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32143
S18,2183,ET,CE,CE,3140,01,14,14,2.71,2,1,2,2,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,32144
S18,2183,ET,CE,CE,3140,02,16,16,2.91,2,3,0,1,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32145
S18,2183,ET,CE,CE,3200,01,24,25,3.17,2,7,3,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32146
S18,2183,ET,CE,CE,3600,01,32,33,2.66,4,1,1,9,5,5,4,0,0,2,0,0,0,0,0,0,0,0,0,1,1,32147
S18,2183,ET,CE,CE,3610,01,29,30,3.24,6,5,4,6,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32148
S18,2183,ET,CE,CE,3640,01,15,15,3.76,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32149
S18,2183,ET,CE,CE,3640,02,11,11,3.75,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32150
S18,2183,ET,CE,CE,3650,01,25,25,3.45,8,3,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32151
S18,2183,ET,CE,CE,3660,01,29,30,3.29,7,7,6,5,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,32152
S18,2183,ET,CE,CE,3680,01,13,15,3.21,3,3,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,32153
S18,2183,ET,CE,CE,3680,02,14,15,2.86,1,2,2,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,32391
S18,2183,ET,CE,CE,3680,03,14,14,2.94,3,1,2,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37072
S18,2183,ET,CE,CE,3700,01,18,19,2.04,0,0,0,6,1,1,5,1,0,2,0,1,0,0,0,0,0,0,0,1,1,32154
S18,2183,ET,CE,CE,3700,02,32,33,3,1,7,9,4,3,3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,32406
S18,2183,ET,CE,CE,3760,01,29,29,3.13,3,2,7,10,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32155
S18,2183,ET,CE,CE,3800,02,18,20,2.3,4,1,1,2,2,1,2,0,0,0,1,4,0,0,0,0,0,0,0,2,0,32392
S18,2183,ET,CE,CE,3810,01,16,16,2.96,8,0,3,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,36562
S18,2183,ET,CE,CE,3820,01,17,18,2.64,2,0,1,2,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,32157
S18,2183,ET,CE,CE,3840,01,25,25,2.85,4,4,2,0,6,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32158
S18,2183,ET,CE,CE,3840,03,27,27,2.63,3,3,0,4,4,7,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,32471
S18,2183,ET,CE,CE,3860,01,23,24,2.95,5,2,3,2,3,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,32160
S18,2183,ET,CE,CE,3860,03,24,24,2.75,5,0,0,10,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,37169
S18,2183,ET,CE,CE,3870,01,15,15,2.55,2,2,1,0,3,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,32161
S18,2183,ET,CE,CE,4620,01,25,26,2.43,4,2,1,0,4,0,5,7,1,0,0,0,0,0,1,0,0,0,0,0,1,32409
S18,2183,ET,CE,CE,4630,01,26,27,3.01,2,5,6,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,32163
S18,2183,ET,CE,CE,4720,01,19,19,3.16,1,5,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32165
S18,2183,ET,CE,CE,4740,01,24,26,1.89,3,0,1,1,1,0,10,2,0,1,0,4,0,0,1,0,0,0,0,1,1,35690
S18,2183,ET,CE,CE,4960,01,10,10,2.57,0,0,0,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35692
S18,2183,ET,CE,CE,4970,01,19,19,3.04,5,0,0,9,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32166
S18,2183,ET,CE,CE,4970,03,11,11,2.7,1,0,0,6,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32168
S18,2183,ET,CE,CE,4970,05,13,13,2.95,4,0,1,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32481
S18,2183,ET,CE,CE,5650,01,16,17,3.13,4,3,2,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35706
S18,2183,ET,CE,CE,5740,01,12,12,2.73,1,1,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36589
S18,2183,ET,CE,CE,5960,01,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,32174
S18,2183,ET,CS,CS,1010,01,23,26,3.53,8,6,4,1,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,32062
S18,2183,ET,CS,CS,1010,03,21,25,3.41,10,2,2,2,2,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,32064
S18,2183,ET,CS,CS,1010,05,18,21,3.13,4,2,3,2,3,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,32354
S18,2183,ET,CS,CS,1200,01,22,23,3.33,11,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,32066
S18,2183,ET,CS,CS,1220,01,19,19,3.67,9,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32068
S18,2183,ET,CS,CS,1222,01,21,25,3.34,8,1,6,2,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,32070
S18,2183,ET,CS,CS,1222,03,19,26,3.05,7,0,1,3,2,1,5,0,0,0,0,0,0,6,0,0,0,0,0,1,0,32072
S18,2183,ET,CS,CS,1222,05,22,23,3.6,12,3,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32074
S18,2183,ET,CS,CS,1222,07,24,26,3.71,14,4,2,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,32356
S18,2183,ET,CS,CS,2011,01,23,30,3.37,10,4,1,3,0,1,4,0,0,0,0,0,0,6,0,0,0,0,0,1,0,32078
S18,2183,ET,CS,CS,2011,03,10,25,3.36,5,0,2,1,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,3,0,32080
S18,2183,ET,CS,CS,2011,05,19,30,3.21,5,3,4,1,1,3,2,0,0,0,0,0,0,7,0,0,0,0,0,4,0,32082
S18,2183,ET,CS,CS,2011,07,17,26,2.78,3,0,3,1,3,1,6,0,0,0,0,0,0,8,0,0,0,0,0,1,0,32497
S18,2183,ET,CS,CS,2012,01,27,29,3.35,6,7,5,2,5,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,32084
S18,2183,ET,CS,CS,2012,03,13,29,3.3,4,1,4,2,0,0,2,0,0,0,0,0,0,12,1,0,0,0,0,3,0,32086
S18,2183,ET,CS,CS,2012,05,21,34,3.11,5,3,2,4,1,3,3,0,0,0,0,0,0,12,0,0,0,0,0,1,0,32088
S18,2183,ET,CS,CS,2013,01,18,31,3.23,4,3,1,6,2,1,1,0,0,0,0,0,0,8,0,0,0,0,0,5,0,32090
S18,2183,ET,CS,CS,2013,03,21,24,3.56,7,8,2,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,32092
S18,2183,ET,CS,CS,2013,05,25,30,3.2,7,4,4,2,2,2,4,0,0,0,0,0,0,3,0,0,0,0,0,2,0,32358
S18,2183,ET,CS,CS,2013,07,11,14,3.95,9,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,36669
S18,2183,ET,CS,CS,2148,01,25,28,3.46,7,6,4,6,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,32360
S18,2183,ET,CS,CS,2148,02,57,61,3.58,22,11,15,6,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,32361
S18,2183,ET,CS,CS,2550,01,17,17,3.27,13,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,37077
S18,2183,ET,CS,CS,3035,01,24,26,2.93,2,6,3,2,2,3,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,32372
S18,2183,ET,CS,CS,3035,03,25,28,3.06,3,3,6,5,2,4,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,32374
S18,2183,ET,CS,CS,3112,01,23,23,3.14,4,6,2,4,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,32096
S18,2183,ET,CS,CS,3112,03,11,14,3.25,3,1,2,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,32098
S18,2183,ET,CS,CS,3112,07,29,29,3.51,5,11,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32503
S18,2183,ET,CS,CS,3186,01,29,29,3.24,4,6,11,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32100
S18,2183,ET,CS,CS,3186,02,32,32,3.28,7,5,8,7,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32101
S18,2183,ET,CS,CS,3220,01,21,25,3.41,11,1,3,2,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,0,32102
S18,2183,ET,CS,CS,3220,03,22,30,3.54,14,1,1,2,0,3,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,32104
S18,2183,ET,CS,CS,3220,05,22,31,3.27,11,0,3,2,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,32368
S18,2183,ET,CS,CS,3337,01,20,26,3.62,9,4,2,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,32397
S18,2183,ET,CS,CS,3337,03,29,29,3.53,6,9,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32469
S18,2183,ET,CS,CS,3801,01,62,65,3.16,12,11,6,14,8,6,5,0,0,0,0,0,0,2,0,0,0,0,0,1,0,32106
S18,2183,ET,CS,CS,3801,05,60,60,3.21,8,14,12,8,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32362
S18,2183,ET,CS,CS,3890,03,1,15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,32122
S18,2183,ET,CS,CS,4220,01,61,61,3.71,41,7,2,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32115
S18,2183,ET,CS,CS,4220,02,28,28,3.76,22,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32377
S18,2183,ET,CS,CS,4220,03,31,31,3.55,20,4,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,32378
S18,2183,ET,CS,CS,4440,01,26,26,3.31,6,8,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32111
S18,2183,ET,CS,CS,4440,02,24,25,3.6,12,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32112
S18,2183,ET,CS,CS,4440,03,28,28,2.68,7,1,2,1,2,3,8,2,1,0,1,0,0,0,0,0,0,0,0,0,0,32376
S18,2183,ET,CS,CS,4471,01,27,28,2.87,2,4,3,5,6,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,32110
S18,2183,ET,CS,CS,4471,02,29,29,2.92,7,0,7,2,5,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,32379
S18,2183,ET,CS,CS,4471,03,33,33,2.92,5,3,4,4,7,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36994
S18,2183,ET,CS,CS,4540,01,33,33,3.2,4,13,4,2,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36227
S18,2183,ET,CS,CS,4540,02,66,66,3.59,16,30,16,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36608
S18,2183,ET,CS,CS,4540,03,26,26,3.54,5,10,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36612
S18,2183,ET,CS,CS,4551,01,15,20,2.57,3,1,2,0,1,3,1,2,1,0,0,1,0,0,0,0,0,0,0,5,0,32114
S18,2183,ET,CS,CS,4551,02,15,22,2.43,3,0,1,1,1,4,1,1,2,0,0,1,0,0,0,0,0,0,0,7,0,36999
S18,2183,ET,CS,CS,4635,01,9,10,3.72,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36533
S18,2183,ET,CS,CS,4962,01,35,35,3.91,27,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32125
S18,2183,ET,CS,CS,4962,02,22,22,3.99,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32381
S18,2183,ET,CS,CS,4962,03,26,26,3.95,23,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36534
S18,2183,ET,CS,CS,4962,04,19,19,3.92,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36535
S18,2183,ET,CS,CS,4963,01,31,31,3.22,11,5,2,3,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32126
S18,2183,ET,CS,CS,4963,02,20,20,2.96,1,4,2,5,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32382
S18,2183,ET,CS,CS,4963,03,25,25,2.98,4,3,4,2,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36234
S18,2183,ET,CS,CS,4963,04,26,26,3.2,9,3,1,4,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36235
S18,2183,ET,CS,CS,4990,03,9,11,3.22,3,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,36635
S18,2183,ET,CS,CS,5220,01,29,36,3.12,9,0,0,13,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,32383
S18,2183,ET,CS,CS,5540,01,12,12,3.25,5,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32118
S18,2183,ET,CS,CS,5540,02,24,24,3.41,6,8,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32400
S18,2183,ET,CS,CS,5540,03,30,31,3.64,13,6,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36239
S18,2183,ET,CS,CS,5661,01,46,46,3.5,19,8,7,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32119
S18,2183,ET,CS,CS,5780,03,35,35,3.59,11,11,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37168
S18,2183,ET,CS,CS,5960,01,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,32124
S18,2183,ET,EE,EE,2040,01,14,28,3.21,4,3,2,0,1,2,2,0,0,0,0,0,0,8,2,0,0,0,0,4,0,32197
S18,2183,ET,EE,EE,2040,02,31,34,2.99,3,3,4,10,5,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,37367
S18,2183,ET,EE,EE,2049,01,14,16,2.79,4,1,2,1,2,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,32212
S18,2183,ET,EE,EE,2049,02,24,24,3.6,10,8,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32491
S18,2183,ET,EE,EE,2049,03,20,20,3.66,15,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32492
S18,2183,ET,EE,EE,2440,01,20,25,2.84,6,0,0,3,2,1,8,0,0,0,0,0,0,4,0,0,0,0,0,1,0,32213
S18,2183,ET,EE,EE,2440,03,9,12,3.44,3,2,1,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,32445
S18,2183,ET,EE,EE,2440,05,19,27,2.92,4,0,5,2,1,1,6,0,0,0,0,0,0,7,0,0,0,0,0,1,0,36770
S18,2183,ET,EE,EE,2449,01,14,15,3.29,7,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32218
S18,2183,ET,EE,EE,2449,02,16,16,3.38,9,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32442
S18,2183,ET,EE,EE,2449,03,14,15,3.36,8,0,0,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32443
S18,2183,ET,EE,EE,2449,04,15,15,3.19,2,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37216
S18,2183,ET,EE,EE,2449,05,16,16,3.33,6,1,2,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37217
S18,2183,ET,EE,EE,2450,01,17,23,2.81,2,2,1,3,2,2,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,32219
S18,2183,ET,EE,EE,2450,03,18,24,2.68,3,0,1,1,4,4,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,32495
S18,2183,ET,EE,EE,2450,05,10,16,2.73,1,1,2,1,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,37342
S18,2183,ET,EE,EE,3000,01,34,36,2.99,12,1,2,4,2,6,5,0,0,2,0,0,0,0,2,0,0,0,0,0,0,32221
S18,2183,ET,EE,EE,3001,01,12,12,2.89,3,2,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,32222
S18,2183,ET,EE,EE,3010,01,53,54,3.35,21,11,8,4,1,3,2,0,0,1,0,2,0,0,0,0,0,0,0,1,0,32223
S18,2183,ET,EE,EE,3020,01,41,42,2.76,3,1,3,12,8,6,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32225
S18,2183,ET,EE,EE,3030,01,27,28,3.03,4,3,7,5,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,35437
S18,2183,ET,EE,EE,3200,01,81,82,2.77,9,7,7,16,13,14,7,5,1,0,0,1,0,0,0,0,0,0,0,1,1,32198
S18,2183,ET,EE,EE,3300,01,35,35,2.78,4,1,2,11,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32228
S18,2183,ET,EE,EE,3300,02,26,30,3.12,5,1,9,3,2,4,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,32494
S18,2183,ET,EE,EE,3309,01,16,17,3.79,11,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32229
S18,2183,ET,EE,EE,3445,01,31,32,2.43,3,3,3,2,1,1,11,3,1,3,0,0,0,0,0,0,0,0,0,1,0,32444
S18,2183,ET,EE,EE,3445,02,20,21,2.59,3,1,0,3,3,1,6,2,1,0,0,0,0,0,0,0,0,0,0,1,0,32455
S18,2183,ET,EE,EE,3445,03,16,16,1.86,2,1,0,0,2,0,3,0,1,4,2,1,0,0,0,0,0,0,0,0,0,37080
S18,2183,ET,EE,EE,3450,01,30,30,1.54,2,2,3,1,2,2,2,0,0,4,0,12,0,0,0,0,0,0,0,0,0,32230
S18,2183,ET,EE,EE,3450,03,19,19,2.34,2,1,1,3,2,2,0,4,2,1,0,1,0,0,0,0,0,0,0,0,0,32447
S18,2183,ET,EE,EE,3450,05,26,28,1.68,0,0,3,3,1,0,10,0,0,2,0,7,0,0,0,0,0,0,0,2,0,32449
S18,2183,ET,EE,EE,3600,01,71,75,2.63,7,8,5,6,11,15,8,8,0,1,0,1,0,0,0,0,0,0,0,4,1,32199
S18,2183,ET,EE,EE,3700,01,88,90,2.62,3,11,7,8,23,17,9,4,3,0,1,0,0,0,0,0,0,0,0,2,2,32200
