Term,Course Level,Course,UNIQUE ID,Course Units,Enrollment,Total Letter Grades,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F
Spring 2023,Upper Division,POLS 332,2573168786,3,74,73,41,7,12,3,1,5,2,0,0,1,0,1
Spring 2023,Lower Division,BIOL 100,2634209028,2,76,73,6,3,2,8,0,5,15,9,3,3,0,19
Spring 2023,Upper Division,PSY 312,2164544942,3,74,74,32,13,2,10,7,5,3,0,1,1,0,0
Spring 2023,Upper Division,MUS 306,2163388779,3,76,74,33,0,0,17,0,0,7,0,0,3,0,14
Spring 2023,Upper Division,BIOL 360,1165031353,3,76,74,11,11,10,12,9,9,5,3,3,0,0,1
Spring 2023,Upper Division,BIOL 380,390825792,3,76,74,5,6,3,9,4,4,22,2,0,7,5,7
Spring 2023,Lower Division,PSY 150,2080342201,3,82,74,11,1,5,25,2,1,16,1,0,4,0,8
Spring 2023,Upper Division,SOC 325,4202075585,3,75,75,53,9,2,3,4,1,0,1,0,2,0,0
Spring 2023,Upper Division,PSY 361,2164544942,3,80,75,12,14,10,15,8,6,6,0,4,0,0,0
Spring 2023,Lower Division,PSY 150,2098877629,3,83,75,14,12,8,14,12,4,3,2,1,1,3,1
Spring 2023,Upper Division,PSY 312,4098091604,3,77,76,13,51,8,2,1,1,0,0,0,0,0,0
Spring 2023,Upper Division,MUS 306,2163388779,3,77,77,31,0,0,21,0,0,7,0,0,5,0,13
Spring 2023,Lower Division,HSCI 231,3683055591,3,77,77,43,0,0,22,0,0,4,0,0,1,0,7
Spring 2023,Lower Division,PSY 250,3354592147,3,77,77,1,1,3,5,10,10,13,10,7,3,2,12
Spring 2023,Upper Division,FIN 302,3900750549,3,78,77,47,11,7,8,0,1,0,3,0,0,0,0
Spring 2023,Upper Division,BIOL 322,1463126113,3,78,77,60,10,2,0,1,3,0,0,0,0,0,1
Spring 2023,Upper Division,FIN 303,4060522882,3,79,77,7,12,12,21,12,7,2,1,1,2,0,0
Spring 2023,Lower Division,PSY 150,1062221220,3,84,77,9,6,7,9,14,5,9,8,3,3,1,3
Spring 2023,Upper Division,FIN 302,3900750549,3,78,78,60,7,6,0,1,2,0,0,0,2,0,0
Spring 2023,Upper Division,FIN 303,2361408875,3,78,78,14,8,10,11,11,8,10,0,0,3,0,3
Spring 2023,Upper Division,COMP 467,196617609,3,80,79,44,13,7,0,6,5,0,1,0,0,1,2
Spring 2023,Upper Division,PSY 367,2399940490,3,83,79,27,10,5,13,9,4,2,5,2,0,1,1
Spring 2023,Upper Division,MUS 306,2341134085,3,80,80,29,14,0,31,1,0,4,0,0,1,0,0
Spring 2023,Upper Division,MUS 306,2341134085,3,80,80,44,4,0,28,3,0,1,0,0,0,0,0
Spring 2023,Upper Division,MUS 306,2464933438,3,80,80,18,8,9,17,5,2,6,1,0,3,1,10
Spring 2023,Upper Division,PSY 365,46556253,3,80,80,18,14,14,19,9,1,3,1,0,1,0,0
Summer 2023,Upper Division,MUS 306,407049836,3,80,80,64,1,2,5,1,1,3,0,1,0,0,2
Spring 2023,Upper Division,CTVA 351,3387000795,3,81,81,68,7,1,4,0,1,0,0,0,0,0,0
Spring 2023,Upper Division,FIN 303,2733613704,3,81,81,7,13,15,13,16,10,2,4,1,0,0,0
Spring 2023,Upper Division,COMP 322,1393107935,3,81,81,54,7,7,6,1,0,2,1,0,2,1,0
Spring 2023,Upper Division,PSY 327,3777681547,3,81,81,52,11,5,7,2,2,1,0,1,0,0,0
Spring 2023,Lower Division,GEOG 101,218098808,3,82,81,5,2,4,6,7,6,5,9,7,6,5,19
Spring 2023,Upper Division,SOC 345,4186374963,3,82,81,3,20,13,11,17,6,5,4,1,0,0,1
Spring 2023,Lower Division,GEOG 103,2913175150,3,84,81,19,13,8,7,6,4,3,4,2,5,5,5
Spring 2023,Upper Division,HIST 371,3211867120,3,84,81,19,4,4,12,10,8,7,2,0,1,3,11
Spring 2023,Upper Division,MUS 306,3191356727,3,82,82,46,8,7,5,7,2,1,1,1,2,0,2
Spring 2023,Upper Division,PSY 455,3777681547,3,82,82,25,9,6,24,5,3,6,2,1,1,0,0
Spring 2023,Lower Division,BIOL 281,3433429685,3,83,82,12,0,0,20,0,0,31,0,0,13,0,6
Spring 2023,Lower Division,ASTR 154L,2740956440,1,83,82,14,15,11,8,2,9,8,5,3,0,0,7
Spring 2023,Lower Division,BIOL 100,2443184399,2,86,82,55,7,6,6,1,1,3,3,0,0,0,0
Spring 2023,Lower Division,GEOG 107,3610784421,3,97,82,22,2,3,20,1,3,6,0,6,9,1,9
Spring 2023,Lower Division,ASTR 152,1670508121,3,98,82,6,3,4,16,11,7,13,8,4,1,4,5
Spring 2023,Lower Division,HIST 271,1219849165,3,83,83,7,5,7,14,6,11,9,10,5,3,0,6
Spring 2023,Upper Division,SOC 401,1386927637,3,83,83,74,0,0,5,0,0,1,0,0,0,0,3
Spring 2023,Upper Division,PSY 352,4098091604,3,85,84,11,44,19,3,4,0,0,2,0,0,1,0
Spring 2023,Lower Division,BIOL 107,3338335122,3,85,85,47,6,3,8,2,3,5,2,1,3,1,4
Spring 2023,Upper Division,PSY 310,4074362237,3,85,85,49,18,7,7,1,1,1,0,0,0,0,1
Spring 2023,Upper Division,PSY 352,4098091604,3,87,87,17,44,19,5,2,0,0,0,0,0,0,0
Spring 2023,Upper Division,PSY 321,3096182156,3,89,88,52,5,9,8,5,5,1,0,2,0,0,1
Spring 2023,Upper Division,GEOG 330,1083041919,3,98,88,6,3,4,13,9,6,27,6,0,7,0,7
Spring 2023,Lower Division,PHYS 220B,2947254728,3,100,90,15,7,7,8,6,3,12,10,6,7,6,3
Spring 2023,Lower Division,MUS 106HH,3107230644,3,92,92,58,0,0,17,0,0,5,0,0,0,0,12
Spring 2023,Lower Division,HSCI 131,3683055591,3,93,92,49,0,0,30,0,0,1,0,0,3,0,9
Spring 2023,Upper Division,FIN 336,1078668425,3,94,92,15,7,4,14,9,5,15,5,3,5,4,6
Spring 2023,Lower Division,BIOL 100,2226606873,2,95,93,42,0,1,34,0,0,8,2,0,0,0,6
Summer 2023,Lower Division,MUS 105,239437623,3,96,93,48,6,16,7,2,5,5,2,0,0,0,2
Spring 2023,Upper Division,GEOG 318,1083041919,3,101,93,56,9,5,8,1,1,3,4,0,3,0,3
Spring 2023,Upper Division,BIOL 380,2709036647,3,95,94,9,4,4,12,12,8,18,8,1,4,2,12
Spring 2023,Lower Division,MUS 108,2989086516,3,97,95,76,13,0,0,2,1,2,0,0,0,0,1
Summer 2023,Lower Division,MUS 107,824107721,3,98,95,56,7,7,6,2,4,4,2,3,2,0,2
Spring 2023,Upper Division,BIOL 360,2709036647,3,97,96,14,2,8,7,6,5,12,5,3,9,4,21
Spring 2023,Lower Division,MUS 108,1672121244,3,98,96,25,27,12,6,16,1,6,1,0,1,0,1
Spring 2023,Lower Division,CTVA 215,2304943940,3,100,96,85,10,1,0,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,MUS 107,2523858923,3,100,96,34,8,8,7,6,4,5,2,4,3,4,11
Spring 2023,Upper Division,FCS 340,1921556685,3,103,96,14,20,25,14,10,3,2,2,0,2,1,3
Spring 2023,Lower Division,CTVA 215,2304943940,3,107,96,65,11,9,6,4,0,0,1,0,0,0,0
Spring 2023,Lower Division,CTVA 210,1558986361,3,100,99,31,18,9,14,5,2,9,0,1,0,0,10
Spring 2023,Lower Division,MUS 105,2052080359,3,100,99,51,15,5,7,3,3,3,3,1,1,1,6
Spring 2023,Lower Division,MUS 107,2341134085,3,100,99,75,7,0,12,0,0,2,2,0,0,0,1
Spring 2023,Upper Division,FCS 340,310665026,3,100,99,17,14,16,15,18,4,5,3,0,1,2,4
Spring 2023,Lower Division,BIOL 212,1032756204,1,100,99,30,0,0,57,0,0,7,0,0,0,0,5
Spring 2023,Lower Division,ASTR 152,2636890927,3,100,99,18,5,9,23,5,9,12,4,3,5,0,6
Spring 2023,Upper Division,BIOL 470,1238780236,3,101,99,19,1,2,11,12,7,12,8,2,6,2,17
Spring 2023,Upper Division,HSCI 345,2922585685,3,105,99,60,23,5,0,0,5,1,1,0,0,1,3
Spring 2023,Lower Division,PHYS 220A,1289310849,3,108,99,6,0,6,13,11,19,20,0,0,17,0,7
Spring 2023,Lower Division,POLS 155,3831530726,3,122,99,5,13,18,17,16,17,6,7,0,0,0,0
Spring 2023,Upper Division,FIN 303,1240909247,3,100,100,21,3,8,16,15,13,10,4,0,7,3,0
Spring 2023,Upper Division,GEOG 322,688887115,3,101,100,50,9,7,12,1,4,8,2,1,3,0,3
Spring 2023,Lower Division,MUS 105,2660673193,3,102,100,87,0,2,3,0,1,2,0,0,0,0,5
Spring 2023,Lower Division,CTVA 210,842758968,3,104,100,85,3,2,1,0,0,0,0,0,0,0,9
Spring 2023,Lower Division,MUS 105,239437623,3,101,101,76,7,5,1,4,3,0,1,0,0,0,4
Spring 2023,Lower Division,MUS 107,824107721,3,101,101,69,11,2,6,3,3,3,0,1,2,1,0
Spring 2023,Lower Division,MUS 107,824107721,3,104,101,65,11,6,7,2,5,1,3,0,0,0,1
Spring 2023,Lower Division,MUS 108,49035993,3,104,103,53,14,13,5,4,1,1,0,3,2,2,5
Spring 2023,Lower Division,BIOL 100,2226606873,2,104,104,45,2,0,41,0,1,9,0,1,1,0,4
Spring 2023,Upper Division,FCS 340,3088428529,3,105,104,78,8,0,1,2,6,1,2,1,0,0,5
Spring 2023,Lower Division,PHYS 100A,2886089154,3,106,105,0,0,1,3,23,21,25,16,5,2,3,6
Spring 2023,Upper Division,FCS 340,2185936115,3,107,107,66,13,11,9,1,2,3,0,0,1,0,1
Spring 2023,Lower Division,BIOL 101,1463126113,3,107,107,39,44,6,5,5,1,0,2,1,0,0,4
Spring 2023,Lower Division,PHYS 220A,3100054076,3,109,107,2,3,2,6,9,5,56,16,0,2,0,6
Spring 2023,Lower Division,BIOL 101,3625998841,3,108,108,61,4,4,26,2,2,7,0,0,0,0,2
Spring 2023,Upper Division,FCS 340,3638738336,3,109,109,67,20,7,6,2,1,3,2,0,0,0,1
Spring 2023,Upper Division,CADV 352,2770529099,3,117,111,87,5,9,0,2,3,2,2,0,0,0,1
Spring 2023,Upper Division,ANTH 308,1543263500,3,127,111,34,17,9,15,4,7,5,4,4,7,0,5
Spring 2023,Lower Division,PHYS 100B,1889832651,3,118,112,11,8,11,24,14,15,21,3,0,2,0,3
Spring 2023,Lower Division,BIOL 101,3985557137,3,119,113,7,1,9,7,7,12,19,6,7,13,1,24
Spring 2023,Upper Division,MKT 348,2710655728,3,115,114,10,6,7,13,12,19,20,11,9,2,1,4
Spring 2023,Lower Division,ANTH 222,784842200,3,119,114,66,4,8,8,8,4,7,3,0,1,0,5
Spring 2023,Upper Division,BIOL 315,599259938,2,117,115,14,0,8,16,2,7,15,4,10,20,2,17
Spring 2023,Lower Division,BIOL 107,3338335122,3,118,115,77,5,8,10,3,2,5,1,0,2,0,2
Spring 2023,Lower Division,ASTR 154,1670508121,2,120,115,76,3,4,13,4,2,4,3,0,4,0,2
Spring 2023,Lower Division,BIOL 211,1032756204,2,116,116,3,15,16,18,20,12,15,0,0,9,0,8
Spring 2023,Lower Division,PHYS 100A,3005974396,3,118,116,17,20,5,18,5,14,18,4,0,6,0,9
Spring 2023,Lower Division,BIOL 100,1461382776,2,118,117,16,14,11,16,20,16,14,4,0,5,0,1
Spring 2023,Lower Division,BIOL 101,1970297644,3,118,117,24,12,18,6,3,8,8,5,9,3,5,16
Spring 2023,Lower Division,BIOL 101,1970297644,3,118,117,24,26,16,15,15,7,3,3,4,1,0,3
Spring 2023,Upper Division,PSY 382,525518593,3,118,117,58,20,13,10,4,6,1,1,0,0,0,4
Spring 2023,Lower Division,CADV 250,2239353558,3,121,117,99,6,3,1,2,1,3,1,0,1,0,0
Spring 2023,Lower Division,BIOL 281,1970297644,3,119,118,17,3,11,3,10,13,9,6,13,6,9,18
Spring 2023,Lower Division,ASTR 152,2740956440,3,121,118,33,39,16,5,6,2,2,8,0,3,0,4
Spring 2023,Lower Division,POLS 155,1567051581,3,128,118,8,11,24,20,14,22,5,11,1,1,0,1
Spring 2023,Upper Division,BIOL 322,1463126113,3,119,119,81,12,7,5,4,3,2,0,0,1,1,3
Spring 2023,Upper Division,PSY 351,3960322538,3,119,119,36,21,16,20,9,8,4,3,0,0,1,1
Spring 2023,Upper Division,SOC 324,4202075585,3,119,119,94,6,2,4,2,4,1,1,0,0,0,5
Spring 2023,Lower Division,GEOG 150,702757726,3,120,119,23,0,0,51,0,0,24,0,0,10,0,11
Spring 2023,Lower Division,SOC 150,2236627564,3,120,120,34,15,14,20,9,8,6,1,1,3,1,8
Spring 2023,Lower Division,SOC 150,3256247272,3,121,120,19,10,10,23,12,9,18,7,0,3,0,9
Spring 2023,Upper Division,PSY 365,1864468386,3,123,121,99,6,5,6,2,1,0,2,0,0,0,0
Spring 2023,Lower Division,CJS 102,3327202294,3,124,122,106,0,5,7,0,0,1,0,0,2,0,1
Spring 2023,Upper Division,TH 333,748705744,3,132,122,24,35,24,18,2,8,4,2,0,1,1,3
Spring 2023,Lower Division,BIOL 106,1733222760,3,130,124,28,18,11,22,9,9,15,6,2,3,1,0
Spring 2023,Upper Division,ACCT 350,2104153183,3,130,126,23,0,0,43,0,0,42,0,0,11,0,7
Spring 2023,Lower Division,ASTR 152,951441133,3,129,127,62,23,18,19,0,2,1,0,0,1,0,1
Spring 2023,Lower Division,HIST 271,1019461008,3,129,128,88,11,3,9,3,0,3,1,0,1,1,8
Spring 2023,Lower Division,ANTH 262,2846258302,3,135,128,23,21,15,16,18,8,7,5,5,2,2,6
Spring 2023,Upper Division,CJS 310,3342639263,3,129,129,51,34,9,10,11,3,1,4,1,0,2,3
Spring 2023,Upper Division,SOC 307,3066295283,3,129,129,42,42,15,0,10,5,0,6,4,0,1,4
Spring 2023,Lower Division,ANTH 150,1608678571,3,130,130,48,18,16,13,11,10,4,2,1,0,1,6
Spring 2023,Upper Division,PSY 313,2926445294,3,130,130,74,1,0,36,0,0,14,0,0,3,0,2
Spring 2023,Upper Division,PSY 352,46556253,3,130,130,12,17,24,37,16,11,5,3,1,4,0,0
Spring 2023,Upper Division,ANTH 310,4211070009,3,131,130,91,0,0,22,0,0,7,0,0,0,0,10
Spring 2023,Upper Division,CJS 370,2271313248,3,131,131,80,16,5,16,0,2,1,1,2,2,0,6
Spring 2023,Lower Division,PSY 250,3354592147,3,135,131,18,8,15,12,13,11,17,17,3,4,3,10
Spring 2023,Lower Division,ECON 160,191135178,3,137,132,21,0,0,19,0,0,55,0,0,15,0,22
Spring 2023,Upper Division,PSY 361,2164544942,3,137,132,29,12,19,21,11,11,16,8,2,3,0,0
Spring 2023,Upper Division,ANTH 302,3426111730,3,140,133,76,19,11,27,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,SOC 305,3137398132,3,146,133,5,0,0,22,0,0,39,0,0,37,0,30
Spring 2023,Upper Division,SOC 307,62715003,3,134,134,48,49,21,4,2,3,1,3,0,0,0,3
Spring 2023,Lower Division,ECON 160,1691192994,3,136,135,21,17,15,26,11,13,9,9,0,4,0,10
Spring 2023,Upper Division,SOC 324,2236627564,3,136,135,107,2,3,1,4,1,3,0,1,0,1,12
Spring 2023,Lower Division,HIST 270,3211867120,3,137,135,16,21,12,24,15,14,8,9,0,2,2,12
Spring 2023,Lower Division,TH 110,307692446,3,141,135,48,6,21,6,6,18,3,1,6,8,1,11
Spring 2023,Lower Division,ANTH 151,3946848864,3,137,136,31,11,5,17,10,13,13,12,10,3,7,4
Spring 2023,Lower Division,ANTH 212,3266625734,3,139,137,51,16,14,18,10,5,3,0,0,3,0,17
Spring 2023,Upper Division,MGT 360,2650877782,3,139,138,25,26,25,26,7,8,10,0,5,1,2,3
Spring 2023,Upper Division,MKT 304,284210646,3,140,138,10,19,25,31,25,10,7,4,1,2,0,4
Spring 2023,Lower Division,POLS 155,3659337119,3,140,138,50,16,11,15,5,7,9,6,1,4,5,9
Spring 2023,Upper Division,TH 310,2984023052,3,141,141,70,12,14,14,7,8,4,5,3,1,0,3
Spring 2023,Upper Division,MGT 360,4176080897,3,142,142,89,31,10,6,1,2,1,0,0,0,0,2
Spring 2023,Upper Division,PSY 345,3469661718,3,144,142,29,21,20,30,20,11,3,2,1,0,0,5
Spring 2023,Lower Division,BIOL 106,1463126113,3,145,144,28,23,9,29,16,13,6,8,1,1,0,10
Spring 2023,Lower Division,HIST 271,711736987,3,153,144,19,15,11,17,11,16,26,17,2,7,2,1
Spring 2023,Lower Division,IS 212,412069310,3,147,145,33,15,18,45,5,0,7,0,0,3,0,19
Spring 2023,Upper Division,SOM 306,697689758,3,147,145,13,12,9,20,12,16,14,10,12,12,1,14
Spring 2023,Upper Division,MGT 360,1503087302,3,148,147,35,86,11,5,1,0,0,0,0,1,3,5
Spring 2023,Upper Division,MGT 360,1531562674,3,152,150,85,26,16,10,9,3,0,1,0,0,0,0
Spring 2023,Upper Division,PSY 367,3777681547,3,155,150,120,5,8,3,3,1,5,2,3,0,0,0
Spring 2023,Upper Division,PSY 352,1773611203,3,151,151,68,28,21,19,6,5,2,0,0,0,0,2
Spring 2023,Lower Division,HIST 270,2365049178,3,154,151,53,18,11,28,5,7,16,5,0,3,0,5
Spring 2023,Upper Division,MGT 360,1503087302,3,152,152,22,55,42,17,1,7,1,0,0,0,4,3
Spring 2023,Upper Division,SOM 306,2595656063,3,156,153,20,7,12,12,16,16,33,14,14,4,4,1
Spring 2023,Upper Division,FIN 303,4094089298,3,159,153,11,9,11,9,23,11,26,19,6,8,11,9
Spring 2023,Upper Division,MKT 304,1481248255,3,160,156,6,20,23,28,21,18,13,12,5,4,5,1
Spring 2023,Upper Division,SOM 306,1737330000,3,159,158,16,8,19,25,9,25,33,13,1,8,0,1
Spring 2023,Upper Division,GEOG 321,1406585221,3,159,158,127,7,8,9,3,2,0,0,0,0,0,2
Spring 2023,Upper Division,MKT 304,3740336392,3,160,159,44,39,18,20,19,6,3,8,1,1,0,0
Spring 2023,Upper Division,MKT 304,284210646,3,160,160,17,14,21,49,27,18,9,2,1,1,0,1
Spring 2023,Upper Division,FIN 303,772780507,3,164,162,12,4,14,18,21,21,31,11,9,6,5,10
Spring 2023,Upper Division,MKT 304,1543887043,3,163,163,76,26,18,20,12,2,4,1,1,1,0,2
Spring 2023,Lower Division,IS 212,1866380031,3,172,171,107,0,0,39,0,0,10,0,0,5,0,10
Spring 2023,Lower Division,PSY 150,2025667206,3,180,173,56,24,12,22,17,9,3,2,2,2,0,24
Spring 2023,Upper Division,PSY 369,228348252,3,179,176,45,44,13,34,12,9,10,4,2,2,0,1
Spring 2023,Lower Division,SOC 150,148149549,3,182,177,4,10,25,25,39,17,20,8,7,6,1,15
Spring 2023,Upper Division,PSY 382,944199524,3,180,179,108,23,14,15,7,4,6,1,0,0,1,0
Spring 2023,Lower Division,POLS 155,1901289583,3,185,184,24,15,16,22,10,13,19,29,1,11,11,13
Spring 2023,Upper Division,PSY 345,1451622965,3,197,197,108,29,21,6,8,3,9,4,0,2,1,6
Spring 2023,Upper Division,PSY 351,3679019958,3,198,197,168,6,5,6,6,0,1,0,0,1,0,4
Spring 2023,Upper Division,PSY 460,2926445294,3,222,221,94,40,22,12,21,10,6,1,1,1,4,9
Spring 2023,Upper Division,PSY 310,3088911001,3,224,223,61,60,28,28,21,7,4,6,1,3,0,4
Spring 2023,Lower Division,POLS 155,3728985657,3,232,225,75,35,50,31,9,10,7,2,3,2,1,0
Spring 2023,Lower Division,POLS 155,3790085931,3,226,226,52,53,12,56,20,7,7,4,1,2,2,10
Spring 2023,Upper Division,HSCI 337,823455675,3,230,228,108,33,18,17,11,8,11,6,3,5,0,8
Spring 2023,Upper Division,PSY 345,3513911012,3,229,229,57,36,32,40,21,17,7,7,3,2,2,5
Fall 2023,Lower Division,ART 100,2154979786,1,32,32,22,0,0,0,0,0,0,0,0,0,0,10
Fall 2023,Lower Division,ART 100,2154979786,1,30,30,28,0,0,0,0,0,0,0,0,0,0,2
Fall 2023,Lower Division,ART 100,2154979786,1,28,27,27,0,0,0,0,0,0,0,0,0,0,0
Fall 2023,Lower Division,ART 100,2154979786,1,31,31,23,0,0,0,0,0,0,0,0,0,0,8
Fall 2023,Lower Division,ART 100,2610676066,1,25,24,9,4,3,2,0,0,1,0,0,1,0,4
Fall 2023,Lower Division,ART 100L,2154979786,2,32,32,22,0,0,0,0,0,0,0,0,0,0,10
Fall 2023,Lower Division,ART 100L,2154979786,2,30,30,28,0,0,0,0,0,0,0,0,0,0,2
Fall 2023,Lower Division,ART 100L,2154979786,2,28,27,27,0,0,0,0,0,0,0,0,0,0,0
Fall 2023,Lower Division,ART 100L,2154979786,2,31,31,23,0,0,0,0,0,0,0,0,0,0,8
Fall 2023,Lower Division,ART 100L,2610676066,2,25,24,9,4,3,2,0,0,1,0,0,1,0,4
Fall 2023,Lower Division,ART 110,5202412408,3,38,38,13,9,3,3,0,0,6,1,0,0,0,3
Fall 2023,Lower Division,ART 110,5202412408,3,37,37,4,4,6,5,6,5,3,2,0,1,0,1
Fall 2023,Lower Division,ART 110,5202412408,3,36,36,6,3,8,2,8,3,1,3,0,2,0,0
Fall 2023,Lower Division,ART 112,3048036780,3,40,40,5,4,4,6,2,4,7,0,3,1,1,3
Fall 2023,Lower Division,ART 112,3579369150,3,39,39,13,1,5,1,4,5,2,1,0,0,2,5
Fall 2023,Lower Division,ART 112,3048036780,3,40,39,2,7,5,7,4,5,3,0,3,1,0,2
Fall 2023,Lower Division,ART 112,3048036780,3,40,40,7,9,0,7,2,3,2,2,2,2,0,4
Fall 2023,Lower Division,ART 112,3579369150,3,39,38,2,0,1,2,1,4,6,0,1,2,4,15
Fall 2023,Lower Division,ART 114,94028909,3,37,37,1,10,4,4,2,2,8,2,0,0,0,4
Fall 2023,Lower Division,ART 114,94028909,3,36,34,4,5,5,4,0,4,8,2,0,0,0,2
Fall 2023,Lower Division,ART 114,3579369150,3,38,38,1,1,2,6,4,5,2,3,1,2,0,11
Fall 2023,Lower Division,ART 120,5493962362,1,21,20,7,1,2,1,1,1,5,0,0,1,0,1
Fall 2023,Lower Division,ART 120,5493962362,1,22,22,5,2,0,3,4,0,3,1,1,0,0,3
Fall 2023,Lower Division,ART 120L,5493962362,1,24,23,7,1,2,2,1,2,5,0,0,1,0,2
Fall 2023,Lower Division,ART 120L,5493962362,1,22,22,5,2,0,3,4,0,3,1,1,0,0,3
Fall 2023,Lower Division,ART 124A,1625727031,3,25,25,17,2,2,4,0,0,0,0,0,0,0,0
Fall 2023,Lower Division,ART 124A,1047393559,3,28,28,6,2,5,10,2,0,1,0,1,0,1,0
Fall 2023,Lower Division,ART 124A,1047393559,3,29,26,4,4,6,6,2,1,2,0,1,0,0,0
Fall 2023,Lower Division,ART 124A,3976617044,3,29,24,2,1,3,3,4,4,1,3,0,2,1,0
Fall 2023,Lower Division,ART 124A,3976617044,3,28,25,2,2,3,2,1,5,2,4,2,2,0,0
Fall 2023,Lower Division,ART 124A,1680537568,3,27,26,7,6,1,4,2,1,2,2,0,0,0,1
Fall 2023,Lower Division,ART 124A,2041003571,3,29,29,16,8,2,0,2,0,1,0,0,0,0,0
Fall 2023,Lower Division,ART 124A,3976617044,3,29,25,3,1,3,1,3,6,3,2,1,0,0,2
Fall 2023,Lower Division,ART 124A,61592172,3,29,29,6,6,4,2,3,4,0,0,0,0,0,4
Fall 2023,Lower Division,ART 124A,367759082,3,25,25,8,7,5,0,1,1,0,1,0,1,0,1
Fall 2023,Lower Division,ART 124A,903977719,3,28,28,3,1,3,7,1,0,1,2,0,3,0,7
Fall 2023,Lower Division,ART 124B,512499072,3,27,27,13,6,0,2,4,0,0,0,0,0,0,2
Fall 2023,Lower Division,ART 124B,2041003571,3,27,25,12,4,3,2,3,0,0,1,0,0,0,0
Fall 2023,Lower Division,ART 124B,1680537568,3,28,27,14,5,2,2,2,0,1,1,0,0,0,0
Fall 2023,Lower Division,ART 140,3313668754,3,26,25,14,5,4,0,0,0,1,0,0,1,0,0
Fall 2023,Lower Division,ART 140,903121141,3,26,25,8,3,3,2,0,0,0,1,1,2,0,5
Fall 2023,Lower Division,ART 140,3734256396,3,25,23,3,3,6,3,1,2,2,0,0,2,0,1
Fall 2023,Lower Division,ART 140,7451563574,3,26,26,5,3,3,0,1,3,3,3,2,1,1,1
Fall 2023,Lower Division,ART 140,2160253528,3,28,28,20,0,0,5,0,0,1,0,0,0,0,2
Fall 2023,Lower Division,ART 140,4053338794,3,29,29,18,6,2,1,1,0,0,1,0,0,0,0
Fall 2023,Lower Division,ART 140,4053338794,3,24,22,8,3,2,6,0,2,0,1,0,0,0,0
Fall 2023,Lower Division,ART 140,1708916018,3,26,25,13,6,1,1,1,1,0,1,0,1,0,0
Fall 2023,Lower Division,ART 140,3313668754,3,29,26,4,8,8,1,0,2,2,1,0,0,0,0
Fall 2023,Lower Division,ART 140,2160253528,3,29,28,14,1,0,2,1,0,5,1,0,1,1,2
Fall 2023,Lower Division,ART 140,4053338794,3,30,26,6,7,3,4,0,2,3,0,1,0,0,0
Fall 2023,Lower Division,ART 140,2160253528,3,28,28,8,1,0,8,0,0,4,0,0,0,1,6
Fall 2023,Lower Division,ART 141,2401619617,3,29,27,0,9,16,1,0,0,0,1,0,0,0,0
Fall 2023,Lower Division,ART 141,2401619617,3,28,28,3,13,9,3,0,0,0,0,0,0,0,0
Fall 2023,Lower Division,ART 141,2401619617,3,29,29,7,13,8,1,0,0,0,0,0,0,0,0
Fall 2023,Lower Division,ART 141,3517599073,3,28,28,12,4,3,6,0,1,1,0,0,0,0,1
Fall 2023,Lower Division,ART 141,3517599073,3,31,31,17,4,2,3,3,2,0,0,0,0,0,0
Fall 2023,Lower Division,ART 141,771831974,3,27,26,12,8,4,0,2,0,0,0,0,0,0,0
Fall 2023,Lower Division,ART 141,771831974,3,28,25,11,2,3,4,1,0,0,2,0,0,0,2
Fall 2023,Lower Division,ART 141,771831974,3,18,17,5,3,0,3,2,0,0,2,0,0,0,2
Fall 2023,Lower Division,ART 148,1047393559,3,28,26,5,8,4,3,3,0,2,1,0,0,0,0
Fall 2023,Lower Division,ART 151,2270180619,3,38,34,22,4,2,2,2,2,0,0,0,0,0,0
Fall 2023,Lower Division,ART 151,1708916018,3,38,30,12,5,1,0,4,0,3,0,0,2,2,1
Fall 2023,Lower Division,ART 151,314207623,3,32,32,16,3,1,1,2,3,1,0,0,0,0,5
Fall 2023,Lower Division,ART 151,3714595511,3,38,38,8,7,3,5,3,1,4,0,1,0,0,6
Fall 2023,Lower Division,ART 151,4871158828,3,36,35,13,8,2,4,1,0,3,0,0,0,0,4
Fall 2023,Lower Division,ART 151,3324983857,3,37,35,6,7,0,3,6,3,1,0,0,2,0,7
Fall 2023,Lower Division,ART 151,3714595511,3,34,33,2,2,2,7,2,1,5,0,0,0,1,11
Fall 2023,Lower Division,ART 200,2071504850,3,27,26,14,4,3,3,0,0,1,0,0,0,0,1
Fall 2023,Lower Division,ART 200,314207623,3,26,25,5,4,2,3,1,1,2,0,0,0,0,7
Fall 2023,Lower Division,ART 200,4135775015,3,24,23,15,1,2,0,1,0,2,0,0,0,0,2
Fall 2023,Lower Division,ART 210,4239956758,3,24,24,6,10,2,2,1,1,0,0,0,0,0,2
Fall 2023,Lower Division,ART 210,1510951714,3,31,30,8,3,6,7,3,1,0,1,0,1,0,0
Fall 2023,Lower Division,ART 222,512499072,3,29,29,13,9,5,0,1,0,0,0,0,0,0,1
Fall 2023,Lower Division,ART 224A,1625727031,3,31,29,19,3,2,5,0,0,0,0,0,0,0,0
Fall 2023,Lower Division,ART 227,1642211637,3,17,17,11,1,4,1,0,0,0,0,0,0,0,0
