,Semester,Course Level,Course,Instructor Unique ID,Units,A,A+,A-,B,B+,B-,C,C+,C-,D,D+,D-,F
3092,Fall 2010,Undergraduate,PSY  213,721382,3,13,0,4,29,1,3,13,0,0,1,0,0,0
3093,Fall 2010,Undergraduate,PSY  213,772574,3,4,0,0,9,0,0,10,0,0,5,0,0,1
3094,Fall 2010,Undergraduate,PSY  300,421646,3,9,1,8,7,8,3,1,2,0,1,0,0,0
3095,Fall 2010,Undergraduate,PSY  300,1321358,3,2,3,1,9,5,8,1,2,1,1,0,0,1
3096,Fall 2010,Undergraduate,PSY  300,2511446,3,7,1,5,13,3,2,3,5,0,1,0,0,0
3097,Fall 2010,Undergraduate,PSY  301,1321358,3,8,1,7,5,5,4,6,5,1,0,0,0,0
3098,Fall 2010,Undergraduate,PSY  310,418550,3,7,0,5,8,9,9,6,8,0,0,0,0,8
3099,Fall 2010,Undergraduate,PSY  310,772574,3,20,0,0,8,0,0,2,0,0,1,0,0,1
3100,Fall 2010,Undergraduate,PSY  312,418550,3,4,0,7,2,9,5,2,1,0,0,2,0,0
3101,Fall 2010,Undergraduate,PSY  312,1935950,3,9,0,1,26,0,1,10,0,1,2,0,0,0
3102,Fall 2010,Undergraduate,PSY  313,421646,3,8,0,6,8,3,4,0,1,0,1,0,0,0
3103,Fall 2010,Undergraduate,PSY  313,761414,3,2,0,6,11,4,12,6,5,6,3,1,1,1
3104,Fall 2010,Undergraduate,PSY  314,13478,4,16,0,0,17,0,0,10,0,0,0,0,0,0
3105,Fall 2010,Undergraduate,PSY  314,421070,4,12,1,11,5,6,3,3,0,0,1,0,0,0
3106,Fall 2010,Undergraduate,PSY  315,761414,3,4,0,0,5,4,1,4,4,2,0,0,0,0
3107,Fall 2010,Undergraduate,PSY  316,13478,3,9,0,0,10,0,0,6,0,0,4,0,0,2
3108,Fall 2010,Undergraduate,PSY  316,421070,3,7,3,9,9,4,9,3,4,0,0,1,0,0
3109,Fall 2010,Undergraduate,PSY  317,6638,3,11,0,5,8,4,2,4,10,5,5,1,1,1
3110,Fall 2010,Undergraduate,PSY  333,1903694,3,15,0,0,9,0,0,3,0,0,0,0,0,2
3111,Fall 2010,Undergraduate,PSY  337,761414,3,2,0,8,7,7,1,0,0,2,0,0,0,0
3112,Fall 2010,Undergraduate,PSY  344,2894,3,34,8,22,16,15,4,0,2,0,0,0,0,0
3113,Fall 2010,Undergraduate,PSY  345,422654,3,25,0,11,1,1,0,0,1,0,0,0,0,0
3114,Fall 2010,Undergraduate,PSY  345,723254,3,34,0,7,2,3,0,1,0,0,0,0,0,0
3115,Fall 2010,Undergraduate,PSY  345,780206,3,9,0,13,1,1,0,0,0,0,0,0,0,0
3116,Fall 2010,Undergraduate,PSY  346,1935950,3,8,0,2,14,0,0,3,0,0,2,0,0,0
3117,Fall 2010,Undergraduate,PSY  348,1881950,3,2,0,4,3,5,2,1,1,1,0,0,0,1
3118,Fall 2010,Undergraduate,PSY  370,772574,3,9,0,0,13,0,0,2,0,0,0,0,0,2
3119,Fall 2010,Undergraduate,PSY  432,302,3,11,2,3,0,0,0,0,0,0,0,0,0,0
3120,Fall 2010,Undergraduate,PSY  432,2894,3,11,2,3,0,0,0,0,0,0,0,0,0,0
3121,Fall 2010,Undergraduate,PSY  445,6638,3,8,1,6,5,2,7,2,2,1,0,1,0,0
3122,Fall 2010,Undergraduate,PSY  445,1935950,3,13,0,2,16,0,1,3,0,0,0,0,0,0
3123,Fall 2010,Undergraduate,PSY  449,1314518,3,3,0,4,0,3,1,0,2,0,0,1,0,0
3124,Fall 2010,Undergraduate,PSY  449,1923350,3,12,0,1,6,1,0,3,3,0,3,0,0,1
3125,Fall 2010,Undergraduate,PSY  457,772574,3,14,0,0,7,0,0,6,0,0,2,0,0,2
3126,Fall 2010,Undergraduate,PSY  460,772574,3,10,0,0,14,0,0,6,0,0,0,0,0,0
3127,Fall 2010,Undergraduate,PSY  482,418550,3,14,4,2,0,1,0,0,0,0,0,0,0,1
3128,Fall 2010,Undergraduate,PSY  490,421646,1,11,0,0,0,0,0,0,0,0,0,0,0,0
3129,Fall 2010,Undergraduate,PSY  490,421646,2,11,0,0,0,0,0,0,0,0,0,0,0,0
3130,Fall 2010,Undergraduate,PSY  490,421646,3,11,0,0,0,0,0,0,0,0,0,0,0,0
3131,Fall 2010,Undergraduate,PSY  490,2511446,1,10,0,0,0,0,0,0,0,0,0,0,0,0
3132,Fall 2010,Undergraduate,PSY  490,2511446,3,10,0,0,0,0,0,0,0,0,0,0,0,0
3133,Fall 2010,Undergraduate,SOC  100,2511302,3,7,1,6,10,3,10,8,15,4,7,5,5,17
3134,Fall 2010,Undergraduate,SOC  100,2511374,3,0,1,3,1,1,4,10,6,4,4,7,0,14
3135,Fall 2010,Undergraduate,SOC  201,1771790,3,7,1,5,8,5,9,7,4,4,1,3,0,3
3136,Fall 2010,Undergraduate,SOC  202,2511302,3,0,0,4,3,3,6,3,2,3,1,0,0,0
3137,Fall 2010,Undergraduate,SOC  202,4571366,3,2,0,2,4,1,3,3,3,1,0,0,0,0
3138,Fall 2010,Undergraduate,SOC  303,2511518,4,1,2,1,3,3,4,1,3,1,3,3,1,2
3139,Fall 2010,Undergraduate,SOC  303,2535494,4,3,0,5,3,1,8,4,4,3,2,0,1,1
3140,Fall 2010,Undergraduate,SOC  322,1301342,3,2,0,1,4,4,2,7,2,2,1,1,2,0
3141,Fall 2010,Undergraduate,SOC  330,1905134,3,4,2,2,13,3,7,6,3,7,5,3,3,2
3142,Fall 2010,Undergraduate,SOC  336,1882166,3,0,0,6,8,11,1,3,1,0,0,0,0,0
3143,Fall 2010,Undergraduate,SOC  336,2511302,3,0,0,6,8,11,1,3,1,0,0,0,0,0
3144,Fall 2010,Undergraduate,SOC  348,1881950,3,0,0,2,3,2,1,0,3,0,0,0,0,1
3145,Fall 2010,Undergraduate,SOC  350,1905134,3,6,0,1,13,3,2,3,1,1,0,0,0,0
3146,Fall 2010,Undergraduate,SOC  350,2511374,3,0,0,3,4,2,3,3,0,2,2,2,0,3
3147,Fall 2010,Undergraduate,SOC  360,1771790,3,3,2,3,6,5,3,3,1,1,0,0,0,0
3148,Fall 2010,Undergraduate,SOC  374,2511374,3,3,0,2,2,1,1,1,3,0,1,0,0,0
3149,Fall 2010,Undergraduate,SOC  420,1771790,3,2,1,3,6,4,4,4,1,2,2,0,0,0
3150,Fall 2010,Undergraduate,SOC  420,1905134,3,8,1,1,7,1,1,6,2,3,0,0,0,0
3151,Fall 2010,Undergraduate,SOC  420,4571366,3,2,1,3,6,4,4,4,1,2,2,0,0,0
3152,Fall 2010,Undergraduate,SOC  425,3246134,3,4,0,6,3,9,0,0,3,0,0,0,0,0
3153,Fall 2010,Undergraduate,SOC  448,1905134,3,1,1,1,7,3,2,3,1,0,0,0,0,0
3154,Fall 2010,Undergraduate,SOC  499,1301342,3,4,1,4,1,1,5,2,1,1,0,0,0,0
3155,Fall 2010,Undergraduate,SPAN  101,419486,4,6,0,5,2,2,5,3,3,0,2,0,0,0
3156,Fall 2010,Undergraduate,SPAN  101,770486,4,22,0,6,1,9,1,4,3,1,1,1,1,2
3157,Fall 2010,Undergraduate,SPAN  101,2611238,4,5,0,4,2,1,4,1,4,1,0,1,0,3
3158,Fall 2010,Undergraduate,SPAN  102,761486,4,5,0,6,3,5,6,3,1,2,2,0,1,3
3159,Fall 2010,Undergraduate,SPAN  102,785678,4,3,0,3,3,2,3,0,1,1,1,2,0,0
3160,Fall 2010,Undergraduate,SPAN  201,785678,4,9,0,4,5,7,1,0,5,0,0,0,0,0
3161,Fall 2010,Undergraduate,SPAN  202,785678,4,2,0,3,2,6,3,0,3,1,0,0,0,0
3162,Fall 2010,Undergraduate,SPAN  301,761486,3,1,0,3,4,5,4,1,1,0,1,0,0,0
3163,Fall 2010,Undergraduate,SPAN  310,2511734,3,0,0,1,2,3,2,1,3,1,0,1,0,0
3164,Fall 2010,Undergraduate,SPAN  315,761486,3,2,0,4,1,2,3,1,2,0,0,1,0,0
3165,Fall 2010,Undergraduate,SPAN  320,419486,3,5,0,8,4,5,6,2,0,0,0,0,0,0
3166,Fall 2010,Undergraduate,SPAN  410,419486,3,1,0,5,3,5,3,0,1,2,0,0,0,0
3167,Fall 2010,Undergraduate,SPAN  460,2511734,3,0,0,1,0,2,4,0,3,0,1,2,0,0
3168,Fall 2010,Undergraduate,SPED  345,422654,3,15,1,1,1,1,0,0,0,1,0,0,0,0
3169,Fall 2010,Undergraduate,SPED  345,723254,3,9,0,1,1,0,0,0,0,0,0,0,0,0
3170,Fall 2010,Undergraduate,SPED  345,780206,3,16,0,3,1,2,1,0,0,0,0,0,0,0
3171,Fall 2010,Undergraduate,UNIV  100,4694,1,6,6,1,2,1,1,0,0,0,1,0,0,0
3172,Fall 2010,Undergraduate,UNIV  100,12902,1,10,0,0,2,0,0,0,0,0,0,0,0,0
3173,Fall 2010,Undergraduate,UNIV  100,15926,1,2,1,2,4,1,2,2,0,2,1,0,0,3
3174,Fall 2010,Undergraduate,UNIV  100,17798,1,10,3,6,1,1,3,0,1,1,0,1,0,0
3175,Fall 2010,Undergraduate,UNIV  100,759254,1,8,10,0,1,0,0,0,1,0,1,0,0,0
3176,Fall 2010,Undergraduate,UNIV  100,2673662,1,5,6,0,2,0,0,0,0,0,0,0,0,0
3177,Fall 2010,Undergraduate,UNIV  100,2683814,1,11,0,0,3,0,0,1,0,0,1,0,0,4
3178,Fall 2010,Undergraduate,UNIV  100,3290846,1,4,13,3,0,0,2,0,0,1,0,0,0,0
3179,Fall 2010,Undergraduate,UNIV  110,1925654,3,0,0,4,12,4,2,2,0,1,0,0,0,0
3180,Fall 2010,Undergraduate,UNIV  110,2535494,3,6,3,9,4,1,0,0,0,2,1,0,0,0
3181,Fall 2010,Undergraduate,UNIV  110,2535566,3,19,0,18,4,5,2,1,1,0,0,0,0,0
3182,Fall 2010,Undergraduate,UNIV  110,2543558,3,1,0,1,5,4,6,10,6,1,2,0,1,1
3183,Fall 2010,Undergraduate,UNIV  110,3256502,3,5,3,3,3,2,5,2,2,0,0,0,0,0
3184,Fall 2011,Extended Education,BUS  813,1496822,3.5,14,0,0,0,0,0,0,0,0,0,0,0,0
3185,Fall 2011,Post Baccalaureate,BINF  500,419630,3,3,0,0,3,3,0,3,0,0,0,0,0,0
3186,Fall 2011,Post Baccalaureate,BIOL  500,3189110,3,8,5,4,0,0,0,0,0,0,0,0,0,0
3187,Fall 2011,Post Baccalaureate,BIOL  501,734,4,12,0,0,4,0,0,0,0,0,0,0,0,0
3188,Fall 2011,Post Baccalaureate,BIOL  502,1346558,3,1,0,2,1,3,2,2,0,0,0,0,0,0
3189,Fall 2011,Post Baccalaureate,BIOL  504,2023574,3,2,0,5,0,9,0,0,0,0,0,0,0,0
3190,Fall 2011,Post Baccalaureate,BIOL  513,3849350,3,6,0,0,6,0,0,0,0,0,0,0,0,0
3191,Fall 2011,Post Baccalaureate,BUS  500,5270774,3,7,2,4,3,5,0,0,0,0,0,0,0,0
3192,Fall 2011,Post Baccalaureate,BUS  510,1899878,3,13,3,7,5,7,0,0,0,0,0,0,0,0
3193,Fall 2011,Post Baccalaureate,BUS  520,3110,3,5,0,0,12,0,0,0,0,0,0,0,0,0
3194,Fall 2011,Post Baccalaureate,BUS  520,5201222,3,10,0,0,7,0,0,0,0,0,0,0,0,0
3195,Fall 2011,Post Baccalaureate,BUS  521,4494398,3,3,0,2,4,4,0,0,0,0,0,0,0,0
3196,Fall 2011,Post Baccalaureate,BUS  541,3177086,3,2,0,0,9,0,0,1,0,0,0,0,0,0
3197,Fall 2011,Post Baccalaureate,COMP  524,3811190,3,7,1,0,0,2,0,0,0,0,0,0,0,0
3198,Fall 2011,Post Baccalaureate,COMP  597,418334,1,11,0,0,0,0,0,0,0,0,0,0,0,0
3199,Fall 2011,Post Baccalaureate,COMP  597,418334,3,11,0,0,0,0,0,0,0,0,0,0,0,0
3200,Fall 2011,Post Baccalaureate,COMP  597,418334,4,11,0,0,0,0,0,0,0,0,0,0,0,0
3201,Fall 2011,Post Baccalaureate,EDMS  522,1301270,4,15,0,0,0,0,0,0,0,0,0,0,0,0
3202,Fall 2011,Post Baccalaureate,EDMS  523,13982,3,12,5,1,0,0,0,0,0,0,0,0,0,0
3203,Fall 2011,Post Baccalaureate,EDMS  526,3255494,4,10,0,3,1,2,0,0,0,0,0,0,0,0
3204,Fall 2011,Post Baccalaureate,EDMS  527,3542,4,13,0,2,0,0,0,0,0,0,0,0,0,0
3205,Fall 2011,Post Baccalaureate,EDMS  529,427118,4,15,1,2,0,0,0,0,0,0,0,0,0,0
3206,Fall 2011,Post Baccalaureate,EDPL  610,4552646,3,23,0,0,0,0,0,0,0,0,0,0,0,0
3207,Fall 2011,Post Baccalaureate,EDPL  622,3862886,3,7,0,1,0,2,0,0,0,0,0,0,0,0
3208,Fall 2011,Post Baccalaureate,EDPL  624,3679502,3,8,0,1,0,1,0,0,0,0,0,0,0,0
3209,Fall 2011,Post Baccalaureate,EDSS  515,24422,3,6,2,3,1,1,0,0,1,0,0,0,0,0
3210,Fall 2011,Post Baccalaureate,EDSS  530,6350,3,3,0,6,0,1,1,0,0,0,0,0,0,0
3211,Fall 2011,Post Baccalaureate,EDSS  560,2420798,2,2,0,8,1,0,0,0,0,0,0,0,0,0
3212,Fall 2011,Post Baccalaureate,EDSS  560,4531622,2,10,0,2,0,1,0,0,0,0,0,0,0,0
3213,Fall 2011,Post Baccalaureate,EDUC  510,15350,3,1,3,0,1,6,2,3,0,0,0,0,0,1
3214,Fall 2011,Post Baccalaureate,EDUC  512,2966,3,16,4,1,0,0,0,0,0,0,0,0,0,0
3215,Fall 2011,Post Baccalaureate,EDUC  512,15350,3,0,3,0,2,3,2,3,2,3,0,0,0,1
3216,Fall 2011,Post Baccalaureate,EDUC  512,421358,3,23,1,2,0,0,0,0,0,0,0,0,0,0
3217,Fall 2011,Post Baccalaureate,EDUC  520,15350,3,0,2,2,4,1,1,2,2,1,0,0,0,1
3218,Fall 2011,Post Baccalaureate,EDUC  520,3265358,3,6,3,0,2,2,0,0,0,0,0,0,0,1
3219,Fall 2011,Post Baccalaureate,EDUC  538,13982,4,11,0,2,0,0,0,0,0,0,0,0,0,1
3220,Fall 2011,Post Baccalaureate,EDUC  605,2966,3,24,2,0,0,0,0,0,0,0,0,0,0,0
3221,Fall 2011,Post Baccalaureate,MATH  510,418622,3,12,0,3,0,1,1,0,1,0,0,0,0,1
3222,Fall 2011,Post Baccalaureate,MATH  565,3038,3,12,0,5,1,0,0,0,0,0,0,0,0,0
3223,Fall 2011,Post Baccalaureate,MATH  599,1301630,1,9,0,3,0,1,0,0,0,0,0,0,0,0
3224,Fall 2011,Post Baccalaureate,SPED  530,723254,3,15,0,5,0,0,0,0,0,0,0,0,0,0
3225,Fall 2011,Post Baccalaureate,SPED  541,8294,3,8,1,3,3,0,0,0,0,0,0,0,0,1
3226,Fall 2011,Post Baccalaureate,SPED  543,7358,4,11,1,1,0,0,2,0,0,0,1,0,0,0
3227,Fall 2011,Post Baccalaureate,SPED  546,9446,3,14,0,0,6,0,0,0,0,0,0,0,0,0
3228,Fall 2011,Undergraduate,ACCT  210,3250670,3,27,0,12,18,13,3,1,13,3,0,1,0,1
3229,Fall 2011,Undergraduate,ACCT  220,1222718,3,1,0,1,2,2,9,7,5,17,2,2,11,0
3230,Fall 2011,Undergraduate,ACCT  300,725414,3,4,0,0,9,0,0,1,0,0,1,0,0,0
3231,Fall 2011,Undergraduate,ACCT  300,1798214,3,9,0,2,20,3,18,32,5,3,3,0,1,1
3232,Fall 2011,Undergraduate,ANTH  102,2750,3,9,2,15,21,7,18,15,23,5,0,0,0,0
3233,Fall 2011,Undergraduate,ANTH  104,1918958,3,6,0,1,8,8,8,6,5,4,4,3,0,9
3234,Fall 2011,Undergraduate,ANTH  332,2750,3,6,0,3,2,2,3,1,0,0,0,0,0,2
3235,Fall 2011,Undergraduate,ANTH  443,2750,3,14,8,9,0,9,0,1,0,0,1,0,0,1
3236,Fall 2011,Undergraduate,ANTH  443,5282366,3,6,0,0,7,0,0,1,0,0,0,0,0,0
3237,Fall 2011,Undergraduate,ANTH  490,1918958,3,2,0,1,3,2,1,0,1,0,0,0,1,2
3238,Fall 2011,Undergraduate,ART  100,421718,3,3,0,5,3,5,6,0,2,0,0,0,0,0
3239,Fall 2011,Undergraduate,ART  100,5276606,3,2,0,9,4,3,3,1,0,1,0,0,1,0
3240,Fall 2011,Undergraduate,ART  100,5336798,3,1,0,8,5,8,1,1,0,0,0,0,0,0
3241,Fall 2011,Undergraduate,ART  101,6422,3,28,0,6,6,5,1,0,0,0,0,0,0,0
3242,Fall 2011,Undergraduate,ART  102,420998,3,26,5,5,3,0,1,6,0,2,0,0,0,0
3243,Fall 2011,Undergraduate,ART  102,772790,3,9,0,11,3,10,3,3,2,1,0,0,0,1
3244,Fall 2011,Undergraduate,ART  102,1900166,3,16,3,6,5,8,1,0,0,0,0,0,0,0
3245,Fall 2011,Undergraduate,ART  102,5276606,3,5,0,4,6,3,2,3,0,1,0,1,0,1
3246,Fall 2011,Undergraduate,ART  105,420998,3,16,2,1,0,0,0,3,0,0,0,0,0,0
3247,Fall 2011,Undergraduate,ART  105,784094,3,4,0,6,3,1,6,0,1,1,0,1,0,0
3248,Fall 2011,Undergraduate,ART  106,420998,3,13,1,4,0,1,0,3,0,0,0,0,0,0
3249,Fall 2011,Undergraduate,ART  106,3275510,3,3,1,3,4,3,0,0,1,0,0,0,0,0
3250,Fall 2011,Undergraduate,ART  107,772934,3,18,0,0,0,2,1,0,0,0,0,0,0,0
3251,Fall 2011,Undergraduate,ART  107,3275510,3,1,0,4,7,2,1,5,1,0,0,0,0,0
3252,Fall 2011,Undergraduate,ART  108,421718,3,3,1,2,4,5,1,1,1,0,0,1,0,2
3253,Fall 2011,Undergraduate,ART  108,1360598,3,1,0,8,4,5,0,1,0,0,0,0,0,0
3254,Fall 2011,Undergraduate,ART  108,5336798,3,2,0,11,3,5,1,1,0,0,0,0,0,0
3255,Fall 2011,Undergraduate,ART  110,5348462,3,19,0,0,13,0,0,6,0,0,0,0,0,2
3256,Fall 2011,Undergraduate,ART  111,14846,3,19,0,4,8,5,1,3,2,2,0,0,0,0
3257,Fall 2011,Undergraduate,ART  201,2678,3,4,1,0,3,3,2,0,0,0,0,0,0,0
3258,Fall 2011,Undergraduate,ART  203,3275510,3,2,1,2,5,2,0,0,0,0,0,0,0,0
3259,Fall 2011,Undergraduate,ART  204,422006,3,9,0,5,3,2,0,0,0,0,0,0,0,0
3260,Fall 2011,Undergraduate,ART  205,7646,3,9,4,2,0,3,0,0,0,2,1,1,0,1
3261,Fall 2011,Undergraduate,ART  206,772934,3,8,0,6,2,3,0,0,0,0,0,0,0,0
3262,Fall 2011,Undergraduate,ART  207,772790,3,2,0,11,2,4,1,1,3,0,0,0,0,0
3263,Fall 2011,Undergraduate,ART  209,421862,3,6,0,3,3,2,2,0,0,1,1,0,0,0
3264,Fall 2011,Undergraduate,ART  220,1900166,3,31,0,0,0,0,0,0,0,0,0,0,0,0
3265,Fall 2011,Undergraduate,ART  231,792086,3,3,2,0,2,2,0,0,1,0,0,0,0,0
3266,Fall 2011,Undergraduate,ART  310,2678,3,4,4,0,2,4,0,0,0,0,0,0,0,0
3267,Fall 2011,Undergraduate,ART  312,421718,3,3,0,5,3,3,1,0,0,0,0,1,0,0
3268,Fall 2011,Undergraduate,ART  313,422006,3,10,1,6,0,1,0,1,0,0,0,0,0,0
3269,Fall 2011,Undergraduate,ART  314,421862,3,7,0,2,6,5,0,0,1,1,0,0,0,0
3270,Fall 2011,Undergraduate,ART  316,1360598,3,5,1,10,1,3,0,0,0,1,0,0,0,0
3271,Fall 2011,Undergraduate,ART  317,1360598,3,1,0,3,2,2,0,0,2,1,0,0,0,0
3272,Fall 2011,Undergraduate,ART  320,2678,3,5,1,0,5,1,2,1,0,0,0,0,0,0
3273,Fall 2011,Undergraduate,ART  323,422006,3,9,0,5,0,3,1,0,0,0,0,0,0,0
3274,Fall 2011,Undergraduate,ART  324,7646,3,13,1,3,0,4,0,0,2,0,0,0,0,0
3275,Fall 2011,Undergraduate,ART  325,1360598,3,1,1,4,2,4,0,0,0,0,0,0,0,0
3276,Fall 2011,Undergraduate,ART  331,746942,3,12,6,1,1,2,1,1,0,0,0,0,0,0
3277,Fall 2011,Undergraduate,ART  332,746942,3,6,12,5,2,6,4,1,1,1,0,0,0,0
3278,Fall 2011,Undergraduate,ART  333,14846,3,23,0,2,2,3,0,1,0,0,0,0,0,0
3279,Fall 2011,Undergraduate,ART  334,784094,3,9,6,7,8,5,3,2,0,0,0,0,0,0
3280,Fall 2011,Undergraduate,ART  337,6422,3,10,0,7,5,8,0,0,0,0,0,0,0,0
3281,Fall 2011,Undergraduate,ART  433,746942,3,7,7,4,1,2,0,0,0,0,0,0,0,0
3282,Fall 2011,Undergraduate,ART  435,6422,3,13,0,3,5,3,2,0,2,0,0,0,0,0
3283,Fall 2011,Undergraduate,ART  489,421862,3,9,0,11,5,3,2,0,0,0,0,0,0,0
3284,Fall 2011,Undergraduate,ART  490,1900166,3,4,1,5,9,4,1,0,1,0,0,0,0,1
3285,Fall 2011,Undergraduate,ART  491,2548886,1,8,0,0,1,2,0,0,0,0,0,0,0,0
3286,Fall 2011,Undergraduate,ART  492,7646,1,11,0,0,0,0,0,0,0,0,0,0,0,0
3287,Fall 2011,Undergraduate,ART  492,7646,2,11,0,0,0,0,0,0,0,0,0,0,0,0
3288,Fall 2011,Undergraduate,ART  492,7646,3,11,0,0,0,0,0,0,0,0,0,0,0,0
3289,Fall 2011,Undergraduate,ART  499,8510,3,25,0,0,0,0,0,0,0,0,0,0,0,0
3290,Fall 2011,Undergraduate,ASL  101,721526,3,50,0,18,34,6,3,17,1,1,1,0,0,5
3291,Fall 2011,Undergraduate,ASTR  105,771422,4,2,0,0,3,4,2,3,2,1,0,0,0,0
3292,Fall 2011,Undergraduate,BIOL  100,8870,4,7,0,0,17,0,0,10,1,3,7,0,0,2
3293,Fall 2011,Undergraduate,BIOL  170,13118,4,2,0,0,18,5,0,8,4,0,6,2,0,3
3294,Fall 2011,Undergraduate,BIOL  200,8870,4,16,0,1,17,0,3,42,4,5,21,0,0,4
3295,Fall 2011,Undergraduate,BIOL  201,6998,4,8,0,0,18,0,0,15,0,0,3,0,0,3
3296,Fall 2011,Undergraduate,BIOL  203,1222430,3,15,1,3,11,3,3,3,1,0,1,0,0,2
3297,Fall 2011,Undergraduate,BIOL  203,3246206,3,0,0,0,3,2,0,4,0,0,9,2,0,2
3298,Fall 2011,Undergraduate,BIOL  210,1343102,4,14,2,9,5,8,10,10,3,11,3,8,5,8
3299,Fall 2011,Undergraduate,BIOL  211,1343102,4,9,0,4,4,4,2,0,1,0,1,0,0,0
3300,Fall 2011,Undergraduate,BIOL  212,1923422,3,2,0,0,6,1,0,6,0,0,0,0,0,1
3301,Fall 2011,Undergraduate,BIOL  213,763214,3,3,0,8,14,11,5,5,6,3,1,4,0,0
3302,Fall 2011,Undergraduate,BIOL  217,763214,4,12,2,6,8,6,1,2,4,1,2,2,0,2
3303,Fall 2011,Undergraduate,BIOL  300,1933214,4,7,0,3,12,3,1,10,2,6,4,0,0,0
3304,Fall 2011,Undergraduate,BIOL  301,734,4,13,0,0,7,0,0,3,0,0,1,0,0,0
3305,Fall 2011,Undergraduate,BIOL  302,1923422,4,6,0,1,5,7,3,8,0,0,10,0,0,3
3306,Fall 2011,Undergraduate,BIOL  303,419630,3,2,0,3,6,2,1,9,3,2,3,0,0,3
3307,Fall 2011,Undergraduate,BIOL  310,8870,4,14,0,0,9,0,0,0,0,0,0,0,0,0
3308,Fall 2011,Undergraduate,BIOL  317,734,4,10,0,0,13,0,0,1,0,0,0,0,0,0
3309,Fall 2011,Undergraduate,BIOL  332,1923422,3,27,0,2,11,6,0,7,0,0,2,0,0,2
3310,Fall 2011,Undergraduate,BIOL  335,1222430,3,5,0,0,2,3,1,2,1,0,0,1,0,0
3311,Fall 2011,Undergraduate,BIOL  400,1346558,4,2,0,4,1,6,2,2,3,0,0,0,1,0
3312,Fall 2011,Undergraduate,BIOL  416,5310734,3,6,0,0,5,0,0,1,0,0,0,0,0,0
3313,Fall 2011,Undergraduate,BIOL  424,1346558,3,0,0,3,5,5,4,1,3,0,0,1,0,0
3314,Fall 2011,Undergraduate,BIOL  426,3252974,4,6,0,0,14,1,0,3,0,0,2,0,0,0
3315,Fall 2011,Undergraduate,BIOL  432,763214,3,19,3,8,5,4,0,0,0,0,1,1,0,0
3316,Fall 2011,Undergraduate,BIOL  433,13118,4,6,0,0,20,0,0,13,1,3,3,0,0,0
3317,Fall 2011,Undergraduate,BIOL  464,5774,4,3,1,2,4,1,0,0,2,0,0,0,0,0
3318,Fall 2011,Undergraduate,BIOL  499,734,3,19,0,0,4,0,0,0,0,0,0,0,0,0
3319,Fall 2011,Undergraduate,BUS  110,12686,3,8,1,6,6,2,1,1,1,0,0,1,0,1
3320,Fall 2011,Undergraduate,BUS  110,764654,3,3,0,9,10,6,3,3,11,6,0,0,0,0
3321,Fall 2011,Undergraduate,BUS  110,5300510,3,2,0,5,9,4,4,2,2,1,0,0,1,0
3322,Fall 2011,Undergraduate,BUS  203,3246422,3,6,0,0,4,0,0,1,0,0,4,0,0,0
3323,Fall 2011,Undergraduate,BUS  320,725414,3,13,0,0,43,0,0,24,0,0,5,0,0,0
3324,Fall 2011,Undergraduate,BUS  334,784094,3,11,5,6,8,5,2,0,1,0,0,0,0,0
3325,Fall 2011,Undergraduate,BUS  339,7934,3,15,0,7,3,1,0,0,0,0,0,0,1,0
3326,Fall 2011,Undergraduate,BUS  339,1882238,3,15,0,7,3,1,0,0,0,0,0,0,1,0
3327,Fall 2011,Undergraduate,BUS  340,7430,3,0,0,2,7,2,4,2,1,0,0,0,0,0
3328,Fall 2011,Undergraduate,BUS  341,1799078,3,0,0,2,5,1,4,4,4,4,0,0,0,0
3329,Fall 2011,Undergraduate,BUS  342,2606,3,7,0,0,4,0,0,1,0,0,0,0,0,0
3330,Fall 2011,Undergraduate,BUS  347,86,3,4,0,0,7,0,0,1,0,0,1,0,0,0
3331,Fall 2011,Undergraduate,BUS  347,2606,3,4,0,0,7,0,0,1,0,0,1,0,0,0
3332,Fall 2011,Undergraduate,BUS  349,1351310,3,12,1,8,19,1,1,2,0,0,0,0,0,1
3333,Fall 2011,Undergraduate,BUS  499,725414,3,4,0,0,11,0,0,4,0,0,0,0,0,0
3334,Fall 2011,Undergraduate,BUS  499,3265214,3,10,0,0,12,0,0,4,0,0,0,0,0,0
3335,Fall 2011,Undergraduate,CHEM  105,3812774,3,10,0,0,18,0,0,10,0,2,6,0,6,8
3336,Fall 2011,Undergraduate,CHEM  110,1351454,4,5,0,0,16,2,2,9,1,0,4,1,0,6
3337,Fall 2011,Undergraduate,CHEM  121,4551782,4,3,0,2,6,3,3,19,4,0,8,6,2,5
3338,Fall 2011,Undergraduate,CHEM  122,996278,4,4,0,2,5,0,4,15,1,4,7,2,0,6
3339,Fall 2011,Undergraduate,CHEM  250,5316206,3,1,1,3,7,1,3,9,4,0,4,1,0,4
3340,Fall 2011,Undergraduate,CHEM  251,996278,1,4,0,0,4,3,1,2,1,0,0,0,0,1
3341,Fall 2011,Undergraduate,CHEM  251,5316206,1,1,0,2,4,1,3,5,0,1,0,0,0,1
3342,Fall 2011,Undergraduate,CHEM  301,13622,3,6,0,0,5,0,0,3,0,0,0,0,0,2
3343,Fall 2011,Undergraduate,CHEM  305,13622,1,16,0,0,4,0,0,0,0,0,0,0,0,0
