Term,Course Division,Course,Section,Units,Random Faculty ID,Total Enrolled,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F
Fall 2018,Lower Division,KINE114A_03,,,,,44,8,3,4,3,0,0,0,0,0,0,0
Fall 2018,Lower Division,SOC_180__01,,,,,16,6,3,12,2,4,6,3,3,4,0,3
Fall 2018,Upper Division,CSE_535__01,,,,,13,12,10,9,8,3,2,3,0,1,1,0
Fall 2018,Upper Division,PSYC385__01,,,,,13,6,6,9,5,6,6,3,2,1,0,5
Fall 2018,Upper Division,PSYC391__01,,,,,7,4,3,9,11,8,7,2,3,3,1,4
Fall 2018,Lower Division,ACCT211__01,,,,,10,5,2,8,8,6,5,3,1,2,1,10
Fall 2018,Lower Division,PSYC105__02,,,,,3,2,7,6,4,3,5,6,0,10,0,15
Fall 2018,Upper Division,FIN_313__01,,,,,13,9,6,7,7,5,7,0,0,3,0,4
Fall 2018,Upper Division,FIN_314__05,,,,,18,3,7,11,1,4,11,0,1,2,0,3
Fall 2018,Upper Division,PSYC357__02,,,,,6,8,5,13,9,4,5,1,1,4,2,3
Fall 2018,Lower Division,ECON200__01,,,,,7,4,3,5,4,8,9,1,4,6,3,6
Fall 2018,Lower Division,FIN_101__01,,,,,19,8,5,8,4,5,6,3,0,0,1,1
Fall 2018,Lower Division,HSCI100__01,,,,,21,14,6,4,7,1,1,3,0,0,0,3
Fall 2018,Lower Division,PSYC105__01,,,,,5,1,5,4,6,5,8,1,0,7,0,18
Fall 2018,Lower Division,PSYC105__03,,,,,5,2,4,7,4,8,7,3,4,3,1,12
Fall 2018,Lower Division,PSYC105__05,,,,,5,1,8,11,7,5,6,7,5,0,1,4
Fall 2018,Lower Division,PSYC105__06,,,,,9,5,7,7,9,2,4,4,4,4,2,3
Fall 2018,Upper Division,CSE_440__02,,,,,17,7,8,4,4,9,7,3,0,0,0,1
Fall 2018,Upper Division,HSCI441__01,,,,,19,7,7,6,5,4,5,1,2,1,0,3
Fall 2018,Upper Division,MGMT302__05,,,,,46,6,3,3,0,1,0,0,0,1,0,0
Fall 2018,Upper Division,MGMT302__06,,,,,3,17,8,7,15,4,2,1,1,0,0,2
Fall 2018,Upper Division,MGMT302__07,,,,,26,17,8,6,0,1,1,0,0,1,0,0
Fall 2018,Upper Division,MGMT302__81,,,,,5,19,14,10,6,4,1,0,0,1,0,0
Fall 2018,Upper Division,MKTG305__01,,,,,43,3,3,4,3,1,1,1,0,0,0,1
Fall 2018,Upper Division,MKTG305__02,,,,,21,14,10,8,1,4,2,0,0,0,0,0
Fall 2018,Upper Division,MKTG305__07,,,,,48,3,0,4,2,0,0,0,0,1,0,2
Fall 2018,Upper Division,PSYC384__01,,,,,3,9,11,8,7,3,6,8,1,3,0,1
Fall 2018,Upper Division,SCM_304__02,,,,,14,4,8,9,1,10,1,4,0,8,0,1
Fall 2018,Lower Division,CHEM215__06,,,,,1,2,12,4,4,11,10,7,2,2,2,2
Fall 2018,Lower Division,ECON200__02,,,,,9,0,10,5,11,5,11,1,4,1,0,2
Fall 2018,Lower Division,GEOG100__70,,,,,22,19,8,5,1,2,0,0,0,0,0,2
Fall 2018,Lower Division,GEOG103__01,,,,,1,1,1,7,3,7,17,9,0,3,2,8
Fall 2018,Lower Division,IST_101__02,,,,,14,8,2,7,6,7,4,2,1,0,1,7
Fall 2018,Upper Division,CSE_330__01,,,,,3,5,8,21,7,6,3,4,0,0,1,1
Fall 2018,Upper Division,HSCI436__01,,,,,46,7,1,1,1,1,0,1,1,0,0,0
Fall 2018,Upper Division,MKTG305__03,,,,,5,3,9,20,7,6,6,1,1,1,0,0
Fall 2018,Upper Division,PA__315__03,,,,,21,15,7,7,3,6,0,0,0,0,0,0
Fall 2018,Upper Division,PSYC377__01,,,,,7,0,4,3,6,4,11,3,3,9,0,9
Fall 2018,Upper Division,SCM_304__04,,,,,12,5,15,3,8,2,6,0,0,0,0,8
Fall 2018,Lower Division,ACCT211__02,,,,,2,4,1,7,6,4,4,7,0,10,0,13
Fall 2018,Lower Division,ACCT212__05,,,,,27,15,7,1,3,2,0,1,0,1,0,1
Fall 2018,Lower Division,CSE_125__01,,,,,36,5,3,2,1,1,4,2,0,0,0,4
Fall 2018,Lower Division,ECON200__04,,,,,7,2,5,7,5,2,9,5,1,5,3,7
Fall 2018,Lower Division,FIN_101__03,,,,,27,4,6,9,1,3,3,1,2,2,0,0
Fall 2018,Lower Division,FIN_101__05,,,,,29,7,2,3,6,0,3,1,2,1,1,3
Fall 2018,Lower Division,HSCI225__01,,,,,22,6,8,11,2,2,2,1,1,0,0,3
Fall 2018,Lower Division,PHYS223__02,,,,,4,6,7,5,9,9,6,3,2,0,1,6
Fall 2018,Lower Division,PSYC115__05,,,,,17,7,6,11,6,4,3,2,0,1,0,1
Fall 2018,Lower Division,PSYC115__07,,,,,10,5,8,9,10,4,4,3,4,0,1,0
Fall 2018,Upper Division,CSE_401__01,,,,,4,4,18,13,10,3,2,0,0,4,0,0
Fall 2018,Upper Division,MGMT302__01,,,,,1,4,10,24,9,6,4,0,0,0,0,0
Fall 2018,Upper Division,MKTG305__05,,,,,12,27,12,4,1,2,0,0,0,0,0,0
Fall 2018,Upper Division,PA__315__70,,,,,11,15,4,6,10,8,3,0,1,0,0,0
Fall 2018,Lower Division,FIN_101__02,,,,,12,6,12,7,2,3,4,5,0,1,1,4
Fall 2018,Lower Division,GEOG100__01,,,,,4,5,1,7,10,7,3,6,0,4,6,4
Fall 2018,Lower Division,PSYC115__04,,,,,14,10,8,10,5,3,4,0,1,0,0,2
Fall 2018,Upper Division,FIN_313__04,,,,,8,6,4,2,5,12,12,0,0,2,0,6
Fall 2018,Upper Division,HSCI540__70,,,,,9,10,9,11,4,2,3,1,2,2,0,4
Fall 2018,Upper Division,MKTG305__80,,,,,32,8,3,3,2,1,4,0,0,0,0,4
Fall 2018,Upper Division,PA__315__02,,,,,28,7,6,3,9,1,0,0,0,0,0,3
Fall 2018,Upper Division,PSYC365__01,,,,,5,3,3,11,5,8,5,9,1,0,2,5
Fall 2018,Upper Division,SCM_304__03,,,,,19,8,7,8,7,3,2,0,0,1,0,2
Fall 2018,Lower Division,ADMN210__02,,,,,15,9,10,7,4,1,3,4,1,0,1,1
Fall 2018,Lower Division,CSE_202__04,,,,,8,4,6,3,7,7,6,5,0,3,4,3
Fall 2018,Lower Division,FIN_101__04,,,,,21,4,6,9,6,2,2,2,2,0,0,2
Fall 2018,Lower Division,PSYC105__04,,,,,3,4,6,5,2,7,9,7,0,2,3,8
Fall 2018,Lower Division,PSYC115__06,,,,,15,5,8,5,5,2,6,3,0,3,1,3
Fall 2018,Lower Division,PSYC240__01,,,,,7,8,4,7,1,3,4,12,0,0,2,8
Fall 2018,Upper Division,FIN_313__05,,,,,3,9,8,8,16,6,4,0,2,0,0,0
Fall 2018,Upper Division,FIN_313__06,,,,,4,13,14,7,11,2,2,2,0,0,0,1
Fall 2018,Upper Division,HSCI446__01,,,,,49,6,0,0,1,0,0,0,0,0,0,0
Fall 2018,Lower Division,KINE120J_01,,,,,37,8,4,3,3,0,0,0,0,0,0,0
Fall 2018,Lower Division,PHYS123__01,,,,,14,2,3,4,10,8,11,0,2,0,0,1
Fall 2018,Upper Division,CJUS455__01,,,,,13,6,7,9,3,7,5,2,0,1,1,1
Fall 2018,Upper Division,PSYC355__80,,,,,2,2,2,6,6,14,6,9,3,2,1,2
Fall 2018,Lower Division,ACCT211__03,,,,,7,4,2,7,7,4,8,1,0,6,0,8
Fall 2018,Lower Division,ACCT211__04,,,,,8,3,3,3,4,0,4,10,0,0,0,19
Fall 2018,Lower Division,PSYC210__04,,,,,6,5,9,7,4,5,5,5,1,2,1,4
Fall 2018,Upper Division,BIOL300__02,,,,,7,8,5,13,3,4,9,0,0,4,0,1
Fall 2018,Upper Division,CHEM321__01,,,,,9,1,4,12,4,7,9,0,0,2,0,6
Fall 2018,Upper Division,CSE_322__01,,,,,25,0,0,11,0,0,13,0,0,2,0,3
Fall 2018,Upper Division,ESEC545__01,,,,,49,3,0,0,0,1,0,0,0,0,0,1
Fall 2018,Upper Division,MGMT302__02,,,,,17,12,13,4,1,3,1,1,0,0,1,1
Fall 2018,Upper Division,SOC_340__01,,,,,31,17,4,2,0,0,0,0,0,0,0,0
Fall 2018,Lower Division,ECON202__02,,,,,2,1,0,5,1,7,12,5,1,8,0,11
Fall 2018,Lower Division,FIN_101__06,,,,,20,6,9,5,1,3,3,1,1,0,0,4
Fall 2018,Lower Division,GEOL101__25,,,,,12,9,5,9,9,1,5,3,0,0,0,0
Fall 2018,Lower Division,NURS220__01,,,,,0,7,3,12,14,6,7,1,1,0,1,1
Fall 2018,Lower Division,CSE_201__15,,,,,7,5,5,16,0,0,5,3,0,0,0,11
Fall 2018,Upper Division,FIN_314__03,,,,,5,7,4,13,3,5,12,0,0,0,1,2
Fall 2018,Upper Division,NURS380__01,,,,,6,4,12,13,9,5,2,1,0,0,0,0
Fall 2018,Upper Division,SOC_307__01,,,,,10,14,13,7,4,2,1,0,1,0,0,0
Fall 2018,Upper Division,SOC_311__02,,,,,37,0,0,9,0,0,4,0,0,1,0,1
Fall 2018,Upper Division,SOC_356__01,,,,,30,16,1,5,0,0,0,0,0,0,0,0
Fall 2018,Lower Division,ACCT212__01,,,,,5,3,9,6,7,5,2,3,3,0,0,8
Fall 2018,Lower Division,CJUS106__01,,,,,8,7,7,10,7,4,1,0,2,2,1,2
Fall 2018,Lower Division,HD__246__01,,,,,10,8,9,9,7,1,2,0,0,0,0,5
Fall 2018,Upper Division,ANTH325__01,,,,,6,10,5,7,6,5,4,3,1,2,2,0
Fall 2018,Upper Division,ANTH333__01,,,,,2,7,5,5,8,4,3,5,2,3,2,5
Fall 2018,Upper Division,BIOL450__01,,,,,8,0,0,25,0,0,15,0,0,3,0,0
Fall 2018,Upper Division,HSCI465__01,,,,,3,6,5,12,11,4,6,0,3,0,0,1
Fall 2018,Upper Division,MATH545__01,,,,,16,10,8,9,4,2,1,1,0,0,0,0
Fall 2018,Upper Division,PSYC301__80,,,,,9,6,5,9,4,7,3,3,3,1,0,1
Fall 2018,Upper Division,PSYC318__80,,,,,1,5,2,12,14,7,5,5,0,0,0,0
Fall 2018,Upper Division,SOC_350__01,,,,,0,1,3,7,8,9,9,3,2,4,0,5
Fall 2018,Lower Division,COMM180__03,,,,,16,10,15,5,1,1,0,0,0,0,0,2
Fall 2018,Upper Division,CJUS453__01,,,,,0,4,6,9,9,10,4,5,0,2,1,0
Fall 2018,Upper Division,HSCI473__70,,,,,37,2,2,3,1,1,2,0,0,0,0,2
Fall 2018,Upper Division,MGMT330__01,,,,,12,9,10,4,5,6,0,1,2,0,0,1
Fall 2018,Upper Division,MUS_309__01,,,,,27,5,7,3,1,2,2,0,0,1,0,2
Fall 2018,Upper Division,SOC_311__01,,,,,15,7,5,7,4,6,0,1,0,0,0,5
Fall 2018,Upper Division,SOC_344__01,,,,,21,9,6,5,2,0,5,1,0,0,1,0
Fall 2018,Upper Division,SOC_354__01,,,,,1,4,7,13,8,4,4,3,1,1,0,4
Fall 2018,Upper Division,SOC_360__02,,,,,42,2,2,4,0,0,0,0,0,0,0,0
Fall 2018,Upper Division,SOC_484__01,,,,,23,12,6,8,0,0,0,0,0,0,0,1
Fall 2018,Lower Division,COMM180__02,,,,,1,16,5,23,0,0,0,0,0,1,0,3
Fall 2018,Lower Division,PSYC115__03,,,,,11,7,9,7,4,2,2,0,0,3,0,4
Fall 2018,Lower Division,SSCI165__70,,,,,22,10,6,7,2,1,1,0,0,0,0,0
Fall 2018,Lower Division,TA__160__05,,,,,31,7,9,2,0,0,0,0,0,0,0,0
Fall 2018,Upper Division,CJUS320__02,,,,,2,1,5,4,5,4,5,7,2,4,2,8
Fall 2018,Upper Division,CJUS451__01,,,,,3,7,10,13,4,1,3,4,2,0,1,1
Fall 2018,Upper Division,CJUS465__01,,,,,2,2,5,10,13,9,5,1,0,2,0,0
Fall 2018,Upper Division,NURS316__01,,,,,38,9,1,1,0,0,0,0,0,0,0,0
Fall 2018,Upper Division,PSYC442__01,,,,,20,0,0,21,0,0,4,0,0,2,0,2
Fall 2018,Upper Division,SOC_418__01,,,,,3,6,8,4,11,8,7,1,1,0,0,0
Fall 2018,Lower Division,COMM180__01,,,,,11,7,8,21,0,0,0,0,0,0,0,1
Fall 2018,Lower Division,NURS202__01,,,,,3,9,8,22,4,2,0,0,0,0,0,0
Fall 2018,Upper Division,BIOL354__01,,,,,1,4,7,9,5,5,5,4,1,3,0,4
Fall 2018,Upper Division,CJUS320__01,,,,,1,8,1,6,18,3,5,3,0,1,0,2
Fall 2018,Upper Division,CJUS370__01,,,,,13,19,7,5,4,0,0,0,0,0,0,0
Fall 2018,Upper Division,CJUS462__01,,,,,2,3,1,11,8,4,15,2,2,0,0,0
Fall 2018,Upper Division,HSCI455__01,,,,,13,17,5,5,6,1,0,0,1,0,0,0
Fall 2018,Upper Division,PSYC324__01,,,,,11,1,5,6,3,1,9,6,2,1,0,3
Fall 2018,Upper Division,SOC_307__04,,,,,3,10,10,10,4,6,4,0,0,0,0,1
Fall 2018,Upper Division,SOC_307__07,,,,,2,4,9,15,4,3,8,1,0,1,0,1
Fall 2018,Upper Division,SOC_330__01,,,,,9,6,1,8,9,4,4,1,1,2,1,2
Fall 2018,Upper Division,SOC_339__01,,,,,22,18,6,2,0,0,0,0,0,0,0,0
Fall 2018,Upper Division,SOC_360__01,,,,,12,7,8,3,9,4,2,1,0,0,1,1
Fall 2018,Lower Division,ARAB290__70,,,,,19,12,4,4,2,1,1,0,0,0,0,4
Fall 2018,Lower Division,COMM180__04,,,,,4,16,14,6,3,1,1,1,0,1,0,0
Fall 2018,Lower Division,COMM180__05,,,,,6,7,8,8,8,6,0,1,0,2,1,0
Fall 2018,Lower Division,COMM180__06,,,,,0,4,3,16,7,3,4,5,1,2,1,1
Fall 2018,Lower Division,ES__100__01,,,,,1,2,6,9,11,6,3,2,0,1,0,6
Fall 2018,Lower Division,KINE190__01,,,,,47,0,0,0,0,0,0,0,0,0,0,0
Fall 2018,Lower Division,PSYC115__08,,,,,2,6,7,13,8,5,3,1,0,1,1,0
Fall 2018,Upper Division,BIOL300__01,,,,,5,3,6,7,8,3,7,0,0,2,4,2
Fall 2018,Upper Division,CHEM436A_01,,,,,7,4,5,5,4,5,8,3,2,3,0,1
Fall 2018,Upper Division,CHEM436A_02,,,,,6,3,4,9,2,2,9,5,1,2,1,3
Fall 2018,Upper Division,CJUS466__01,,,,,1,0,3,4,7,9,16,3,3,1,0,0
Fall 2018,Upper Division,CSE_525__01,,,,,24,12,0,2,0,0,9,0,0,0,0,0
Fall 2018,Upper Division,IST_309__03,,,,,9,13,8,3,8,2,4,0,0,0,0,0
Fall 2018,Upper Division,KINE410__02,,,,,25,0,0,19,0,0,3,0,0,0,0,0
Fall 2018,Upper Division,PSYC359__01,,,,,7,1,3,11,2,0,8,0,0,4,0,11
Fall 2018,Upper Division,SOC_301__01,,,,,5,10,8,5,2,8,4,2,0,1,0,2
Fall 2018,Upper Division,SOC_343__01,,,,,22,0,0,18,0,0,5,0,0,1,0,1
Fall 2018,Upper Division,SOC_424__01,,,,,11,14,6,5,3,3,3,0,0,0,0,2
Fall 2018,Upper Division,SOC_444__01,,,,,4,5,4,8,8,3,9,4,1,0,0,1
Fall 2018,Lower Division,ACCT211__96,,,,,6,3,4,2,4,7,2,2,1,3,2,10
Fall 2018,Upper Division,CJUS554__01,,,,,12,10,10,6,3,4,0,1,0,0,0,0
Fall 2018,Upper Division,HSCI451__01,,,,,11,8,2,5,10,5,3,1,0,0,1,0
Fall 2018,Upper Division,KINE310__01,,,,,0,4,6,10,9,6,7,3,1,0,0,0
Fall 2018,Upper Division,KINE325__02,,,,,17,0,7,14,0,4,4,0,0,0,0,0
Fall 2018,Upper Division,KINE382__02,,,,,7,12,6,9,5,2,1,3,0,0,0,1
Fall 2018,Upper Division,NURS334__01,,,,,33,6,7,0,0,0,0,0,0,0,0,0
Fall 2018,Lower Division,ASTR103__01,,,,,8,2,3,5,4,8,5,5,0,1,1,3
Fall 2018,Lower Division,CHEM215__11,,,,,3,3,3,2,7,1,4,3,1,2,2,14
Fall 2018,Lower Division,HIST140__80,,,,,1,2,5,8,5,11,6,0,2,2,1,2
Fall 2018,Lower Division,PSYC115__01,,,,,9,4,6,6,5,6,2,2,1,0,0,4
Fall 2018,Lower Division,PSYC115__80,,,,,10,10,6,9,2,5,2,0,0,0,0,1
Fall 2018,Lower Division,PSYC210__01,,,,,8,1,6,2,6,5,6,3,1,4,0,3
Fall 2018,Lower Division,SPAN290__01,,,,,33,6,2,3,0,0,1,0,0,0,0,0
Fall 2018,Lower Division,TA__160__03,,,,,28,3,6,1,1,3,1,1,0,0,0,1
Fall 2018,Lower Division,TA__160__04,,,,,31,10,2,0,0,0,2,0,0,0,0,0
Fall 2018,Upper Division,BIOL300__03,,,,,7,0,0,8,3,4,10,2,3,3,1,4
Fall 2018,Upper Division,CJUS320__03,,,,,12,2,4,9,4,2,1,1,0,4,0,6
Fall 2018,Upper Division,KINE310__02,,,,,25,7,1,3,2,2,0,1,1,2,0,1
Fall 2018,Upper Division,KINE323__01,,,,,10,10,4,9,1,5,2,2,0,0,0,2
Fall 2018,Upper Division,KINE481__05,,,,,3,1,2,2,7,1,7,7,5,7,0,3
Fall 2018,Upper Division,MGMT302__04,,,,,7,9,11,8,6,0,2,1,1,0,0,0
Fall 2018,Upper Division,SOC_430__01,,,,,15,8,10,4,2,2,3,0,0,1,0,0
Fall 2018,Lower Division,ADMN210__70,,,,,7,4,4,4,3,1,9,0,0,0,0,12
Fall 2018,Lower Division,ECON202__01,,,,,4,10,10,4,5,0,2,1,1,0,0,7
Fall 2018,Lower Division,KINE121A_01,,,,,31,4,0,6,0,0,3,0,0,0,0,0
Fall 2018,Upper Division,ANTH330__01,,,,,14,9,8,10,2,0,0,1,0,0,0,0
Fall 2018,Upper Division,CJUS375__01,,,,,12,17,4,7,2,0,2,0,0,0,0,0
Fall 2018,Upper Division,IST_309__04,,,,,16,6,4,2,8,0,1,2,1,2,0,2
Fall 2018,Upper Division,NURS302__01,,,,,10,24,3,6,1,0,0,0,0,0,0,0
Fall 2018,Upper Division,NURS400__01,,,,,21,13,6,3,1,0,0,0,0,0,0,0
Fall 2018,Lower Division,ARAB290__71,,,,,11,5,4,0,2,3,7,0,1,1,3,6
Fall 2018,Lower Division,PSYC115__02,,,,,13,7,3,2,1,2,5,0,1,1,1,7
Fall 2018,Lower Division,TA__160__02,,,,,19,6,3,2,1,3,1,0,0,0,0,8
Fall 2018,Upper Division,BIOL323__01,,,,,5,3,5,7,5,2,4,3,5,2,1,1
Fall 2018,Upper Division,CJUS580__01,,,,,4,8,9,7,3,4,3,0,1,2,1,1
Fall 2018,Upper Division,ECON475__01,,,,,15,6,6,8,5,3,0,0,0,0,0,0
Fall 2018,Upper Division,KINE324__02,,,,,2,3,5,8,11,4,8,2,0,0,0,0
Fall 2018,Upper Division,SCM_515__01,,,,,10,2,11,4,6,6,3,0,0,0,0,1
Fall 2018,Upper Division,SOC_355__01,,,,,6,2,2,4,8,5,9,4,0,2,0,1
Fall 2018,Upper Division,SOC_380__01,,,,,16,16,4,3,0,2,2,0,0,0,0,0
Fall 2018,Upper Division,SOC_440__01,,,,,1,3,6,6,7,4,6,2,4,0,1,3
Fall 2018,Upper Division,SOC_442__01,,,,,2,4,4,16,2,7,5,1,0,1,0,1
Fall 2018,Lower Division,FREN290__70,,,,,13,8,3,5,5,0,3,0,0,0,1,4
Fall 2018,Upper Division,BIOL400__01,,,,,3,4,5,10,4,6,7,3,0,0,0,0
Fall 2018,Upper Division,HSCI352__01,,,,,3,7,5,8,2,10,4,0,1,1,0,1
Fall 2018,Upper Division,HSCI370__70,,,,,18,11,6,2,2,1,0,0,1,0,0,1
Fall 2018,Upper Division,IST_309__87,,,,,1,8,9,6,7,5,3,0,0,1,0,2
Fall 2018,Upper Division,NURS404__01,,,,,20,6,5,6,1,2,2,0,0,0,0,0
Fall 2018,Upper Division,SOC_342__01,,,,,0,3,6,18,5,2,2,1,0,0,0,5
Fall 2018,Lower Division,MATH112B_07,,,,,4,5,4,13,3,2,10,0,0,0,0,0
Fall 2018,Lower Division,MATH272__01,,,,,6,6,3,3,4,2,6,3,0,3,2,3
Fall 2018,Upper Division,CJUS340__01,,,,,2,3,4,6,2,3,8,4,3,3,1,2
Fall 2018,Upper Division,CJUS460__87,,,,,3,12,3,3,10,1,2,4,0,3,0,0
Fall 2018,Upper Division,COMM400__01,,,,,18,1,0,8,4,0,2,0,2,0,0,6
Fall 2018,Upper Division,CSE_460__01,,,,,1,6,1,1,3,4,3,3,2,2,11,4
Fall 2018,Upper Division,ENG_311__03,,,,,9,3,4,0,8,4,2,6,3,1,1,0
Fall 2018,Upper Division,IST_309__01,,,,,6,9,3,9,5,4,5,0,0,0,0,0
Fall 2018,Upper Division,IST_309__02,,,,,5,5,10,2,11,2,1,0,2,1,0,2
Fall 2018,Upper Division,MUS_381__01,,,,,41,0,0,0,0,0,0,0,0,0,0,0
Fall 2018,Lower Division,SPAN290__70,,,,,4,6,4,6,3,1,5,1,2,3,0,5
Fall 2018,Upper Division,COMM304__01,,,,,8,7,4,14,1,4,2,0,0,0,0,0
Fall 2018,Upper Division,COMM304__04,,,,,17,8,5,4,2,2,2,0,0,0,0,0
Fall 2018,Upper Division,COMM309__01,,,,,8,7,2,8,3,3,1,6,0,1,0,1
Fall 2018,Upper Division,COMM311__02,,,,,4,9,12,12,2,0,0,0,0,0,0,1
Fall 2018,Upper Division,COMM311__03,,,,,2,6,15,12,3,1,1,0,0,0,0,0
Fall 2018,Upper Division,ENG_311__02,,,,,8,4,4,5,2,5,5,2,0,1,2,2
Fall 2018,Upper Division,ENG_320__01,,,,,30,3,0,4,0,0,2,0,0,0,0,1
Fall 2018,Upper Division,KINE325__01,,,,,11,14,8,4,2,0,0,0,0,0,0,1
Fall 2018,Upper Division,KINE360__02,,,,,8,6,7,8,4,3,1,2,0,0,0,1
Fall 2018,Upper Division,PSYC384__80,,,,,2,3,4,3,7,4,5,3,1,4,1,3
Fall 2018,Lower Division,ENG_213__01,,,,,10,2,3,5,7,3,3,0,1,0,0,5
Fall 2018,Lower Division,JAPN290__70,,,,,13,5,2,3,3,1,0,3,0,0,0,9
Fall 2018,Lower Division,MATH115__12,,,,,20,0,0,15,0,0,4,0,0,0,0,0
Fall 2018,Lower Division,MATH116A_01,,,,,25,8,2,2,1,0,1,0,0,0,0,0
Fall 2018,Lower Division,MATH272__02,,,,,5,3,2,11,6,2,7,1,0,0,0,2
Fall 2018,Lower Division,PHYS223__01,,,,,1,1,3,7,7,9,5,2,1,2,0,1
Fall 2018,Upper Division,CJUS598__01,,,,,16,10,7,3,0,2,1,0,0,0,0,0
Fall 2018,Upper Division,COMM400__02,,,,,2,6,9,6,7,2,2,1,0,0,1,3
Fall 2018,Upper Division,ENG_320__02,,,,,10,9,6,12,1,0,0,0,0,0,0,1
Fall 2018,Upper Division,ENG_327__01,,,,,34,3,0,2,0,0,0,0,0,0,0,0
Fall 2018,Upper Division,HRM_458__01,,,,,35,3,1,0,0,0,0,0,0,0,0,0
Fall 2018,Upper Division,HSCI342__01,,,,,14,16,7,2,0,0,0,0,0,0,0,0
Fall 2018,Upper Division,HSCI360__01,,,,,20,10,1,2,2,1,0,0,0,3,0,0
Fall 2018,Upper Division,HSCI480__02,,,,,5,14,9,6,2,1,2,0,0,0,0,0
Fall 2018,Upper Division,IST_309__07,,,,,0,4,4,4,5,8,3,4,1,2,0,4
Fall 2018,Upper Division,IST_309__08,,,,,2,3,3,3,8,4,0,3,3,1,2,7
Fall 2018,Upper Division,IST_309__70,,,,,2,5,6,8,2,4,4,1,1,0,1,5
Fall 2018,Upper Division,KINE305__01,,,,,8,13,10,3,2,1,2,0,0,0,0,0
Fall 2018,Upper Division,NURS320__01,,,,,39,0,0,0,0,0,0,0,0,0,0,0
Fall 2018,Lower Division,ECON202__03,,,,,5,5,3,8,4,2,4,4,1,0,1,1
Fall 2018,Lower Division,MATH110__08,,,,,17,4,3,4,3,1,3,3,0,0,0,0
Fall 2018,Lower Division,MATH110__80,,,,,2,1,0,10,0,0,25,0,0,0,0,0
Fall 2018,Lower Division,MATH115__01,,,,,20,4,8,4,0,2,0,0,0,0,0,0
Fall 2018,Lower Division,MATH180__02,,,,,10,2,7,5,1,2,1,2,3,1,2,2
Fall 2018,Lower Division,MATH262__01,,,,,9,2,2,5,2,3,2,1,4,2,2,4
Fall 2018,Lower Division,SPAN290__87,,,,,14,1,5,7,5,1,1,1,0,1,0,2
Fall 2018,Lower Division,TA__160__06,,,,,15,3,2,2,3,1,1,0,2,0,1,8
Fall 2018,Upper Division,CHEM345__01,,,,,4,0,3,2,6,3,5,5,3,2,2,3
Fall 2018,Upper Division,CHEM455__01,,,,,2,1,2,8,5,8,3,6,2,0,1,0
Fall 2018,Upper Division,CJUS311__02,,,,,8,6,3,2,9,4,3,2,1,0,0,0
Fall 2018,Upper Division,CJUS330__01,,,,,4,5,5,10,7,2,3,2,0,0,0,0
Fall 2018,Upper Division,COMM380__01,,,,,5,5,4,13,2,0,3,3,0,1,0,2
Fall 2018,Upper Division,CSE_320__05,,,,,18,5,8,6,1,0,0,0,0,0,0,0
Fall 2018,Upper Division,CSE_530__03,,,,,27,1,7,2,1,0,0,0,0,0,0,0
Fall 2018,Upper Division,ECON360__01,,,,,4,2,3,5,7,5,7,3,0,2,0,0
Fall 2018,Upper Division,ENG_311__01,,,,,5,3,6,6,3,4,5,2,1,2,1,0
Fall 2018,Upper Division,ENG_326__01,,,,,8,6,7,7,2,6,0,0,0,1,0,1
Fall 2018,Upper Division,HRM_455__01,,,,,5,11,8,3,7,2,0,1,0,0,0,1
Fall 2018,Upper Division,IST_309__89,,,,,7,3,1,6,5,2,6,4,0,2,0,2
Fall 2018,Upper Division,IST_415__70,,,,,11,2,10,4,3,2,3,1,0,0,0,2
Fall 2018,Upper Division,IST_474__01,,,,,7,15,7,1,2,4,0,1,0,1,0,0
Fall 2018,Upper Division,MKTG496__01,,,,,29,9,0,0,0,0,0,0,0,0,0,0
Fall 2018,Upper Division,NURS422__01,,,,,24,11,2,1,0,0,0,0,0,0,0,0
Fall 2018,Lower Division,AS__101__01,,,,,30,1,3,1,1,0,0,0,0,0,0,1
Fall 2018,Lower Division,CSE_208__01,,,,,32,1,3,0,0,1,0,0,0,0,0,0
Fall 2018,Lower Division,ECON200__80,,,,,10,1,3,7,2,3,2,3,2,0,0,4
Fall 2018,Lower Division,MATH115__03,,,,,13,3,6,6,6,1,2,0,0,0,0,0
Fall 2018,Lower Division,MATH115__05,,,,,11,3,4,10,3,2,0,4,0,0,0,0
Fall 2018,Lower Division,MATH115__18,,,,,7,6,5,6,5,3,5,0,0,0,0,0
Fall 2018,Upper Division,COMM304__03,,,,,2,16,9,5,1,1,2,0,0,0,0,1
Fall 2018,Upper Division,COMM401__02,,,,,0,12,7,5,4,2,1,4,1,0,0,1
Fall 2018,Upper Division,ENG_311__04,,,,,8,6,0,6,6,3,2,4,0,0,1,1
Fall 2018,Upper Division,IST_309__06,,,,,1,4,6,3,3,5,4,5,2,2,0,2
Fall 2018,Upper Division,KINE360__01,,,,,4,6,6,2,6,3,1,3,1,2,1,2
Fall 2018,Upper Division,NURS340__01,,,,,35,2,0,0,0,0,0,0,0,0,0,0
Fall 2018,Upper Division,SOC_432__01,,,,,13,3,4,6,8,2,0,1,0,0,0,0
Fall 2018,Lower Division,COMM180__80,,,,,28,2,4,2,0,0,0,0,0,0,0,0
Fall 2018,Lower Division,ENTR100__01,,,,,22,6,2,2,2,0,1,0,0,0,0,1
