,Term,Term Name,Courselev (group),Course,Facid,A,A-,B,B+,B-,C,C+,C-,CR,D,D+,F,NC,WU,Max. Units Class
821,2094,Fall 2009,1:Undergraduate,ZOOL 356,BBWQF,14,1,9,3,2,7,3,0,1,1,1,0,0,0,
822,2094,Fall 2009,1:Undergraduate,ZOOL 358,BNFNH,12,0,6,3,0,0,3,0,0,0,0,0,0,0,
823,2094,Fall 2009,1:Undergraduate,ZOOL 476,WWHGH,6,0,1,0,0,0,1,2,0,1,1,0,0,0,
824,2094,Fall 2009,2:Masters,ANTH 680,QGOBI,7,6,0,0,0,0,0,0,0,0,0,1,0,0,
825,2094,Fall 2009,2:Masters,AS   645,LGHEI,17,0,2,0,0,0,0,0,0,0,0,0,0,0,
826,2094,Fall 2009,2:Masters,AS   646,CORWG,17,2,0,0,0,0,0,0,0,0,0,0,0,0,
827,2094,Fall 2009,2:Masters,AS   649,FXCZF,10,8,1,0,0,0,0,0,0,0,0,0,0,0,
828,2094,Fall 2009,2:Masters,AS   660,IYGTH,17,1,1,0,0,0,0,0,0,0,0,0,0,0,
829,2094,Fall 2009,2:Masters,BIOL 554,DHHEI,7,2,0,1,0,4,1,0,0,0,0,0,0,0,
830,2094,Fall 2009,2:Masters,BIOL 580,LVTOG,6,2,4,1,0,0,0,0,0,0,0,1,0,0,
831,2094,Fall 2009,2:Masters,BIOL 580,MUYFG,4,2,2,1,0,0,0,0,0,0,0,0,1,0,
832,2094,Fall 2009,2:Masters,BIOL 580L,LVTOG,13,0,0,0,0,0,0,0,0,0,0,1,0,0,
833,2094,Fall 2009,2:Masters,BIOL 580L,MUYFG,4,2,2,1,0,0,0,0,0,0,0,0,1,0,
834,2094,Fall 2009,2:Masters,BIOL 683,DHHEI,15,0,0,0,0,0,0,0,0,0,0,1,0,0,
835,2094,Fall 2009,2:Masters,BIOL 685,LILNG,11,0,0,0,0,0,0,0,0,0,0,0,0,0,
836,2094,Fall 2009,2:Masters,BIOL 685,NDSPG,3,3,0,3,1,0,0,0,1,0,0,0,0,0,
837,2094,Fall 2009,2:Masters,BIOM 508,GTERF,19,2,1,2,1,0,0,0,1,0,0,0,1,0,
838,2094,Fall 2009,2:Masters,EDUC 583,UFKQF,8,1,0,1,0,0,0,0,0,0,0,0,0,0,
839,2094,Fall 2009,2:Masters,EDUC 604,TSMDI,9,0,0,0,0,0,0,0,0,0,0,1,0,0,
840,2094,Fall 2009,2:Masters,EDUC 633,CVFPH,9,2,2,1,0,0,0,0,0,0,0,1,0,0,
841,2094,Fall 2009,2:Masters,EDUC 634,EPNBI,6,3,0,0,0,0,0,0,0,0,0,2,0,0,
842,2094,Fall 2009,2:Masters,EDUC 698,LGMMI,6,1,3,0,0,0,0,0,0,0,0,1,0,0,
843,2094,Fall 2009,2:Masters,ENGL 546,VVWDH,6,4,0,3,0,0,0,0,0,0,0,0,0,0,
844,2094,Fall 2009,2:Masters,ENGL 600,TPNPI,10,2,1,0,1,0,0,0,0,0,0,0,0,0,
845,2094,Fall 2009,2:Masters,ENGR 532,ERHEI,3,6,0,1,1,0,0,0,0,0,0,0,0,0,
846,2094,Fall 2009,2:Masters,GEOL 531,NZESH,0,0,0,0,0,0,0,0,14,0,0,0,0,0,
847,2094,Fall 2009,2:Masters,GEOL 553,NZESH,10,0,0,0,0,0,0,0,1,0,0,0,0,0,
848,2094,Fall 2009,2:Masters,KINS 635,MKBCI,3,6,1,0,0,0,0,0,0,0,0,0,0,0,
849,2094,Fall 2009,2:Masters,MBA  600,GYPTS,4,4,4,3,2,0,0,0,0,0,0,0,0,0,
850,2094,Fall 2009,2:Masters,MBA  610,BJLRI,4,4,3,1,0,1,3,0,0,0,0,0,0,0,
851,2094,Fall 2009,2:Masters,MBA  620,FNAQI,16,0,1,0,0,0,0,0,0,0,0,0,0,0,
852,2094,Fall 2009,2:Masters,NRPI 540,DUGQH,13,2,3,0,0,0,0,0,0,0,0,2,1,1,
853,2094,Fall 2009,2:Masters,NRPI 580,BVGTH,12,6,0,3,0,0,0,0,0,0,0,0,0,0,
854,2094,Fall 2009,2:Masters,PSCI 675,TURUH,0,0,0,0,0,0,0,0,25,0,0,0,0,0,
855,2094,Fall 2009,2:Masters,PSCI 683,TURUH,3,6,3,2,0,1,0,0,0,0,0,0,0,0,
856,2094,Fall 2009,2:Masters,PSYC 641,IJWCG,13,4,3,5,1,0,0,0,0,0,0,0,0,0,
857,2094,Fall 2009,2:Masters,PSYC 652,EIYIG,10,0,0,0,0,0,0,0,0,0,0,0,0,0,
858,2094,Fall 2009,2:Masters,PSYC 654,UKZQF,9,3,0,3,0,0,0,0,0,0,0,0,0,0,
859,2094,Fall 2009,2:Masters,PSYC 672,AKAPH,30,3,0,1,0,0,0,0,7,0,0,0,0,0,
860,2094,Fall 2009,2:Masters,PSYC 680,AKAPH,32,5,0,2,0,0,0,0,1,0,0,0,0,0,
861,2094,Fall 2009,2:Masters,PSYC 680,UKZQF,5,3,3,1,1,0,0,0,0,0,0,0,0,0,
862,2094,Fall 2009,2:Masters,SCI  698,ERHEI,0,0,0,0,0,0,0,0,20,0,0,0,0,0,
863,2094,Fall 2009,2:Masters,SOC  560,CYIZH,9,1,0,0,0,0,0,0,0,0,0,0,0,0,
864,2094,Fall 2009,2:Masters,SOC  583,NWGVH,7,2,0,2,0,0,0,0,0,0,0,0,0,0,
865,2094,Fall 2009,2:Masters,SOC  650,GPNBI,7,1,0,1,0,0,0,0,0,0,0,0,0,1,
866,2094,Fall 2009,2:Masters,SW   500,WJMSI,17,0,0,3,0,0,0,0,0,0,0,0,0,0,
867,2094,Fall 2009,2:Masters,SW   540,AQQOH,18,2,0,1,0,0,0,0,0,0,0,0,0,0,
868,2094,Fall 2009,2:Masters,SW   541,WFGUH,19,2,0,0,0,0,0,0,0,0,0,0,0,0,
869,2094,Fall 2009,2:Masters,SW   550,ERFTI,4,8,4,2,2,0,1,0,0,0,0,0,0,0,
870,2094,Fall 2009,2:Masters,SW   555,JWNNH,0,0,0,0,0,0,0,0,11,0,0,0,0,0,
871,2094,Fall 2009,2:Masters,SW   555,QLHLI,0,0,0,0,0,0,0,0,10,0,0,0,0,0,
872,2094,Fall 2009,2:Masters,SW   640,WHOVS,41,2,0,0,0,0,0,0,0,0,0,0,0,0,
873,2094,Fall 2009,2:Masters,SW   641,HZIZH,22,2,0,1,1,0,0,0,0,0,0,0,0,0,
874,2094,Fall 2009,2:Masters,SW   642,FRHRF,8,14,0,4,0,0,0,0,0,0,0,0,0,0,
875,2094,Fall 2009,2:Masters,SW   643,ZBTUS,0,22,5,16,0,0,0,0,0,0,0,0,0,0,
876,2094,Fall 2009,2:Masters,SW   655,CQIRF,0,0,0,0,0,0,0,0,10,0,0,0,0,0,
877,2094,Fall 2009,2:Masters,SW   655,HZIZH,0,0,0,0,0,0,0,0,14,0,0,0,0,0,
878,2094,Fall 2009,2:Masters,SW   655,WFGUH,0,0,0,0,0,0,0,0,11,0,0,0,0,0,
879,2094,Fall 2009,2:Masters,SW   659,EPHRF,0,0,0,0,0,0,0,0,10,0,0,0,0,0,
880,2094,Fall 2009,2:Masters,TFD  533,VNKCI,4,5,0,1,0,0,0,0,0,0,0,0,0,0,
881,2094,Fall 2009,2:Masters,WLDF 531,OPQGI,8,6,1,0,0,0,0,0,0,0,0,0,0,0,
882,2094,Fall 2009,2:Masters,WLDF 565L,ARFOH,3,7,1,1,0,1,0,0,0,0,0,0,0,0,
883,2094,Fall 2009,3:Credential,EED  701,RFIWH,65,4,4,4,4,0,0,0,0,0,0,5,0,0,
884,2094,Fall 2009,3:Credential,EED  701,ZTGQH,49,2,1,0,0,0,0,0,0,0,0,0,0,0,
885,2094,Fall 2009,3:Credential,EED  720,KKLNI,47,0,2,0,0,0,0,0,0,0,0,1,0,0,
886,2094,Fall 2009,3:Credential,EED  721,KCGSI,44,2,0,0,1,1,0,0,0,0,0,1,0,0,
887,2094,Fall 2009,3:Credential,EED  722,KKLNI,26,5,7,10,0,0,0,0,0,0,0,3,0,0,
888,2094,Fall 2009,3:Credential,EED  723,ZTGQH,38,7,2,3,2,0,0,0,0,0,0,0,0,0,
889,2094,Fall 2009,3:Credential,EED  724,TAHTH,32,8,5,1,1,1,3,0,0,0,0,1,0,0,
890,2094,Fall 2009,3:Credential,EED  726,TSMDI,0,0,0,0,0,0,0,0,51,0,0,0,0,0,
891,2094,Fall 2009,3:Credential,EED  728,TSMDI,49,0,0,0,0,0,0,0,0,0,0,2,0,0,
892,2094,Fall 2009,3:Credential,EED  733,ZUEOH,21,15,4,7,0,2,0,0,0,0,0,1,0,0,
893,2094,Fall 2009,3:Credential,EED  740,PYGQI,35,9,1,4,1,0,0,0,0,0,0,0,0,0,
894,2094,Fall 2009,3:Credential,SED  701,AUGQH,44,0,0,0,0,0,0,0,0,0,0,0,0,0,
895,2094,Fall 2009,3:Credential,SED  711,EPNBI,0,0,0,0,0,0,0,0,34,0,0,0,0,0,
896,2094,Fall 2009,3:Credential,SED  712,CVFPH,38,3,0,2,0,0,0,0,0,0,0,1,0,0,
897,2094,Fall 2009,3:Credential,SED  713,AUGQH,41,2,0,2,0,0,0,0,0,0,0,0,0,0,
898,2094,Fall 2009,3:Credential,SED  714,EPNBI,40,3,0,1,0,0,0,0,0,0,0,1,0,0,
899,2094,Fall 2009,3:Credential,SED  715,XBIWH,27,10,3,2,2,0,0,0,0,0,0,0,0,0,
900,2094,Fall 2009,3:Credential,SED  717,CVFPH,0,0,0,0,0,0,0,0,43,0,0,0,0,0,
901,2094,Fall 2009,3:Credential,SED  730,ZUEOH,23,5,6,4,5,1,0,0,0,0,0,0,0,0,
902,2094,Fall 2009,3:Credential,SED  733,CVFPH,11,0,0,0,0,0,0,0,0,0,0,0,0,0,
903,2094,Fall 2009,3:Credential,SED  740,ZTGQH,7,4,2,1,1,0,0,0,0,0,0,1,0,0,
904,2094,Fall 2009,3:Credential,SED  741,MDFRH,8,2,1,2,0,0,0,0,0,0,0,1,0,0,
905,2094,Fall 2009,3:Credential,SED  743,UFKQF,24,5,5,9,0,0,0,0,0,0,0,0,0,0,
906,2094,Fall 2009,3:Credential,SED  776,IHAVF,42,0,1,1,0,0,0,0,0,0,0,0,0,0,
907,2094,Fall 2009,3:Credential,SPED 703,ZMMWG,9,5,2,0,1,0,0,0,0,0,0,0,0,0,
908,2094,Fall 2009,3:Credential,SPED 707,IHAVF,15,1,0,0,0,0,0,0,0,0,0,0,0,0,
909,2094,Fall 2009,3:Credential,SPED 708,ZNJZH,0,0,0,0,0,0,0,0,18,0,0,0,0,0,
910,2094,Fall 2009,3:Credential,SPED 731,HSHVH,13,3,0,0,0,1,0,0,0,0,0,0,0,0,
911,2094,Fall 2009,3:Credential,SPED 733,DIDRF,17,0,0,0,0,0,0,0,0,0,0,0,0,0,
912,2142,Spring 2014,1:Undergraduate,AHSS 150,IKBRF,0,0,0,0,0,0,0,0,28,0,0,0,0,0,
913,2142,Spring 2014,1:Undergraduate,AIE  335,HNRKI,15,5,1,7,0,0,1,1,1,0,0,1,0,0,
914,2142,Spring 2014,1:Undergraduate,ANTH 104,DXOTU,16,0,11,0,0,9,0,0,2,3,0,0,3,8,
915,2142,Spring 2014,1:Undergraduate,ANTH 104,QGOBI,3,6,12,5,3,6,9,4,4,4,2,7,5,0,
916,2142,Spring 2014,1:Undergraduate,ANTH 105,HRXCI,3,6,9,4,8,8,9,12,0,6,4,8,1,0,
917,2142,Spring 2014,1:Undergraduate,ANTH 303,HRXCI,10,12,10,7,13,6,5,3,3,7,4,1,0,0,
918,2142,Spring 2014,1:Undergraduate,ANTH 306,CPNBI,5,5,5,3,3,4,4,0,5,4,0,3,0,2,
919,2142,Spring 2014,1:Undergraduate,ANTH 306,HRXCI,3,5,12,6,5,4,3,1,1,0,0,2,1,0,
920,2142,Spring 2014,1:Undergraduate,ANTH 306,QVBAH,10,3,6,3,2,7,1,4,1,0,0,1,1,3,
921,2142,Spring 2014,1:Undergraduate,ANTH 318,KISCI,4,2,2,3,0,2,0,1,0,0,3,1,0,0,
922,2142,Spring 2014,1:Undergraduate,ANTH 329,JKQSH,3,1,5,2,3,0,0,1,1,1,0,0,0,1,
923,2142,Spring 2014,1:Undergraduate,ANTH 331,JQQGI,12,7,3,0,0,0,1,2,1,2,0,0,0,0,
924,2142,Spring 2014,1:Undergraduate,ANTH 333,JQQGI,14,5,2,4,0,0,1,0,0,0,0,0,0,0,
925,2142,Spring 2014,1:Undergraduate,ANTH 338,JQQGI,8,4,5,4,3,0,0,1,0,0,0,0,1,0,
926,2142,Spring 2014,1:Undergraduate,ANTH 339,JQQGI,7,4,6,3,2,1,2,0,0,0,0,2,0,0,
927,2142,Spring 2014,1:Undergraduate,ANTH 341,QVBAH,3,3,3,1,2,0,0,0,0,0,0,0,0,1,
928,2142,Spring 2014,1:Undergraduate,ANTH 357,GLKSF,11,8,2,1,0,1,1,0,0,0,0,1,0,0,
929,2142,Spring 2014,1:Undergraduate,ANTH 359,ZRMHI,10,0,0,2,1,0,0,0,0,0,0,2,0,0,
930,2142,Spring 2014,1:Undergraduate,ANTH 374,LEZNT,4,1,3,4,0,0,2,0,0,0,2,4,0,0,
931,2142,Spring 2014,1:Undergraduate,ANTH 390,QGOBI,11,3,3,4,2,1,1,1,0,1,0,5,0,0,
932,2142,Spring 2014,1:Undergraduate,ANTH 410,KISCI,10,9,9,7,4,2,0,6,0,0,6,3,1,1,
933,2142,Spring 2014,1:Undergraduate,ANTH 485,KISCI,17,0,0,0,0,3,0,0,0,0,0,1,0,0,
934,2142,Spring 2014,1:Undergraduate,ANTH 485,LEZNT,10,1,0,0,0,0,0,0,0,0,0,1,1,0,
935,2142,Spring 2014,1:Undergraduate,ART  100,SDOCI,16,7,6,8,1,2,3,0,3,1,0,2,3,0,
936,2142,Spring 2014,1:Undergraduate,ART  103,LNPOX,6,3,13,14,15,13,5,5,13,2,4,18,11,0,
937,2142,Spring 2014,1:Undergraduate,ART  104G,VQGLI,7,5,2,1,6,0,4,0,0,0,0,0,0,1,
938,2142,Spring 2014,1:Undergraduate,ART  104I,DDCOX,10,7,22,6,12,7,7,1,1,6,0,7,1,0,
939,2142,Spring 2014,1:Undergraduate,ART  105B,BNLNX,9,6,0,2,0,2,1,0,1,0,0,0,3,0,
940,2142,Spring 2014,1:Undergraduate,ART  105B,ZPBGG,3,13,6,20,4,1,0,0,1,0,0,0,1,3,
941,2142,Spring 2014,1:Undergraduate,ART  105C,BNLNX,20,12,2,3,1,0,1,1,0,0,0,1,0,0,
942,2142,Spring 2014,1:Undergraduate,ART  106,GMPOH,8,8,1,3,1,0,0,0,0,1,0,0,1,0,
943,2142,Spring 2014,1:Undergraduate,ART  106,PENJI,21,6,9,3,1,0,1,0,1,0,0,0,2,3,
944,2142,Spring 2014,1:Undergraduate,ART  107,LHZRH,10,10,4,4,0,1,0,0,2,0,0,1,0,2,
945,2142,Spring 2014,1:Undergraduate,ART  108,KSJQT,9,10,2,9,5,3,2,3,1,2,0,0,1,1,
946,2142,Spring 2014,1:Undergraduate,ART  109,SLMOX,11,7,2,1,2,0,0,0,0,2,0,0,0,0,
947,2142,Spring 2014,1:Undergraduate,ART  109,WPGRG,5,1,5,0,2,1,0,5,0,0,2,1,0,0,
948,2142,Spring 2014,1:Undergraduate,ART  122,ZPBGG,1,4,4,6,1,1,1,0,1,0,0,0,1,1,
949,2142,Spring 2014,1:Undergraduate,ART  250,POLMI,10,1,0,1,0,3,0,2,0,0,0,0,0,0,
950,2142,Spring 2014,1:Undergraduate,ART  251,OGBSH,5,9,5,6,1,7,2,0,3,1,0,2,1,4,
951,2142,Spring 2014,1:Undergraduate,ART  273,XKTLX,15,4,0,1,0,0,0,1,0,0,0,0,0,2,
952,2142,Spring 2014,1:Undergraduate,ART  280,OSHVH,0,3,1,5,3,4,1,0,1,2,1,0,2,2,
953,2142,Spring 2014,1:Undergraduate,ART  290,QIIIX,7,5,14,7,2,2,1,1,7,0,0,2,3,5,
954,2142,Spring 2014,1:Undergraduate,ART  301,DDCOX,9,8,5,1,2,2,0,1,4,0,1,0,0,0,
955,2142,Spring 2014,1:Undergraduate,ART  301,LNPOX,9,1,0,4,3,1,3,4,1,1,1,5,4,0,
956,2142,Spring 2014,1:Undergraduate,ART  301,VQGLI,5,5,10,12,11,3,9,3,3,1,0,0,0,0,
957,2142,Spring 2014,1:Undergraduate,ART  303,DDCOX,7,17,9,6,5,2,1,1,3,2,1,0,1,0,
958,2142,Spring 2014,1:Undergraduate,ART  321,XKTLX,10,5,0,2,0,0,0,1,0,0,0,0,0,0,
959,2142,Spring 2014,1:Undergraduate,ART  325,XKTLX,18,1,0,3,0,0,0,1,0,0,0,0,0,0,
960,2142,Spring 2014,1:Undergraduate,ART  326,GMPOH,15,0,1,0,3,0,0,0,0,0,0,0,0,0,
961,2142,Spring 2014,1:Undergraduate,ART  326,PENJI,4,3,5,3,0,0,0,0,1,0,0,0,0,0,
962,2142,Spring 2014,1:Undergraduate,ART  329,GMPOH,16,1,0,1,1,1,1,0,0,0,0,0,0,0,
963,2142,Spring 2014,1:Undergraduate,ART  330,LHZRH,13,3,0,4,0,0,0,0,0,0,0,0,0,0,
964,2142,Spring 2014,1:Undergraduate,ART  337,POLMI,16,2,0,0,0,0,0,0,0,0,0,0,0,0,
965,2142,Spring 2014,1:Undergraduate,ART  339,POLMI,21,1,0,0,0,3,0,0,0,0,0,1,0,0,
966,2142,Spring 2014,1:Undergraduate,ART  343,KSJQT,3,6,1,1,4,1,1,0,0,1,0,0,0,1,
967,2142,Spring 2014,1:Undergraduate,ART  345,WPGRG,10,0,1,1,1,1,0,0,0,0,0,2,1,0,
968,2142,Spring 2014,1:Undergraduate,ART  346,WPGRG,11,0,0,0,2,0,0,2,0,0,0,3,0,0,
969,2142,Spring 2014,1:Undergraduate,ART  349,OSHVH,1,1,1,2,5,1,2,1,0,0,0,1,0,0,
970,2142,Spring 2014,1:Undergraduate,ART  350,GAMVG,8,3,5,2,4,1,1,2,0,0,0,0,0,0,
971,2142,Spring 2014,1:Undergraduate,ART  351,GAMVG,4,4,5,3,3,1,1,1,1,0,0,0,1,0,
972,2142,Spring 2014,1:Undergraduate,ART  356,JEHAI,9,2,3,1,3,1,0,0,0,0,0,0,0,0,
973,2142,Spring 2014,1:Undergraduate,ART  357C,FPNBI,2,5,3,2,0,0,1,0,0,0,0,0,0,0,
974,2142,Spring 2014,1:Undergraduate,ART  358,FPNBI,4,5,1,4,0,0,0,0,0,0,0,0,0,0,
975,2142,Spring 2014,1:Undergraduate,ART  359,GAMVG,10,0,2,3,0,0,0,0,0,0,0,0,0,3,
976,2142,Spring 2014,1:Undergraduate,ART  367,YXXNI,8,3,0,1,0,0,0,0,0,0,0,0,0,0,
977,2142,Spring 2014,1:Undergraduate,ART  372,TUXJI,1,2,5,5,1,1,2,1,0,0,0,1,0,0,
978,2142,Spring 2014,1:Undergraduate,ART  396B,OGBSH,0,0,0,0,0,0,0,0,13,0,0,0,9,0,
979,2142,Spring 2014,1:Undergraduate,ART  410,VQGLI,3,2,2,2,3,2,0,0,0,0,0,1,0,0,
980,2142,Spring 2014,1:Undergraduate,ART  437,OGBSH,4,11,4,3,4,1,3,5,0,1,0,2,0,3,
981,2142,Spring 2014,1:Undergraduate,ART  496,JSXVF,10,1,2,1,0,1,0,0,0,0,0,0,0,0,
982,2142,Spring 2014,1:Undergraduate,ART  498S,FPNBI,9,3,0,2,0,0,0,0,0,1,0,0,0,0,
983,2142,Spring 2014,1:Undergraduate,BA   210,FTHVH,19,1,18,2,7,25,7,6,0,1,0,1,0,0,
984,2142,Spring 2014,1:Undergraduate,BA   250,ETYHI,2,9,4,0,2,3,2,1,0,0,0,5,0,0,
985,2142,Spring 2014,1:Undergraduate,BA   250,FHULI,1,1,0,3,3,2,1,3,0,1,0,0,4,3,
986,2142,Spring 2014,1:Undergraduate,BA   250,ZTEIX,2,4,4,0,5,4,2,5,1,2,0,1,0,1,
987,2142,Spring 2014,1:Undergraduate,BA   252,FHULI,7,1,2,5,3,1,3,2,0,0,0,0,1,0,
988,2142,Spring 2014,1:Undergraduate,BA   252,FNAQI,6,2,12,1,2,5,2,1,0,5,1,4,0,2,
989,2142,Spring 2014,1:Undergraduate,BA   310,FTHVH,27,7,6,2,1,1,1,0,0,0,0,0,0,0,
990,2142,Spring 2014,1:Undergraduate,BA   332,RJSNU,5,5,4,1,2,3,1,0,0,0,1,1,0,0,
991,2142,Spring 2014,1:Undergraduate,BA   340,GFBIX,4,8,7,1,7,5,7,2,0,0,0,1,1,0,
992,2142,Spring 2014,1:Undergraduate,BA   340,MUFHI,6,8,16,4,3,7,1,0,0,0,0,1,0,1,
993,2142,Spring 2014,1:Undergraduate,BA   340,QJSNU,10,7,9,2,4,1,1,4,0,5,0,1,0,0,
994,2142,Spring 2014,1:Undergraduate,BA   360,FHULI,3,1,2,3,1,5,0,2,0,4,1,0,0,2,
995,2142,Spring 2014,1:Undergraduate,BA   360,LSFNH,2,0,4,3,7,0,2,2,0,1,0,0,0,5,
996,2142,Spring 2014,1:Undergraduate,BA   360,ZIBRF,6,3,12,8,5,1,4,2,0,2,1,4,1,6,
997,2142,Spring 2014,1:Undergraduate,BA   370,MUFHI,6,2,17,3,1,6,3,4,0,1,0,0,0,0,
998,2142,Spring 2014,1:Undergraduate,BA   370,SONIU,7,22,4,6,3,0,0,0,0,0,0,1,0,0,
999,2142,Spring 2014,1:Undergraduate,BA   370,VNRTS,31,0,0,0,0,0,0,0,0,0,0,1,0,0,
1000,2142,Spring 2014,1:Undergraduate,BA   378,MUFHI,15,10,11,8,2,2,1,0,0,0,0,0,0,0,
1001,2142,Spring 2014,1:Undergraduate,BA   401,ZTEIX,10,5,11,8,4,3,1,2,0,0,0,1,1,0,
1002,2142,Spring 2014,1:Undergraduate,BA   446,QJSNU,3,3,7,2,4,1,0,0,0,0,0,0,0,0,
1003,2142,Spring 2014,1:Undergraduate,BA   448,GFBIX,0,2,4,1,6,2,5,4,0,0,1,3,0,0,
1004,2142,Spring 2014,1:Undergraduate,BA   451,UZNRI,4,0,4,0,6,1,4,3,0,3,0,4,1,2,
1005,2142,Spring 2014,1:Undergraduate,BA   452,FNAQI,11,1,6,2,1,0,0,0,0,1,0,0,0,1,
1006,2142,Spring 2014,1:Undergraduate,BA   455,VBKCI,19,0,3,2,0,0,1,1,0,0,1,0,0,0,
1007,2142,Spring 2014,1:Undergraduate,BA   462,UNRTS,1,0,4,0,0,0,1,5,0,1,0,1,0,0,
1008,2142,Spring 2014,1:Undergraduate,BA   464,UNRTS,8,1,5,4,2,2,2,2,0,0,0,2,0,0,
1009,2142,Spring 2014,1:Undergraduate,BA   475,RJSNU,14,5,11,6,5,4,3,3,0,0,0,2,0,0,
1010,2142,Spring 2014,1:Undergraduate,BA   480,MUFHI,19,5,6,0,1,2,1,1,0,0,0,0,0,0,
1011,2142,Spring 2014,1:Undergraduate,BA   494,VNRTS,37,11,3,0,0,0,0,0,0,0,0,1,0,0,
1012,2142,Spring 2014,1:Undergraduate,BA   496,VNRTS,25,0,1,0,0,0,0,0,0,0,0,1,0,0,
1013,2142,Spring 2014,1:Undergraduate,BA   496S,RJSNU,11,7,4,6,4,3,2,0,0,0,0,0,0,0,
1014,2142,Spring 2014,1:Undergraduate,BIOL 102,XPKSF,11,10,15,6,14,8,13,7,18,12,10,8,10,3,
1015,2142,Spring 2014,1:Undergraduate,BIOL 102L,DMOHX,0,3,2,2,9,3,4,7,7,2,3,0,1,1,
1016,2142,Spring 2014,1:Undergraduate,BIOL 102L,XPKSF,5,3,7,4,7,4,1,3,5,0,2,2,4,2,
1017,2142,Spring 2014,1:Undergraduate,BIOL 104,XEGUH,19,4,15,5,17,14,15,19,25,28,13,34,17,15,
1018,2142,Spring 2014,1:Undergraduate,BIOL 105,JRLZF,7,2,10,3,9,10,17,10,0,10,2,18,1,0,
1019,2142,Spring 2014,1:Undergraduate,BIOL 105,TWTAH,6,11,12,6,13,12,15,15,0,9,4,5,0,4,
1020,2142,Spring 2014,1:Undergraduate,BIOL 198,IODTF,0,0,0,0,0,0,0,0,83,0,0,0,7,0,
1021,2142,Spring 2014,1:Undergraduate,BIOL 307,WWHGH,19,3,32,0,2,20,8,8,0,3,10,0,0,1,
1022,2142,Spring 2014,1:Undergraduate,BIOL 330,MUYFG,13,4,34,6,9,23,4,3,0,12,6,3,0,4,
1023,2142,Spring 2014,1:Undergraduate,BIOL 340,LCHLI,3,5,7,7,9,4,12,4,0,3,6,10,0,0,
1024,2142,Spring 2014,1:Undergraduate,BIOL 340,NDSPG,6,4,5,4,4,14,7,2,0,5,3,14,1,0,
1025,2142,Spring 2014,1:Undergraduate,BIOL 412,WYGJG,5,0,7,4,7,8,8,9,0,2,6,2,0,0,
1026,2142,Spring 2014,1:Undergraduate,BIOL 430,UOWPG,6,2,14,8,3,0,1,1,0,1,0,0,0,0,
1027,2142,Spring 2014,1:Undergraduate,BIOL 438,BNFNH,18,0,0,0,0,0,0,0,0,0,0,1,0,0,
1028,2142,Spring 2014,1:Undergraduate,BIOL 440,ADJII,2,5,5,4,1,2,0,0,0,0,1,0,0,0,
1029,2142,Spring 2014,1:Undergraduate,BIOL 440,JRLZF,6,5,2,1,2,0,1,0,0,0,0,0,0,0,
1030,2142,Spring 2014,1:Undergraduate,BIOL 498,SFSKI,2,1,4,3,0,5,0,0,0,0,0,1,0,0,
1031,2142,Spring 2014,1:Undergraduate,BOT  105,JHHEI,15,0,13,13,4,24,5,8,1,14,13,26,6,4,
1032,2142,Spring 2014,1:Undergraduate,BOT  105,KHBNI,27,11,14,8,13,13,10,8,0,8,4,20,8,0,
1033,2142,Spring 2014,1:Undergraduate,BOT  198,IODTF,0,0,0,0,0,0,0,0,56,0,0,0,17,0,
1034,2142,Spring 2014,1:Undergraduate,BOT  300,XKILI,18,11,23,6,12,10,9,7,4,7,0,1,5,2,
1035,2142,Spring 2014,1:Undergraduate,BOT  330,NNXFI,6,2,20,8,5,9,2,9,0,5,2,7,1,0,
1036,2142,Spring 2014,1:Undergraduate,BOT  330L,NNXFI,1,3,5,2,2,2,1,0,0,1,0,0,0,2,
1037,2142,Spring 2014,1:Undergraduate,BOT  350,DHHEI,9,7,34,3,4,30,2,4,0,18,0,9,0,0,
1038,2142,Spring 2014,1:Undergraduate,BOT  355,ZTQTG,9,6,2,4,1,2,0,0,0,1,0,0,0,0,
1039,2142,Spring 2014,1:Undergraduate,BOT  356,DMPCG,5,6,12,7,8,12,8,4,0,1,4,3,0,1,
1040,2142,Spring 2014,1:Undergraduate,BOT  359,XKILI,4,3,9,2,4,5,2,8,0,2,2,4,4,1,
1041,2142,Spring 2014,1:Undergraduate,BOT  372,KHBNI,8,2,3,2,2,3,1,3,0,0,0,2,0,0,
1042,2142,Spring 2014,1:Undergraduate,BOT  458,DHHEI,9,2,5,4,0,0,0,0,1,0,0,0,0,0,
1043,2142,Spring 2014,1:Undergraduate,CD   109Y,OEWYT,13,11,4,3,0,0,0,1,0,0,0,1,1,1,
1044,2142,Spring 2014,1:Undergraduate,CD   109Z,OEWYT,12,5,3,6,2,1,1,0,0,1,2,0,1,0,
1045,2142,Spring 2014,1:Undergraduate,CD   211,XEWLX,6,1,1,2,1,1,1,1,0,0,0,1,1,0,
1046,2142,Spring 2014,1:Undergraduate,CD   211S,XEWLX,4,4,1,3,0,1,1,1,0,0,0,0,0,0,
1047,2142,Spring 2014,1:Undergraduate,CD   251,YOLMI,23,6,1,0,0,3,0,1,0,1,0,2,0,1,
1048,2142,Spring 2014,1:Undergraduate,CD   255,FVYKI,17,3,3,0,0,1,0,0,0,0,1,0,0,0,
