,Term,Term Name,Courselev (group),Course,Facid,A,A-,B,B+,B-,C,C+,C-,CR,D,D+,F,NC,WU,Max. Units Class
223,2094,Fall 2009,1:Undergraduate,ENGL 311,UYYWH,6,5,2,4,2,0,1,0,0,0,0,1,2,0,
224,2094,Fall 2009,1:Undergraduate,ENGL 315,UYYWH,0,0,0,0,0,0,0,0,19,0,0,0,0,0,
225,2094,Fall 2009,1:Undergraduate,ENGL 320,VVWDH,3,6,6,2,7,1,1,1,0,0,0,1,0,0,
226,2094,Fall 2009,1:Undergraduate,ENGL 323,WMFNH,15,6,1,6,3,0,4,0,0,1,0,1,1,0,
227,2094,Fall 2009,1:Undergraduate,ENGL 325,UKILI,4,3,7,4,1,4,4,0,0,0,0,0,0,1,
228,2094,Fall 2009,1:Undergraduate,ENGL 326,QYGQI,1,3,3,4,3,10,11,12,0,0,0,0,0,0,
229,2094,Fall 2009,1:Undergraduate,ENGL 328,QYGQI,3,1,1,2,3,3,5,1,1,0,0,5,0,0,
230,2094,Fall 2009,1:Undergraduate,ENGL 336,DIIZH,2,2,4,4,1,0,3,1,0,2,0,0,0,1,
231,2094,Fall 2009,1:Undergraduate,ENGL 422,TPNPI,13,3,2,0,0,0,0,1,1,0,0,1,0,0,
232,2094,Fall 2009,1:Undergraduate,ENGL 424,HDMDI,11,5,2,3,0,5,0,0,0,0,0,0,0,0,
233,2094,Fall 2009,1:Undergraduate,ENGL 435,TEGUH,6,6,6,2,0,2,0,0,0,1,0,0,0,0,
234,2094,Fall 2009,1:Undergraduate,ENGL 450,BNMJI,0,0,0,0,0,0,0,0,19,0,0,0,2,0,
235,2094,Fall 2009,1:Undergraduate,ENGL 460,UYYWH,0,0,0,0,0,0,0,0,29,0,0,0,0,0,
236,2094,Fall 2009,1:Undergraduate,ENGL 480,VEGUH,0,0,0,0,0,0,0,0,24,0,0,0,5,0,
237,2094,Fall 2009,1:Undergraduate,ENGL 490,UTFHI,0,0,0,0,0,0,0,0,22,0,0,0,0,0,
238,2094,Fall 2009,1:Undergraduate,ENGR 115,LGDOG,14,6,12,14,6,9,8,9,0,5,0,6,0,1,
239,2094,Fall 2009,1:Undergraduate,ENGR 210,RFOEI,0,5,4,3,6,2,7,3,0,4,1,4,0,5,
240,2094,Fall 2009,1:Undergraduate,ENGR 211,SAOSF,2,1,3,1,5,8,3,1,0,0,0,0,0,0,
241,2094,Fall 2009,1:Undergraduate,ENGR 215,PGMMI,11,4,2,1,1,0,2,0,0,0,0,0,0,0,
242,2094,Fall 2009,1:Undergraduate,ENGR 225,VXGQI,3,8,3,4,6,7,0,1,0,1,1,1,0,2,
243,2094,Fall 2009,1:Undergraduate,ENGR 280,DCVBH,0,0,0,0,0,0,0,0,9,0,0,0,1,0,
244,2094,Fall 2009,1:Undergraduate,ENGR 280,FNFNH,0,0,0,0,0,0,0,0,12,0,0,0,3,0,
245,2094,Fall 2009,1:Undergraduate,ENGR 308,PGMMI,11,10,8,6,2,0,1,0,4,0,0,0,0,0,
246,2094,Fall 2009,1:Undergraduate,ENGR 313,UJXIG,5,3,1,1,0,6,2,3,0,3,0,4,0,0,
247,2094,Fall 2009,1:Undergraduate,ENGR 322,UJXIG,1,1,1,2,1,0,1,2,0,3,0,3,0,0,
248,2094,Fall 2009,1:Undergraduate,ENGR 325,VOHPG,3,4,3,0,2,5,0,1,0,2,0,1,0,0,
249,2094,Fall 2009,1:Undergraduate,ENGR 326,VOHPG,3,0,8,3,0,12,0,5,0,1,0,3,0,7,
250,2094,Fall 2009,1:Undergraduate,ENGR 330,TUGTH,1,1,4,0,3,3,0,4,0,0,0,3,0,0,
251,2094,Fall 2009,1:Undergraduate,ENGR 331,SAOSF,7,3,10,1,3,4,1,3,0,1,0,1,0,0,
252,2094,Fall 2009,1:Undergraduate,ENGR 333,DCVBH,1,1,5,5,0,7,1,0,0,0,0,0,0,2,
253,2094,Fall 2009,1:Undergraduate,ENGR 351,VXGQI,3,2,6,2,7,1,3,2,0,0,0,0,0,3,
254,2094,Fall 2009,1:Undergraduate,ENGR 416,LGDOG,3,1,3,0,0,1,4,0,0,1,1,1,0,0,
255,2094,Fall 2009,1:Undergraduate,ENGR 434,LGDOG,3,1,7,1,2,0,1,0,0,0,0,0,0,0,
256,2094,Fall 2009,1:Undergraduate,ENGR 440,FNFNH,3,3,5,0,5,2,3,1,0,0,1,0,0,0,
257,2094,Fall 2009,1:Undergraduate,ENGR 477,ERHEI,2,2,4,4,5,2,2,1,0,0,0,1,0,0,
258,2094,Fall 2009,1:Undergraduate,ENGR 492,VOHPG,14,0,0,0,0,0,0,0,0,0,0,0,0,0,
259,2094,Fall 2009,1:Undergraduate,ENVS 110,WVERF,24,6,24,7,6,6,5,5,2,7,0,2,1,0,
260,2094,Fall 2009,1:Undergraduate,ENVS 220,TURUH,6,4,22,11,6,6,6,3,2,0,0,2,2,0,
261,2094,Fall 2009,1:Undergraduate,ENVS 301,IZWSF,2,3,13,7,5,8,4,2,2,2,1,0,0,1,
262,2094,Fall 2009,1:Undergraduate,ENVS 411,UYMPI,9,5,2,0,1,1,0,0,0,0,0,0,0,0,
263,2094,Fall 2009,1:Undergraduate,ENVS 450,WVERF,4,1,5,2,0,3,0,1,0,0,0,1,0,0,
264,2094,Fall 2009,1:Undergraduate,ENVS 480,UYMPI,0,0,0,0,0,0,0,0,18,0,0,0,2,0,
265,2094,Fall 2009,1:Undergraduate,ES   105,HGNHI,40,13,2,7,4,4,1,0,0,1,0,3,0,0,
266,2094,Fall 2009,1:Undergraduate,ES   105,LTGWH,22,15,16,6,2,7,1,1,1,1,1,0,1,5,
267,2094,Fall 2009,1:Undergraduate,ES   108,DIIZH,12,5,5,7,2,2,0,1,0,0,0,3,0,0,
268,2094,Fall 2009,1:Undergraduate,ES   108,YRTTG,0,4,2,0,0,2,0,0,1,0,0,2,1,1,
269,2094,Fall 2009,1:Undergraduate,ES   304,VDHAI,14,9,2,10,0,1,0,0,5,0,0,0,0,1,
270,2094,Fall 2009,1:Undergraduate,ES   308,HGNHI,19,9,2,5,0,1,0,0,1,0,0,2,0,0,
271,2094,Fall 2009,1:Undergraduate,ES   480,HGNHI,0,0,0,0,0,0,0,0,25,0,0,0,5,0,
272,2094,Fall 2009,1:Undergraduate,ES   480,HJPNH,13,5,4,6,3,1,1,1,0,0,1,2,0,0,
273,2094,Fall 2009,1:Undergraduate,ES   480,VDHAI,0,0,0,0,0,0,0,0,19,0,0,0,2,0,
274,2094,Fall 2009,1:Undergraduate,FISH 110,MZESH,0,0,0,0,0,0,0,0,39,0,0,0,0,0,
275,2094,Fall 2009,1:Undergraduate,FISH 310,XQBDH,4,5,9,2,4,2,8,3,0,1,2,5,0,1,
276,2094,Fall 2009,1:Undergraduate,FISH 311,FUFHI,2,2,7,5,2,1,2,0,0,1,0,0,0,1,
277,2094,Fall 2009,1:Undergraduate,FISH 314,OWFPH,6,0,4,0,0,3,0,0,0,1,0,0,0,0,
278,2094,Fall 2009,1:Undergraduate,FISH 320,MZESH,2,4,5,5,1,2,2,0,0,0,0,0,0,1,
279,2094,Fall 2009,1:Undergraduate,FISH 320L,MZESH,3,3,4,2,2,2,1,0,0,0,0,0,0,1,
280,2094,Fall 2009,1:Undergraduate,FISH 335,LWGGH,1,6,5,2,3,2,0,0,0,0,1,0,0,1,
281,2094,Fall 2009,1:Undergraduate,FISH 380,XQBDH,4,2,4,4,2,1,2,2,0,2,0,0,0,0,
282,2094,Fall 2009,1:Undergraduate,FISH 435,LWGGH,2,4,8,3,2,0,0,0,0,0,0,0,0,0,
283,2094,Fall 2009,1:Undergraduate,FISH 485,MZPZF,4,4,2,2,0,2,0,0,0,0,0,0,0,0,
284,2094,Fall 2009,1:Undergraduate,FISH 495,MZESH,0,0,0,0,0,0,0,0,25,0,0,0,0,0,
285,2094,Fall 2009,1:Undergraduate,FOR  100,RFTTS,10,4,8,12,9,5,5,2,2,2,0,0,1,0,
286,2094,Fall 2009,1:Undergraduate,FOR  116,VIEHL,5,3,9,5,6,3,6,3,0,1,1,3,0,0,
287,2094,Fall 2009,1:Undergraduate,FOR  170,AZZOI,0,0,0,0,0,0,0,0,53,0,0,0,0,0,
288,2094,Fall 2009,1:Undergraduate,FOR  210,YLBSH,5,1,6,4,4,1,1,0,0,0,0,1,0,0,
289,2094,Fall 2009,1:Undergraduate,FOR  216,NAXBT,6,8,11,10,5,3,3,0,0,0,2,2,0,0,
290,2094,Fall 2009,1:Undergraduate,FOR  222,FVKII,7,0,6,2,1,4,2,0,0,2,0,0,0,0,
291,2094,Fall 2009,1:Undergraduate,FOR  230,UYGQI,11,11,7,5,8,3,6,0,0,0,5,6,0,5,
292,2094,Fall 2009,1:Undergraduate,FOR  302,UYGQI,4,8,13,5,14,11,13,5,8,2,2,2,0,2,
293,2094,Fall 2009,1:Undergraduate,FOR  311,YLBSH,5,2,3,2,6,3,1,0,0,1,0,0,0,0,
294,2094,Fall 2009,1:Undergraduate,FOR  323,KESDI,1,4,5,3,1,0,2,1,0,1,0,0,0,0,
295,2094,Fall 2009,1:Undergraduate,FOR  350,BGGYF,1,1,4,1,1,2,1,1,1,0,0,0,0,0,
296,2094,Fall 2009,1:Undergraduate,FOR  353,BGGYF,4,1,2,3,0,1,2,2,0,0,1,0,0,0,
297,2094,Fall 2009,1:Undergraduate,FOR  374,GNMJI,3,6,5,3,4,2,3,0,0,0,0,0,0,1,
298,2094,Fall 2009,1:Undergraduate,FOR  400,RFTTS,9,12,12,9,8,4,3,1,1,2,2,3,2,0,
299,2094,Fall 2009,1:Undergraduate,FOR  432,KODRF,1,3,6,0,4,0,1,0,0,1,0,0,0,0,
300,2094,Fall 2009,1:Undergraduate,FOR  471,JGGVH,3,5,3,7,5,2,4,0,0,0,2,0,0,0,
301,2094,Fall 2009,1:Undergraduate,FOR  479,KODRF,4,4,3,7,0,0,0,0,0,0,1,0,0,0,
302,2094,Fall 2009,1:Undergraduate,FOR  480,YLBSH,10,0,0,0,0,0,0,0,0,0,0,0,0,0,
303,2094,Fall 2009,1:Undergraduate,FREN 105,MTHVH,10,8,5,3,3,0,3,0,0,0,1,0,0,0,
304,2094,Fall 2009,1:Undergraduate,FREN 106,WUFPH,10,1,4,1,0,0,0,1,1,0,0,0,0,1,
305,2094,Fall 2009,1:Undergraduate,FREN 107,WUFPH,13,4,6,1,0,0,0,0,0,0,0,0,0,0,
306,2094,Fall 2009,1:Undergraduate,FREN 110,EJDRF,0,0,0,0,0,0,0,0,61,0,0,0,12,0,
307,2094,Fall 2009,1:Undergraduate,FREN 300,MTHVH,22,4,4,4,0,0,2,0,3,0,0,0,0,0,
308,2094,Fall 2009,1:Undergraduate,FREN 311,MTHVH,5,6,4,2,0,0,0,0,0,0,0,0,0,1,
309,2094,Fall 2009,1:Undergraduate,FREN 340,WUFPH,3,6,0,0,1,2,0,0,1,0,0,0,0,1,
310,2094,Fall 2009,1:Undergraduate,FREN 390,MTHVH,0,0,0,0,0,0,0,0,27,0,0,0,2,0,
311,2094,Fall 2009,1:Undergraduate,GEOG 105,JHIHI,8,10,21,19,12,21,11,13,4,13,6,5,2,0,
312,2094,Fall 2009,1:Undergraduate,GEOG 106,IVNRI,3,2,7,3,6,3,3,6,1,3,4,2,2,0,
313,2094,Fall 2009,1:Undergraduate,GEOG 106M,IVNRI,0,3,0,2,2,0,3,2,1,0,1,0,0,0,
314,2094,Fall 2009,1:Undergraduate,GEOG 216,TKILI,5,2,11,4,3,5,5,4,0,1,0,1,0,0,
315,2094,Fall 2009,1:Undergraduate,GEOG 300,GOLDI,29,27,28,33,16,6,18,1,13,1,0,0,0,6,
316,2094,Fall 2009,1:Undergraduate,GEOG 301,IZWSF,2,10,17,7,12,7,12,0,2,2,1,3,1,2,
317,2094,Fall 2009,1:Undergraduate,GEOG 304,JHIHI,8,7,11,4,4,4,4,2,2,2,0,3,0,0,
318,2094,Fall 2009,1:Undergraduate,GEOG 304M,JHIHI,8,3,2,2,0,0,1,0,0,0,0,4,0,0,
319,2094,Fall 2009,1:Undergraduate,GEOG 311,JHIHI,6,2,2,0,5,0,0,0,0,2,0,2,0,0,
320,2094,Fall 2009,1:Undergraduate,GEOG 311M,JHIHI,14,0,3,0,0,0,0,0,0,1,0,2,0,0,
321,2094,Fall 2009,1:Undergraduate,GEOG 316,TKILI,4,8,6,3,3,1,2,1,0,1,0,0,0,0,
322,2094,Fall 2009,1:Undergraduate,GEOG 411,IZWSF,4,2,0,3,0,0,1,0,0,0,0,1,0,1,
323,2094,Fall 2009,1:Undergraduate,GEOG 469,PPSIG,0,0,0,0,0,0,0,0,18,0,0,0,1,0,
324,2094,Fall 2009,1:Undergraduate,GEOG 470,NEUFI,17,9,5,11,3,2,2,1,0,0,0,1,0,0,
325,2094,Fall 2009,1:Undergraduate,GEOG 473,IVNRI,2,0,8,0,5,2,4,0,0,0,0,1,0,0,
326,2094,Fall 2009,1:Undergraduate,GEOL 106,CNODI,12,3,12,3,14,19,14,9,5,17,9,9,8,11,
327,2094,Fall 2009,1:Undergraduate,GEOL 106,UJCZF,15,6,17,11,9,15,9,11,12,12,5,20,9,1,
328,2094,Fall 2009,1:Undergraduate,GEOL 108,UJCZF,5,2,7,7,11,0,2,3,1,4,0,3,1,0,
329,2094,Fall 2009,1:Undergraduate,GEOL 109,FKLNI,6,4,19,2,5,19,5,2,0,0,0,0,0,2,
330,2094,Fall 2009,1:Undergraduate,GEOL 303,XPQGI,13,6,23,1,1,7,0,3,6,0,0,4,5,1,
331,2094,Fall 2009,1:Undergraduate,GEOL 310,XPQGI,1,2,6,2,1,2,2,0,0,1,0,1,0,2,
332,2094,Fall 2009,1:Undergraduate,GEOL 322,YCWVF,4,3,5,7,0,0,1,1,0,0,0,0,0,2,
333,2094,Fall 2009,1:Undergraduate,GEOL 350,KDMDI,7,6,6,5,6,4,1,2,0,0,0,2,0,0,
334,2094,Fall 2009,1:Undergraduate,GERM 105,GJBCH,9,7,7,4,3,0,0,0,2,0,1,1,0,0,
335,2094,Fall 2009,1:Undergraduate,GERM 110,EJDRF,0,0,0,0,0,0,0,0,34,0,0,0,7,0,
336,2094,Fall 2009,1:Undergraduate,GERM 305,GJBCH,5,6,5,2,3,3,2,0,1,0,0,0,0,2,
337,2094,Fall 2009,1:Undergraduate,GERM 311,GJBCH,3,2,2,2,0,0,0,1,1,0,0,0,0,0,
338,2094,Fall 2009,1:Undergraduate,GERM 480,GJBCH,0,0,0,0,0,0,0,0,37,0,0,0,8,0,
339,2094,Fall 2009,1:Undergraduate,HED  120,CBIWH,0,0,0,0,0,0,0,0,25,0,0,0,0,0,
340,2094,Fall 2009,1:Undergraduate,HED  342,GHHEI,19,3,8,2,2,5,3,2,2,3,0,2,4,3,
341,2094,Fall 2009,1:Undergraduate,HED  400,LUFHI,28,11,17,3,3,4,1,5,14,4,0,3,0,2,
342,2094,Fall 2009,1:Undergraduate,HED  400,YKILI,53,8,10,9,7,10,4,4,17,0,0,13,6,0,
343,2094,Fall 2009,1:Undergraduate,HIST 104,ZIEWH,4,4,9,8,8,3,4,1,2,0,0,1,0,0,
344,2094,Fall 2009,1:Undergraduate,HIST 107,IFERH,5,5,3,7,4,5,5,2,1,0,0,0,1,2,
345,2094,Fall 2009,1:Undergraduate,HIST 110,BPIRF,10,12,31,5,22,17,10,9,10,14,6,15,5,0,
346,2094,Fall 2009,1:Undergraduate,HIST 110,MDFRH,14,5,17,5,5,9,8,5,1,1,4,6,3,1,
347,2094,Fall 2009,1:Undergraduate,HIST 110,NJMSI,5,2,11,2,2,12,4,3,4,11,0,23,2,0,
348,2094,Fall 2009,1:Undergraduate,HIST 111,ECYAH,11,12,10,5,7,7,0,3,12,3,2,6,7,4,
349,2094,Fall 2009,1:Undergraduate,HIST 111,UFGUH,29,27,28,20,16,19,20,11,4,14,8,22,9,0,
350,2094,Fall 2009,1:Undergraduate,HIST 210,ECYAH,4,3,4,1,4,0,0,0,0,0,0,5,1,0,
351,2094,Fall 2009,1:Undergraduate,HIST 210,IFERH,4,1,1,3,0,1,4,0,0,0,0,2,0,4,
352,2094,Fall 2009,1:Undergraduate,HIST 311,JNOYH,2,1,2,6,5,4,2,3,0,0,0,1,0,0,
353,2094,Fall 2009,1:Undergraduate,HIST 322,JNOYH,2,5,7,4,4,1,1,0,0,0,0,5,1,0,
354,2094,Fall 2009,1:Undergraduate,HIST 326,REAOH,8,5,4,3,3,2,0,0,0,5,0,3,0,0,
355,2094,Fall 2009,1:Undergraduate,HIST 344,ZIEWH,2,8,5,4,4,0,1,0,1,0,0,0,1,0,
356,2094,Fall 2009,1:Undergraduate,HIST 375A,ECYAH,2,4,2,3,4,4,3,1,0,2,0,2,1,2,
357,2094,Fall 2009,1:Undergraduate,HIST 383,ENDWG,4,21,0,6,1,2,1,0,0,0,0,2,0,0,
358,2094,Fall 2009,1:Undergraduate,HIST 393,IFERH,5,3,1,1,2,3,2,1,0,0,0,0,0,1,
359,2094,Fall 2009,1:Undergraduate,HIST 420,MDFRH,1,0,6,3,2,0,1,3,0,0,1,3,0,0,
360,2094,Fall 2009,1:Undergraduate,HIST 490,ZIEWH,4,8,2,3,3,0,0,0,0,0,0,0,0,0,
361,2094,Fall 2009,1:Undergraduate,HIST 493,NJMSI,0,0,0,0,0,0,0,0,20,0,0,0,0,0,
362,2094,Fall 2009,1:Undergraduate,INTL 310,ZAYGL,1,6,5,4,6,3,4,0,0,0,1,0,0,2,
363,2094,Fall 2009,1:Undergraduate,IT   104,LSIRI,17,16,13,9,10,2,6,6,2,1,1,2,2,0,
364,2094,Fall 2009,1:Undergraduate,IT   140,QDFRH,6,0,6,0,1,9,1,1,0,0,0,0,0,1,
365,2094,Fall 2009,1:Undergraduate,IT   151,UYZKG,2,1,6,0,3,4,4,1,0,3,0,0,0,0,
366,2094,Fall 2009,1:Undergraduate,IT   308,LGMMI,6,4,8,1,1,2,0,0,0,1,0,0,0,1,
367,2094,Fall 2009,1:Undergraduate,IT   311,QDFRH,1,3,6,0,1,3,5,1,0,0,0,0,0,0,
368,2094,Fall 2009,1:Undergraduate,IT   371,QDFRH,4,2,11,1,0,1,0,0,0,0,0,0,0,0,
369,2094,Fall 2009,1:Undergraduate,IT   475,QDFRH,9,0,5,1,3,2,0,0,0,1,0,0,0,0,
370,2094,Fall 2009,1:Undergraduate,JMC  116,ASFNH,12,6,10,7,1,5,2,2,0,0,0,6,0,0,
371,2094,Fall 2009,1:Undergraduate,JMC  120,GOOYH,2,7,13,0,2,5,0,7,0,1,0,3,1,0,
372,2094,Fall 2009,1:Undergraduate,JMC  120,YTGSI,2,3,6,3,4,0,1,1,1,1,0,0,0,0,
373,2094,Fall 2009,1:Undergraduate,JMC  134,FAUIG,9,5,2,2,3,0,0,0,1,0,0,0,2,0,
374,2094,Fall 2009,1:Undergraduate,JMC  150,WFIPG,3,0,3,5,2,0,3,0,0,1,0,2,1,2,
375,2094,Fall 2009,1:Undergraduate,JMC  154,GTMRF,9,9,3,1,0,1,0,1,0,1,0,4,0,1,
376,2094,Fall 2009,1:Undergraduate,JMC  155,GOOYH,29,1,5,0,0,0,0,0,0,0,0,0,0,0,
377,2094,Fall 2009,1:Undergraduate,JMC  156,YTGSI,7,6,0,3,1,0,0,0,0,0,0,0,1,1,
378,2094,Fall 2009,1:Undergraduate,JMC  302,KOLDI,8,13,5,11,0,3,3,0,0,0,0,0,1,1,
379,2094,Fall 2009,1:Undergraduate,JMC  318,FAUIG,10,8,4,4,3,7,0,0,0,5,0,0,0,1,
380,2094,Fall 2009,1:Undergraduate,JMC  320,QFIXH,1,7,3,1,4,0,1,0,0,0,0,0,1,1,
381,2094,Fall 2009,1:Undergraduate,JMC  322,ASFNH,8,3,2,4,3,0,1,0,0,0,0,0,0,0,
382,2094,Fall 2009,1:Undergraduate,JMC  323,DUFHI,4,5,8,1,3,5,6,0,0,0,0,0,0,3,
383,2094,Fall 2009,1:Undergraduate,JMC  324,QFIXH,10,2,0,7,2,0,0,0,0,0,0,2,0,2,
384,2094,Fall 2009,1:Undergraduate,JMC  325,KOLDI,0,0,0,0,0,0,0,0,30,0,0,0,0,0,
385,2094,Fall 2009,1:Undergraduate,JMC  327,QFIXH,0,0,0,0,0,0,0,0,40,0,0,0,1,0,
386,2094,Fall 2009,1:Undergraduate,JMC  332,YTGSI,5,14,6,9,2,2,0,2,0,1,0,0,0,1,
387,2094,Fall 2009,1:Undergraduate,JMC  333,GOOYH,0,0,0,0,0,0,0,0,22,0,0,0,1,0,
388,2094,Fall 2009,1:Undergraduate,JMC  340,QFIXH,4,6,7,9,2,3,2,0,0,1,1,0,0,0,
389,2094,Fall 2009,1:Undergraduate,JMC  355,GOOYH,22,0,3,0,0,1,0,0,0,0,0,0,0,0,
390,2094,Fall 2009,1:Undergraduate,JMC  490,YTGSI,14,0,0,0,0,0,0,0,0,0,0,0,0,1,
391,2094,Fall 2009,1:Undergraduate,KINS 120,BBBZF,83,0,0,0,0,0,0,0,0,0,0,0,0,0,
392,2094,Fall 2009,1:Undergraduate,KINS 165,LUFHI,24,5,14,8,1,9,2,3,0,0,0,0,1,2,
393,2094,Fall 2009,1:Undergraduate,KINS 313,VXIZH,10,11,1,3,0,1,0,0,0,0,0,0,0,0,
394,2094,Fall 2009,1:Undergraduate,KINS 321,MWGVH,3,5,6,5,5,3,3,2,0,0,0,0,0,0,
395,2094,Fall 2009,1:Undergraduate,KINS 378,LUFHI,10,5,9,4,4,2,1,4,0,0,0,0,0,0,
396,2094,Fall 2009,1:Undergraduate,KINS 379,MKBCI,8,0,7,0,5,2,2,1,0,3,1,3,1,3,
397,2094,Fall 2009,1:Undergraduate,KINS 380,ZFGUH,8,6,7,0,7,2,2,1,0,1,0,2,0,0,
398,2094,Fall 2009,1:Undergraduate,KINS 450,MKBCI,5,2,5,2,4,0,2,0,0,0,0,0,0,0,
399,2094,Fall 2009,1:Undergraduate,KINS 474,SGKVG,6,7,7,7,3,1,0,1,0,0,0,0,0,0,
400,2094,Fall 2009,1:Undergraduate,KINS 475,TAEDG,23,9,3,6,0,0,1,1,0,1,0,1,1,0,
401,2094,Fall 2009,1:Undergraduate,KINS 483,TAEDG,10,11,4,8,5,1,0,0,0,0,0,1,0,0,
402,2094,Fall 2009,1:Undergraduate,KINS 484,SGKVG,9,6,8,3,2,2,4,0,0,0,0,1,0,0,
403,2094,Fall 2009,1:Undergraduate,KINS 492,SGKVG,10,3,0,0,0,0,0,0,0,0,0,0,1,0,
404,2094,Fall 2009,1:Undergraduate,KINS 492,UAIWH,5,5,0,3,0,1,0,0,0,0,0,0,0,0,
405,2094,Fall 2009,1:Undergraduate,LSEE 311,TSMDI,11,0,5,0,0,3,0,0,0,0,0,0,0,0,
406,2094,Fall 2009,1:Undergraduate,LSEE 312,ZJLRI,9,7,3,6,0,0,0,0,0,0,0,1,0,0,
407,2094,Fall 2009,1:Undergraduate,LSEE 411,TSMDI,18,0,3,0,0,2,0,0,0,0,0,0,0,0,
408,2094,Fall 2009,1:Undergraduate,LSEE 412,TSMDI,0,0,0,0,0,0,0,0,22,0,0,0,0,0,
409,2094,Fall 2009,1:Undergraduate,MATH 103,KYGQI,13,8,20,19,22,11,17,15,1,9,0,0,5,10,
410,2094,Fall 2009,1:Undergraduate,MATH 103I,EYIZH,27,0,25,0,1,18,0,0,0,2,0,0,2,0,
411,2094,Fall 2009,1:Undergraduate,MATH 103I,GEHAI,15,4,10,5,0,1,2,0,0,0,0,1,0,1,
412,2094,Fall 2009,1:Undergraduate,MATH 105,HSFRF,12,0,15,1,0,6,0,0,0,7,0,25,1,0,
413,2094,Fall 2009,1:Undergraduate,MATH 105,QWJFH,6,2,3,2,4,5,1,2,0,1,1,6,0,0,
414,2094,Fall 2009,1:Undergraduate,MATH 105,YOMOH,1,5,10,0,0,5,4,2,0,7,0,7,0,2,
415,2094,Fall 2009,1:Undergraduate,MATH 108,JNMJI,8,4,5,3,4,2,2,4,0,1,0,0,0,2,
416,2094,Fall 2009,1:Undergraduate,MATH 109,BEHAI,3,0,4,2,0,6,4,6,0,0,1,4,2,3,
417,2094,Fall 2009,1:Undergraduate,MATH 109,CJMSI,10,9,4,0,3,3,0,0,1,2,1,2,0,1,
418,2094,Fall 2009,1:Undergraduate,MATH 109,OKCVH,4,1,4,3,2,7,1,2,0,4,0,1,2,1,
419,2094,Fall 2009,1:Undergraduate,MATH 109,YOMOH,3,0,6,0,0,8,0,0,0,8,0,4,0,0,
420,2094,Fall 2009,1:Undergraduate,MATH 110,CJMSI,0,4,3,0,2,2,1,2,0,2,4,6,1,3,
421,2094,Fall 2009,1:Undergraduate,MATH 110,DYGQI,2,0,5,3,3,3,1,3,0,2,0,4,0,5,
422,2094,Fall 2009,1:Undergraduate,MATH 110,RGHEI,3,2,6,3,2,5,1,6,0,1,0,2,0,2,
423,2094,Fall 2009,1:Undergraduate,MATH 115,GEHAI,13,10,11,3,10,12,12,8,1,18,0,6,1,12,
424,2094,Fall 2009,1:Undergraduate,MATH 115,JNMJI,1,0,4,3,1,3,4,5,0,1,0,6,3,3,
425,2094,Fall 2009,1:Undergraduate,MATH 115,XEIXH,16,13,8,9,22,11,4,15,2,6,0,7,1,4,
426,2094,Fall 2009,1:Undergraduate,MATH 115,YQLSI,5,0,3,0,1,5,2,3,0,5,0,0,1,4,
427,2094,Fall 2009,1:Undergraduate,MATH 210,BEHAI,5,0,3,1,7,4,0,3,0,2,4,0,0,1,
428,2094,Fall 2009,1:Undergraduate,MATH 210,DYGQI,2,1,8,3,3,3,1,0,0,1,0,0,0,1,
429,2094,Fall 2009,1:Undergraduate,MATH 240,OKCVH,5,1,9,2,0,9,1,0,0,0,0,3,2,2,
430,2094,Fall 2009,1:Undergraduate,MATH 241,DYGQI,1,3,5,2,2,0,2,1,0,0,0,0,0,0,
431,2094,Fall 2009,1:Undergraduate,MATH 253,QYGVH,1,1,4,0,0,1,0,0,0,3,0,1,0,1,
432,2094,Fall 2009,1:Undergraduate,MATH 308B,BQUZL,7,3,6,2,1,1,2,2,0,2,1,3,0,0,
433,2094,Fall 2009,1:Undergraduate,MATH 308C,JNMJI,8,1,2,3,1,4,1,1,0,3,0,0,0,0,
434,2094,Fall 2009,1:Undergraduate,MATH 313,QWJFH,9,1,3,4,0,1,0,0,0,0,0,3,0,0,
435,2094,Fall 2009,1:Undergraduate,MATH 315,RGHEI,5,5,1,1,2,2,0,3,0,1,0,0,0,1,
436,2094,Fall 2009,1:Undergraduate,MATH 340,OKCVH,3,0,1,0,2,5,0,0,0,2,0,0,0,0,
437,2094,Fall 2009,1:Undergraduate,MATH 344,RGHEI,1,2,2,2,4,5,0,4,0,0,0,0,0,1,
438,2094,Fall 2009,1:Undergraduate,MATH 370,BQUZL,1,3,1,0,3,0,0,2,0,0,0,0,0,0,
439,2094,Fall 2009,1:Undergraduate,MATH 401,BEHAI,2,2,0,2,0,3,1,0,0,0,0,0,1,1,
440,2094,Fall 2009,1:Undergraduate,MATH 415,CJMSI,3,2,0,2,0,1,2,2,0,0,0,4,0,2,
441,2094,Fall 2009,1:Undergraduate,MUS  103,CLILI,22,6,5,5,2,1,2,5,4,4,0,5,2,0,
442,2094,Fall 2009,1:Undergraduate,MUS  104,JYKNI,2,4,11,9,3,10,4,3,2,3,2,4,2,1,
443,2094,Fall 2009,1:Undergraduate,MUS  104,ODFRH,50,38,40,13,11,9,4,0,2,1,2,5,0,0,
444,2094,Fall 2009,1:Undergraduate,MUS  105,ODFRH,22,21,3,4,3,2,0,0,2,0,0,1,3,0,
445,2094,Fall 2009,1:Undergraduate,MUS  106B,WEIXH,0,0,0,0,0,0,0,0,33,0,0,0,2,0,
